d3mIndex,log(wdi.pop),wdi.popurb.mi,ythbul4,log1p(bnk.unrest),log1p(bnk.strikes),log1p(nvc.dosregt),nvc.ongoing,civilwar,nvc.start.1
1586,13.907604662647696,33.78,0.1788321168,0.6931471805599453,0.6931471805599453,0.0,0,0,0.0
5307,14.49130097765662,69.447,0.1644510094,0.0,0.0,0.0,0,0,0.0
4109,14.206592725704985,28.197,0.1857142857,0.0,0.0,0.0,0,0,0.0
7550,18.05891428881222,21.397,0.1967178683,0.6931471805599453,0.0,0.0,0,0,0.0
4100,15.074623039852545,46.742,0.2001725626,0.0,0.0,0.6931471805599453,0,0,0.0
1979,12.912207618390946,74.715,0.1979166667,0.0,0.0,0.6931471805599453,0,0,0.0
1245,17.308616218309098,80.396,0.13567031570000002,0.0,0.0,0.0,0,0,0.0
4543,15.126272856471727,46.575,0.1479789906,1.0986122886681096,0.0,0.0,0,1,0.0
2001,13.576674521136962,76.807,0.213592233,0.0,0.0,0.0,0,0,0.0
465,13.55681495571851,88.376,0.1746522411,0.0,0.0,0.0,0,0,0.0
7044,14.038906877329948,9.395,0.1827613727,0.0,0.0,0.0,0,0,0.0
7081,15.588714432028274,48.779,0.2059415911,0.0,0.0,0.6931471805599453,0,0,0.0
5904,16.14014682680475,22.033,0.2194122351,0.0,0.0,0.0,0,0,0.0
5032,15.803415042650812,15.209,0.1834537277,0.0,0.0,0.0,0,0,0.0
3790,17.067400644983206,17.645,0.2041708582,0.0,0.0,0.6931471805599453,0,1,0.0
1171,16.246523517720878,38.511,0.1860100922,0.0,0.0,0.0,0,0,0.0
7826,15.798594684179891,73.3,,,,1.3862943611198906,1,0,
3335,16.338141368937773,63.404,0.1857745246,0.0,0.0,0.6931471805599453,0,0,0.0
6730,15.468884778406196,39.349,0.16182971359999998,1.0986122886681096,0.0,0.0,0,0,0.0
7510,16.721099117515582,82.9,0.2031498656,1.6094379124341005,0.0,1.6094379124341005,0,0,0.0
3931,14.77652146855634,68.852,0.1354764638,0.0,0.0,0.0,0,0,0.0
6226,15.951679490051248,35.156,0.1828947368,0.6931471805599453,0.0,0.6931471805599453,0,1,0.0
1840,13.5096332856124,65.945,0.16960651289999998,0.6931471805599453,0.0,1.0986122886681096,0,0,0.0
6289,,,0.1970200085,0.0,0.0,0.0,0,0,0.0
2764,16.0594023067741,68.393,0.1477465986,0.0,0.0,0.0,0,0,0.0
2716,16.358441353219913,32.896,0.1963175886,0.0,0.0,0.6931471805599453,0,0,0.0
803,15.848300908739452,59.4,0.1955561504,1.9459101490553128,0.6931471805599453,0.0,0,0,0.0
6818,,84.6125745307568,0.1773843096,1.791759469228055,0.0,0.6931471805599453,0,0,0.0
7678,15.677279492883358,39.755,0.1896687078,0.0,0.0,0.0,0,0,0.0
1669,17.57955780278294,33.289,0.1855171653,0.6931471805599453,0.0,0.0,0,1,0.0
3635,,,0.187814269,1.0986122886681096,0.0,0.0,0,0,1.0
4534,18.485753444265832,75.365,0.1929380127,0.6931471805599453,0.0,0.6931471805599453,0,0,0.0
415,12.491616182945071,80.293,,,,0.0,0,0,0.0
7954,18.00559652518157,79.055,,,,1.3862943611198906,0,0,
1593,14.104509263274483,39.129,0.1775280899,0.0,0.0,0.0,0,0,0.0
2215,14.992181125089589,38.909,0.1805855162,0.0,0.0,0.0,0,0,0.0
7273,14.350297795498774,79.196,0.1556465769,0.0,0.0,0.0,0,0,0.0
348,15.839533201381053,65.405,0.1674178155,0.0,0.0,0.6931471805599453,0,0,0.0
6604,13.899786446915732,22.296,0.2286501377,0.6931471805599453,0.0,0.0,0,0,0.0
3724,15.178024390418761,76.68,0.2216969395,0.0,0.0,0.0,0,0,0.0
7238,17.770194697657907,66.874,0.138048771,1.791759469228055,0.0,0.0,0,0,0.0
5018,15.411071630889671,10.845,0.1803778184,0.0,0.0,0.0,0,0,0.0
2768,16.096822268632007,69.94,0.1488514548,0.0,0.0,0.0,0,0,0.0
5153,16.97842126614196,59.727,0.1533669534,0.0,0.0,0.0,0,0,0.0
6135,14.502955511686453,50.643,0.1511922882,0.0,0.0,0.6931471805599453,0,0,0.0
6008,16.292466853944394,41.518,0.2082788671,0.0,0.0,0.6931471805599453,0,0,0.0
3112,16.16485709199321,61.81,0.1655211913,0.0,0.0,0.0,0,0,0.0
7840,16.867446967958113,52.099,0.2018056033,0.0,0.0,1.791759469228055,0,0,0.0
8025,15.338714318563735,62.386,0.124265506,0.6931471805599453,0.0,0.0,0,0,0.0
1338,15.012736956383662,8.406,0.1739130435,0.0,0.0,0.0,0,1,0.0
5909,,,0.1815086433,0.0,0.0,0.0,0,0,0.0
4661,17.134496696266954,52.35,0.2071529106,0.0,0.0,0.0,0,0,0.0
925,18.977463367980747,81.192,0.1981940662,1.791759469228055,0.0,0.6931471805599453,0,0,0.0
4310,16.3260672480413,37.652,0.2049053846,0.0,0.0,0.0,0,0,0.0
4938,15.159706068062825,85.613,0.1378045586,0.0,0.0,0.6931471805599453,0,0,0.0
2841,16.231797748681085,45.127,0.2025451633,1.0986122886681096,0.0,0.6931471805599453,0,0,0.0
1465,20.73185881136443,20.902,0.1990935853,0.0,0.0,0.0,0,0,0.0
1371,15.85988383313854,21.571,0.1924577373,0.0,0.0,0.0,0,0,0.0
4106,,,0.1862509992,0.0,0.0,0.0,0,0,0.0
3994,14.98965694424275,86.0,0.1857295564,0.0,0.0,0.6931471805599453,0,0,0.0
682,15.241979023769119,30.086,0.1859483615,0.0,0.0,0.6931471805599453,0,0,0.0
3426,,,0.1489690722,0.6931471805599453,0.0,0.0,0,0,0.0
7005,15.475443085926859,34.265,0.2073500967,0.0,0.0,0.0,0,0,0.0
3585,14.366381362608914,36.74,0.1665706052,,,0.0,0,0,0.0
6240,16.78029659823925,47.13399999999999,0.17878599539999998,0.0,0.0,0.0,0,0,0.0
4265,15.722259683513414,9.704,0.1872125797,0.0,0.0,0.0,0,0,0.0
7756,14.902090750408545,63.371,0.17042994120000002,0.6931471805599453,0.0,0.0,0,0,0.0
596,16.100985910585315,94.806,0.15745547070000002,0.0,0.0,0.0,0,0,0.0
7176,15.296044753545956,45.465,0.1947667804,0.0,0.0,0.0,0,0,0.0
3200,20.870905580843502,29.906,0.1941204731,0.0,0.0,1.0986122886681096,0,1,0.0
6563,17.2423292915366,32.707,0.1974722696,0.0,0.0,0.0,0,1,0.0
6050,15.20970612220542,33.72,0.1904522613,0.0,0.0,1.0986122886681096,0,1,0.0
3784,16.866600525034098,16.281,0.1941894577,0.6931471805599453,0.0,0.0,0,0,0.0
2915,13.743973739099665,23.502,0.155484558,0.0,0.0,0.0,0,0,0.0
5677,17.4700485360638,61.583,0.1614004012,0.0,0.0,0.0,0,0,0.0
30,16.260374163243892,16.958,0.191049505,0.0,0.0,0.0,0,1,0.0
3789,17.035862932196736,17.342,0.2019008066,1.6094379124341005,0.0,1.0986122886681096,0,1,0.0
4488,,,0.17872023809999998,0.0,0.0,0.0,0,0,0.0
6035,14.899888348492519,28.554,0.1848852901,1.0986122886681096,0.0,0.0,0,0,0.0
7055,14.075512804292726,9.902,0.2136882129,0.0,0.0,1.3862943611198906,0,0,0.0
3740,15.593002055394626,82.22,0.2152339861,0.0,0.0,0.6931471805599453,0,0,0.0
2039,15.775466036534338,54.955,0.2065248227,0.6931471805599453,0.6931471805599453,0.0,0,0,0.0
3382,14.891417009096743,51.12300000000001,0.1607629428,0.0,0.0,0.0,0,0,0.0
871,14.39400361521222,54.062,0.225896861,0.0,0.0,0.6931471805599453,0,0,0.0
1392,15.950273152959412,70.955,0.1758306728,0.0,0.0,0.0,0,0,0.0
1864,16.150296881239864,74.643,0.1651322803,0.0,0.0,0.0,0,0,0.0
4105,,,0.1865671642,0.0,0.0,0.0,0,0,0.0
7112,16.150456349462573,65.601,0.1994730165,0.0,0.0,0.6931471805599453,0,0,0.0
1042,14.918100591571596,2.233,0.1823081801,,,0.0,0,0,0.0
1116,15.790653381191175,13.325,0.2145036051,0.0,0.0,0.6931471805599453,0,1,0.0
2211,14.865933152144942,38.516,0.1811822315,0.0,0.0,0.0,0,0,0.0
7412,14.784505308686139,80.899,0.15711574949999998,0.0,0.0,0.0,0,0,0.0
2404,13.162600881143124,34.758,,,,0.0,0,0,0.0
8107,17.157518110918566,70.91199999999998,0.1796767719,0.0,0.0,0.0,0,0,0.0
6523,15.95272147264383,12.808,0.192794777,1.3862943611198906,0.0,0.0,0,1,0.0
828,15.17586614911211,39.264,0.1541313559,0.0,0.0,0.0,0,0,0.0
5996,15.980157763982158,39.62,0.2059983272,0.0,0.0,0.0,0,1,0.0
2887,15.832285558591305,29.182,0.1863448276,0.0,0.0,0.0,0,0,0.0
6771,16.71513752068103,53.783,0.2227331746,0.0,0.0,0.6931471805599453,0,0,0.0
4540,18.560164725960988,77.227,0.1838249252,0.0,0.0,0.6931471805599453,0,1,0.0
8379,17.194441880572256,36.173,0.2212468971,0.0,0.0,0.0,0,0,0.0
1965,15.500162430721645,85.36,0.1103268945,0.0,0.0,0.6931471805599453,0,0,0.0
531,12.450781974758945,35.271,,,,0.0,0,0,0.0
7625,,,0.0965700966,0.0,0.0,0.0,0,0,0.0
5183,,,,0.0,0.0,0.0,0,0,0.0
6709,15.77701294242639,73.42399999999998,0.1164065795,0.0,0.0,0.0,0,0,0.0
4763,17.75787827032219,30.881,0.188609483,0.0,0.0,0.0,0,1,0.0
3212,18.398726892030822,15.543,0.17497710239999995,0.0,0.0,0.6931471805599453,0,0,0.0
951,15.959849345494778,53.36,0.1601685985,0.0,0.0,0.0,0,0,0.0
570,16.07769023632328,72.816,0.1626265726,0.6931471805599453,0.0,0.6931471805599453,1,0,0.0
8157,17.128764382837634,17.518,0.2104649279,1.0986122886681096,0.6931471805599453,0.6931471805599453,1,0,0.0
1736,15.326830773202724,69.387,0.1941618753,0.0,0.0,0.6931471805599453,0,0,0.0
4852,16.359450053561286,61.3,0.1756767422,0.0,0.0,1.3862943611198906,0,0,0.0
1041,14.89762178317135,2.193,0.1813488222,,,0.0,0,0,0.0
4198,15.493106807091346,11.309,0.164519141,0.0,0.0,0.0,0,0,0.0
8164,15.298296219272926,86.18299999999998,0.1442437923,0.0,0.0,0.0,0,0,0.0
3363,17.12521544650714,68.766,0.1982528601,1.6094379124341005,0.0,0.6931471805599453,0,1,0.0
8261,15.503312046041515,54.163,0.1367037781,0.0,0.0,0.0,0,0,0.0
5997,16.006079479927486,39.765,0.2063547486,0.0,0.0,0.0,0,1,0.0
3696,13.935956711040141,54.262,0.191319752,0.0,0.0,0.0,0,0,0.0
114,16.3898702680722,38.84,0.17710547829999998,,,0.0,0,0,0.0
1625,15.004487179510985,59.617,0.2012769839,0.0,0.0,0.6931471805599453,0,0,0.0
872,14.408271497291086,54.374,0.2278761062,0.0,0.0,0.6931471805599453,0,0,0.0
7864,21.019012800560173,50.573,0.1659821558,3.2958368660043287,0.0,0.0,0,0,1.0
666,14.8410326640474,14.903,0.1735959154,0.0,0.0,0.0,0,0,0.0
4772,14.40868214257091,31.335,0.205213533,0.0,0.0,0.0,0,0,0.0
6593,13.718941285835779,22.964,0.1927312775,0.0,0.0,1.0986122886681096,0,0,0.0
3302,17.987722448051453,63.31800000000001,0.231898939,1.791759469228055,0.0,1.0986122886681096,1,0,0.0
6558,17.11450779510103,32.442,0.197998142,0.0,0.0,0.0,0,1,0.0
3910,15.261139297129269,15.437,0.1989503817,0.0,0.0,0.0,0,0,0.0
7641,,75.17029685998159,0.0996548953,0.0,0.0,0.0,0,0,0.0
4981,15.170656040841553,51.618,0.1951850893,1.0986122886681096,0.0,1.6094379124341005,0,1,0.0
6157,12.538414937085085,12.837,0.1913357401,0.0,0.0,0.6931471805599453,0,0,0.0
238,17.423805222087932,89.14200000000002,0.1777368606,1.3862943611198906,1.6094379124341005,0.6931471805599453,0,0,0.0
1524,17.240363494332914,66.154,0.2189938298,0.0,0.0,0.0,0,1,0.0
7902,16.168928299264753,73.06,,,,1.3862943611198906,0,0,
2165,17.40849202955171,41.477,0.1971438911,0.0,0.0,0.0,0,0,0.0
2553,17.98531690528357,78.10600000000002,0.1251020898,0.6931471805599453,1.0986122886681096,1.0986122886681096,0,0,0.0
8355,17.375080096467954,14.8,0.2105519086,2.19722457733622,0.0,1.791759469228055,1,0,0.0
4536,18.51035278656326,75.997,0.1874001673,1.0986122886681096,0.0,0.6931471805599453,0,0,0.0
1828,13.39623958597846,49.563,0.188449848,0.6931471805599453,0.0,0.6931471805599453,0,0,0.0
2686,18.22357155102637,73.895,0.1154895423,0.0,0.0,0.0,0,0,0.0
2972,13.515817980624053,28.782,0.1860465116,0.0,0.0,0.0,0,0,0.0
2890,15.931341645360858,30.067,0.1885492358,0.0,0.0,0.0,0,0,0.0
7778,14.102320500221053,88.667,,,,1.0986122886681096,1,0,
7353,,,,,,0.0,0,0,0.0
17,16.27033396051349,12.316,0.191043354,0.0,0.0,0.0,0,0,0.0
6808,,66.2495786258091,0.1983652618,0.6931471805599453,0.0,1.0986122886681096,0,0,0.0
5962,14.99899387916256,23.645,0.18779942510000006,0.0,0.0,0.0,0,0,0.0
7776,14.072293119826591,88.575,0.1329394387,3.688879454113936,0.0,1.9459101490553128,1,0,0.0
2374,17.72239805923545,12.867,0.1889740179,0.0,0.0,1.0986122886681096,0,1,0.0
3225,18.72522921071367,20.398,0.1944515524,0.0,0.0,0.0,0,1,0.0
2368,17.52363338988629,11.453,0.1923875433,0.0,0.0,0.6931471805599453,0,1,0.0
965,16.008341832194837,64.59,0.1352678571,0.0,0.0,0.0,0,0,0.0
6766,16.61103474014945,51.947,0.2242791919,0.0,0.0,0.6931471805599453,0,0,0.0
172,16.123195922433506,24.952,0.1879041082,0.0,0.0,0.6931471805599453,0,1,0.0
1428,16.55340443982014,86.073,0.1617380026,0.0,0.0,0.6931471805599453,0,0,0.0
5780,13.782576124685695,97.754,0.1697341513,0.0,0.0,0.6931471805599453,0,0,0.0
2433,13.60090173204606,47.515,0.2032218092,0.0,0.0,0.6931471805599453,0,0,1.0
483,18.28211477911088,16.212,0.2044483066,0.0,0.0,0.0,0,1,0.0
7306,17.821817762513056,77.541,0.1459038469,1.0986122886681096,0.0,0.0,0,0,0.0
520,12.411715957018846,38.62,,,,0.0,0,0,0.0
36,16.350162709092597,18.597,0.1907604833,0.0,0.0,0.0,0,1,0.0
6126,15.496907019911713,55.412,0.1593507931,0.0,0.0,0.6931471805599453,0,0,0.0
3432,14.721750953984929,80.232,0.1616864511,0.0,0.0,0.0,0,0,0.0
4919,14.951065325554099,83.428,0.1843025103,0.0,0.0,0.0,0,0,0.0
6366,,33.5119758357059,,0.0,0.0,0.0,0,0,0.0
5635,,,0.17191451929999998,0.0,0.0,0.0,0,0,1.0
6361,,35.059097014707106,,,,0.0,0,1,
2075,,79.51551677585641,0.1280814645,0.0,0.0,1.0986122886681096,0,0,0.0
6876,16.960458942074286,17.725,0.191858712,0.0,0.0,0.0,0,0,0.0
2552,17.980175317053785,77.86399999999998,0.1264775033,0.0,0.0,0.0,0,0,0.0
1155,15.78043506853384,22.927,0.1794729542,0.0,0.0,0.6931471805599453,0,0,0.0
7534,17.733416226550574,18.978,0.2045211785,0.0,0.0,0.0,0,0,0.0
7850,,72.812430980141,,,,0.0,0,0,
1045,14.98957812504699,2.501,0.1870697396,0.0,0.0,0.0,0,0,0.0
5889,15.61825414693392,7.313,0.1886697861,0.0,0.0,0.6931471805599453,0,1,0.0
3617,14.735762633346573,50.855,0.1915492958,1.0986122886681096,0.0,0.0,0,0,0.0
1083,15.8658311715217,9.375,0.2257619639,0.0,0.0,0.6931471805599453,0,1,0.0
6617,15.83307642996854,73.295,0.1457613606,0.0,0.0,0.0,0,0,0.0
4976,15.050114501993727,50.418,0.1990078786,1.0986122886681096,0.0,0.0,0,1,0.0
3114,16.176239739971958,62.65,0.1574713731,0.0,0.0,0.6931471805599453,0,0,0.0
4390,16.295510020512744,32.06,0.2027016772,0.0,0.0,0.6931471805599453,0,0,0.0
1302,14.610310037236252,33.546,0.1812019883,0.6931471805599453,0.0,0.0,0,0,0.0
2931,14.10132764240654,38.31800000000001,0.1937984496,0.0,0.0,0.6931471805599453,0,0,0.0
6674,15.554966924874714,52.94600000000001,0.1585973656,0.0,0.0,0.6931471805599453,0,0,0.0
2058,16.092797842774033,71.297,0.1904811174,0.0,0.0,0.6931471805599453,0,0,0.0
7575,,47.606943618357,0.1418955088,1.3862943611198906,0.0,0.6931471805599453,0,0,0.0
376,15.939599766937404,65.847,0.1231780167,0.0,0.0,1.0986122886681096,0,0,0.0
5980,15.5064624644299,35.417,0.1769274484,0.0,0.0,0.0,0,0,0.0
873,14.421247372858286,54.607,0.22950819670000006,0.0,0.0,0.0,0,0,0.0
6236,16.671750852699667,46.619,0.1791216372,2.3978952727983707,0.0,0.0,1,0,0.0
6651,15.993318853363336,83.824,0.1237113402,0.0,0.0,0.0,0,0,0.0
5206,,41.980370766125496,,0.0,0.0,0.6931471805599453,0,0,0.0
2284,12.898281886362142,36.766,0.1675,0.0,0.0,1.0986122886681096,0,0,0.0
8332,13.954366002637991,30.832,0.2110552764,0.0,0.0,0.6931471805599453,0,0,0.0
4430,14.663260316230247,45.254,0.2041884817,0.6931471805599453,0.0,0.0,0,0,0.0
3169,20.272097648991853,21.677,0.1985563421,0.0,0.0,0.0,0,0,1.0
7166,18.05678713661446,68.975,0.1855471261,1.3862943611198906,0.0,1.0986122886681096,0,1,0.0
2148,16.490514152166178,62.3,0.1907946219,0.0,0.0,0.6931471805599453,0,0,0.0
607,16.108213381788904,96.204,0.1481406629,0.0,0.0,1.0986122886681096,0,0,0.0
7705,15.801886386638653,22.371,0.1945397174,1.3862943611198906,0.0,0.0,0,0,0.0
6111,15.392301304066127,100.0,0.1357921207,0.0,0.0,0.6931471805599453,0,0,0.0
6502,16.73695022693641,18.48,0.1907423486,0.0,0.0,0.0,0,1,0.0
1732,15.261567051416394,64.385,0.1966477809,0.0,0.0,0.6931471805599453,0,0,0.0
3759,16.593876373121415,53.908,0.1912758033,0.0,0.0,0.6931471805599453,0,0,0.0
2161,17.310109207708454,40.042,0.1813913524,0.0,0.0,0.0,0,0,0.0
4659,17.105146497158835,51.692,0.2056147648,0.0,0.0,0.0,0,0,0.0
8267,13.1739059407218,20.048,0.1970260223,0.0,0.0,0.0,0,0,0.0
7548,18.023814558907567,20.625,0.2010476246,0.0,0.0,0.0,0,0,0.0
1037,16.471219547384294,23.163,0.2034393467,0.0,0.0,0.6931471805599453,0,0,0.0
3481,,,0.1560283688,0.6931471805599453,0.0,0.0,0,0,0.0
5877,15.485786340064106,4.7860000000000005,0.1918397904,0.0,0.0,0.0,0,0,0.0
825,15.137800655205766,39.327,0.1524576507,0.0,0.0,0.6931471805599453,0,0,0.0
856,14.017420666854367,29.483,0.1931260229,0.0,0.0,0.0,0,0,0.0
6384,,27.5069384504704,,0.0,0.0,0.0,0,0,
2525,17.831988745359347,73.352,0.1585451456,0.0,0.0,0.6931471805599453,0,0,0.0
5095,18.651832083178558,35.66900000000001,0.2020283335,1.0986122886681096,0.0,0.6931471805599453,0,0,0.0
4686,16.408869289590815,20.815,0.186906098,0.0,0.0,0.0,0,1,0.0
7270,14.171025329162806,79.624,0.1427571728,0.0,0.0,0.0,0,0,0.0
5568,17.042625031771845,72.21600000000002,0.2010845728,1.0986122886681096,0.6931471805599453,0.0,0,0,0.0
1427,16.541108296538273,85.77799999999998,0.1614364496,0.0,0.0,0.0,0,0,0.0
1668,17.55347832227389,32.838,0.1854675835,1.0986122886681096,0.6931471805599453,0.0,0,1,0.0
8108,17.174460207002234,71.735,0.1763983629,1.6094379124341005,0.0,0.0,0,0,0.0
2726,16.634560902088612,40.14,0.2011531447,0.6931471805599453,0.0,0.0,0,0,0.0
3509,17.851451608003682,66.806,0.1620341847,0.0,0.0,0.0,0,0,0.0
918,18.871827258888604,76.181,0.1921508924,0.6931471805599453,0.0,0.0,0,0,0.0
2983,,,0.1903271693,0.0,0.0,0.0,0,0,0.0
452,13.114218296107211,88.14,0.1643002028,0.0,0.0,0.0,0,0,0.0
4136,15.217351443185422,75.61399999999998,0.2019692603,0.0,0.0,0.0,0,0,0.0
4401,13.8372446521102,10.874,0.1847826087,0.0,0.0,0.0,0,0,0.0
7408,,,0.161341853,0.0,0.0,0.0,0,0,0.0
3552,15.883866379480368,36.614,0.1754429134,0.0,0.0,0.0,0,0,0.0
450,13.050338771995747,87.75399999999998,0.17099567100000002,0.0,0.0,0.0,0,0,0.0
4309,16.30257570984294,36.794,0.2032925917,1.0986122886681096,0.0,0.0,0,0,0.0
8391,16.964144417266517,32.302,0.2217430222,4.3694478524670215,1.0986122886681096,1.9459101490553128,1,1,0.0
3389,14.990481854731133,53.975,0.1688311688,0.0,0.0,0.6931471805599453,0,0,0.0
4663,17.160990945265635,53.007,0.2100267192,0.0,0.0,1.0986122886681096,1,0,0.0
2696,15.858127443651831,26.067,0.193647541,0.0,0.0,0.0,0,0,0.0
2126,16.033299455006148,51.993,0.2017374517,1.3862943611198906,0.6931471805599453,0.0,0,0,0.0
282,16.341799045531044,85.265,0.1747328724,1.791759469228055,0.0,0.0,0,0,0.0
7457,15.024141894459731,93.998,0.1512253437,0.0,0.0,0.6931471805599453,0,0,0.0
2448,,,0.149032992,0.0,0.0,0.0,0,0,0.0
4098,15.000235097306845,46.051,0.2038956959,1.3862943611198906,0.0,0.6931471805599453,0,0,0.0
7766,15.952487956132508,65.884,,,,1.3862943611198906,0,0,
4372,15.845497902553609,22.069000000000006,0.1902167333,0.0,0.0,0.0,0,0,0.0
5014,15.29998325452218,8.794,0.1939172193,0.0,0.0,0.0,0,0,0.0
1949,15.45003593185494,84.565,0.1536056283,0.0,0.0,1.0986122886681096,0,0,0.0
582,16.044424352679453,92.835,0.1282958199,0.6931471805599453,0.0,0.6931471805599453,0,0,0.0
6453,17.467093488484238,74.444,0.1679365573,0.6931471805599453,0.0,0.0,0,0,0.0
2091,,51.14859568986029,0.1623876683,0.0,0.0,0.0,0,0,0.0
1525,17.261122800067113,66.691,0.2161747306,0.6931471805599453,0.6931471805599453,1.6094379124341005,0,1,0.0
4805,16.392422006556274,5.061,0.18537725510000005,0.0,0.0,0.0,0,0,0.0
4070,14.36033926825111,32.251999999999995,0.1867881549,0.0,0.0,0.0,0,0,0.0
2752,15.968858828335438,60.833,0.1516808189,1.6094379124341005,0.0,0.0,0,0,0.0
4360,15.638628826589533,16.244,0.1895820715,0.0,0.0,0.0,0,0,0.0
6706,15.767216308600368,73.578,0.1215272831,0.0,0.0,0.0,0,0,0.0
