d3mIndex,log(wdi.pop),wdi.popurb.mi,I(wdi.manuf.mi + wdi.servs.mi),wdi.sch2.mi,log1p(wdi.mobp100),ios.gattwto,nvc.start.1
2260,14.082990178200545,49.683,67.08899091244511,13.6050560125665,2.1579129315004546,1.0,0.0
3728,16.572021408634484,27.121,68.7965511893247,25.169998842178607,0.33699270804592163,1.0,0.0
1994,17.135263257979826,8.422,40.62769300312287,9.37477765783026,0.0,0.0,0.0
5327,14.707225770392387,22.484,46.94023193577165,6.28680032532112,0.0,1.0,0.0
1303,17.46793492704746,71.457,72.43861772377991,72.42449,1.7347778334337691,1.0,0.0
474,16.09192825140407,94.233,75.9893210597795,82.56961,0.0,1.0,0.0
1789,16.130379198337668,55.09,70.4289494430163,59.0881,0.0,0.0,0.0
6247,17.15587068478853,32.064,43.16488278874721,44.3404980353405,0.0,1.0,0.0
6374,17.667892894835166,67.79,76.8612472188999,92.00471,4.169364732963569,0.0,0.0
2133,17.75745600824584,70.648,70.5167325585671,47.101575712777006,0.0,1.0,0.0
567,12.492652861160623,5.207000000000002,39.292213989002796,6.54983150820608,0.0,0.0,0.0
2601,15.491585662784061,20.459,68.36188726129421,28.1912853437527,0.0,1.0,0.0
1149,15.725873466965947,21.44,59.45928554946476,7.22318,0.0,1.0,0.0
2776,20.797171960087134,28.244,68.0037458026392,48.20874,0.7918092557221792,1.0,0.0
5796,13.24910174962125,16.427,51.90839694656489,32.14001,0.0,0.0,0.0
3626,15.100106578359215,75.3,72.3399555117962,74.9823745202137,0.0,0.0,0.0
6208,15.450031250765836,43.482,66.21249234537663,50.3069535525935,0.0,0.0,0.0
4894,16.226413409659425,50.752,69.9638239228043,50.5418556761461,0.0,1.0,0.0
6179,14.022448301664006,8.742,60.458651646775635,80.37544,0.03405044085939573,1.0,0.0
6091,18.006330181858353,40.104,80.2180758990085,77.26156,4.396547988411282,1.0,1.0
4349,14.78188585400585,78.891,65.97868098845443,79.2626543807789,0.0,1.0,0.0
1596,13.63777765716696,67.915,83.8551510669186,93.74486,1.3190744839321906,1.0,0.0
4780,14.596564672716095,51.805,84.3225286893497,59.383280000000006,0.0,0.0,0.0
5805,13.550785609273102,22.824,75.6061783529505,22.1483215460249,0.0,0.0,0.0
1493,15.341876378771286,70.57300000000002,83.056105982157,96.8892,3.770115982124412,1.0,0.0
4664,13.400172371018927,25.106,10.824742268041286,10.3888866180595,0.0,0.0,0.0
2265,14.240389982691667,53.997,72.52508261738727,35.161337538289,3.976539287292294,1.0,0.0
5895,15.653067463647936,57.255,73.9481211081141,67.8329601480072,0.0,1.0,0.0
6618,17.065777253384336,88.48,61.9379948889248,68.8771,3.3390851648028512,1.0,0.0
2183,13.286461559226439,32.0,40.67039426359909,51.5498543194273,0.0,1.0,0.0
2115,15.461860366437328,82.368,88.11801644491449,127.31501000000002,4.400362089567089,1.0,0.0
1430,17.57955780278294,33.289,42.72828330055727,61.066394120226796,0.01655872544073689,1.0,0.0
6080,17.902530628132318,30.449,79.3998780879247,54.34602,1.4102499368304688,1.0,0.0
669,15.171178945117381,39.285,76.4689259043419,98.7995584836175,2.5228072038853444,0.0,0.0
5339,14.97246628028115,29.819000000000006,50.32470737845585,13.712079999999998,0.0,1.0,0.0
5211,15.672744828632672,5.127000000000002,55.31739522868239,16.21724,0.0,1.0,0.0
6882,15.642990229675204,64.286,81.1105310905119,64.68404,4.8269972739334435,1.0,0.0
829,15.525367758272665,5.6320000000000014,60.5905145257144,-4.942903948705888,0.0,1.0,0.0
5045,16.012579012002774,36.866,62.4902002375902,34.9431885582052,0.0,1.0,0.0
453,16.104503697438854,70.939,81.4270528005978,104.977042651745,1.739656211613867,0.0,0.0
3181,18.540869771775785,75.944,87.37540735012921,92.82376,0.0,1.0,0.0
2630,16.055011218787453,45.756,76.0666979418293,44.5197153174529,2.623319943048107,1.0,0.0
1521,15.945322205524256,59.895,85.14124512203558,63.097835496599295,0.0,1.0,0.0
2621,15.911854938379145,33.792,68.8016971157724,61.724346036766605,0.0,1.0,0.0
2875,18.01807590138191,64.758,65.14624843870071,78.16281,1.4163595205011168,0.0,0.0
6153,13.723854593375464,14.347,52.90612922802293,58.8277664066372,0.0,1.0,0.0
5777,17.138018133036038,32.495,45.6205881830975,37.3198962718163,0.06510923376807004,0.0,0.0
1367,14.372220413479226,46.932,57.72549058823534,58.07668,0.0,1.0,0.0
7150,16.84337114526979,18.321,75.7646360595735,97.21854,4.4382173820181166,1.0,0.0
3896,14.12858914155317,21.971,42.6113591388203,40.9096000410635,0.0,1.0,0.0
4172,16.914313908410048,30.364,62.8555686196142,18.13501,2.7007428496322445,1.0,0.0
4673,13.74017583365773,40.039,28.67806025364929,1.17589,0.0,0.0,0.0
4519,18.297528670774593,27.209,34.53481202370137,27.07259,0.0,1.0,0.0
2139,17.80510728717057,72.926,83.8033684348603,83.40094,0.0,1.0,0.0
598,13.187658487256465,23.377,47.112364310614794,24.08502,0.0,0.0,0.0
3970,14.053396898332634,40.995,87.06496925323403,91.40907,4.448115780310987,1.0,0.0
4411,14.905658121720045,49.217,51.053321298971795,29.99513,0.0,1.0,1.0
5079,16.139644595691472,53.743,84.8510872046018,103.70312,3.8397772312478775,1.0,0.0
2368,16.000283264871214,65.454,69.8725907284091,68.09555,0.0,1.0,1.0
6684,15.281824703418037,31.241,49.1396972663651,13.68532,0.0,0.0,0.0
2701,16.180885550397697,63.066,59.4290262195025,76.94046999999998,0.0,1.0,0.0
1393,15.10932031856817,61.441,24.113194478800803,27.310728233836798,3.264232685122096,1.0,0.0
7148,17.660168587592565,78.673,84.214003054924,128.51477,4.736755656267079,1.0,0.0
3202,18.652514426461014,78.27199999999998,87.84409050049419,104.01515581257401,3.452878383470813,1.0,0.0
866,16.441790677007138,22.339,56.99477222444651,15.04075,2.1228411097308246,1.0,0.0
2436,16.00047461467933,41.117,55.49186997240971,29.586111265796895,0.003290297083644178,0.0,0.0
3471,14.697931323870812,62.58,53.69325644250979,68.6345108792873,0.0,0.0,0.0
5167,16.85444512687342,53.43600000000001,75.2386718146722,85.39203,4.539672793259409,1.0,0.0
5136,16.885962195305456,43.339,43.64141424015104,50.726245201830395,0.0,1.0,0.0
6992,15.709499696862716,35.368,44.20888418517916,46.54073,4.185133263062316,0.0,0.0
4229,14.289150069372331,29.316,73.422756319578,55.88811,0.0,1.0,0.0
1194,16.378999773013454,83.14299999999999,68.4134816528437,79.88302,0.03694845502959163,1.0,0.0
6030,17.242390403615634,20.888,45.11798350151296,5.1997,0.02893996102168157,1.0,0.0
5235,15.219671850600085,31.25,39.4526608823088,-19.0729403319385,0.0,0.0,0.0
710,14.360693549506,52.372,54.048963410448316,73.15596,1.8458637928939905,1.0,0.0
6162,13.812558204053282,11.470999999999998,58.18310017006612,56.4289926408825,0.0,1.0,0.0
1556,16.23551648769526,75.947,82.35393866220801,90.84629,0.2733722280913349,1.0,0.0
1431,17.601480356448953,33.742,36.661556338617366,11.1762860183108,0.019990155676388347,1.0,0.0
4447,15.131895198848396,6.529,26.972077226523684,8.13770634317881,0.0,1.0,0.0
1390,15.028468276783887,60.076,38.57663155822424,40.23761,2.3806055504719708,1.0,0.0
3432,15.514820069716144,22.993,45.131679153809614,35.9707,0.431854675880939,0.0,0.0
1223,20.46774112929368,17.656,52.788311733225,23.8690170258965,0.0,0.0,0.0
64,14.669978650685715,32.516,61.34915798674011,-11.3373609013664,0.0,0.0,0.0
5309,16.07920553915039,40.2,73.42744557402119,15.29254,0.6490069260837248,1.0,1.0
2972,15.1272688553123,58.645,86.60536258592529,106.46063,3.277971998063045,1.0,0.0
1395,15.170436793503885,62.341,22.37425482330764,66.2994785765264,3.8631376407051263,1.0,0.0
3712,16.08911390818593,20.434,62.929695851263894,34.07448,0.0,1.0,0.0
4816,15.143007751455702,14.193,44.44681274081949,10.88638,0.0,0.0,0.0
6498,19.46789080247508,79.234,91.109581929764,93.12471,3.8218921222484816,1.0,0.0
1272,16.794596954439108,52.545,63.762853157155504,50.160684019385,0.0,0.0,0.0
3464,14.553800305912715,50.935,46.8100347921112,41.2429013800572,0.0,0.0,0.0
2915,16.706430221288397,69.52199999999999,65.04709757142341,32.8265879738083,0.0,0.0,0.0
5177,18.807403146448852,73.354,66.6895630198236,92.30773,0.6578592200123707,0.0,0.0
5629,18.67476466697321,60.783,74.1539582784211,52.84976227736529,0.0,0.0,0.0
4244,14.577949631966314,40.601,75.2425839638727,53.857274899026784,4.3453295732711155,1.0,0.0
5838,15.900287963568429,81.03399999999998,66.972918490157,94.6512723825786,0.0,1.0,0.0
3203,18.65504115047174,78.398,87.93564683459101,101.00473,3.6575293964827122,1.0,0.0
2350,16.85216949256079,46.63,40.96478014086624,45.17393,2.2121294434185743,1.0,0.0
3774,16.268510733550873,14.698,56.064986571362105,32.80742,0.3916862764086114,1.0,0.0
6901,15.499735297792014,83.68799999999997,86.69289644361109,107.47822,5.11734031114539,1.0,0.0
6806,14.510610829998761,56.699,68.17573694239233,82.85562005361871,5.042041250502153,1.0,0.0
5202,15.35196823134534,4.374,46.5726633756852,3.4998,0.0,1.0,0.0
6326,16.197562531336676,7.04,26.001155179052763,3.88127,0.0,1.0,0.0
6555,15.024141894459731,93.998,80.4736553759178,87.77864,4.661034147125948,1.0,0.0
491,16.11482821871074,96.377,85.66832719548593,102.88138,0.35748915474186344,1.0,0.0
2240,13.381957655152274,30.113000000000003,59.648226989995784,15.3646,0.0,1.0,0.0
3540,14.415230734430926,18.538,60.117153837998295,32.26664,0.4315796138107919,1.0,0.0
5467,13.008825070128177,17.000999999999998,55.70708932301263,64.68342056364861,0.2130849551093707,1.0,0.0
3710,16.03696075539801,19.461,65.65364283521589,8.069433200971169,0.0,1.0,0.0
463,16.036948283372624,92.679,81.4568199954917,70.4074655195715,0.0,1.0,0.0
6960,15.846759257042624,91.824,96.1433524046289,101.94803,4.818535428058311,1.0,0.0
3497,14.951423127191278,85.77,80.31427703259969,89.80996999999998,2.846457318601449,0.0,0.0
1767,15.553804902403359,38.215,65.14823515212109,33.407386603438894,0.0,0.0,0.0
2755,20.387940177953773,23.417,57.060808322405,29.93461,0.0,1.0,0.0
3568,14.331930106517975,31.311,37.13508922890188,14.57213,0.0,0.0,0.0
5522,16.054181361614198,36.823,29.740427237288852,7.40281470939584,2.058354078839584,0.0,0.0
3169,18.398700948344306,66.972,75.9184116358569,47.4420900161252,0.0,1.0,0.0
4596,17.441822879809383,16.064,56.68955392572371,24.6975832551343,0.0,0.0,0.0
2201,13.706174372014345,66.41199999999999,61.57691975236984,39.07687,0.0,1.0,0.0
5318,16.320121055660127,41.74,75.1684514982441,30.42455,3.807400300591788,1.0,0.0
5684,17.488946802198758,75.85600000000002,83.9286016210252,115.58615,1.2229255349474586,1.0,0.0
3805,16.492660560888883,43.574,60.04998870693001,47.59454,0.0,1.0,0.0
1989,17.009969953100107,7.342,29.820990830030645,1.04408704981844,0.0,0.0,0.0
6952,18.13863986334896,71.2,71.71126168682079,83.79658,4.321528769418031,0.0,0.0
1203,16.528376411841982,85.477,75.3464075621818,77.25025,2.001133705319038,1.0,0.0
1418,17.113580225706826,27.327,55.9821156516279,24.51129,0.0,1.0,0.0
6344,16.782352547268765,11.499,41.34075100015495,10.03997,0.0,1.0,0.0
5585,17.32721735691038,43.692,66.5455507964773,43.29255,0.0,1.0,0.0
4520,18.32387923967629,28.019,34.48534101015705,35.3756388833359,0.0,1.0,0.0
3101,16.408924990564973,40.461,64.4632280361783,29.01829247384289,0.0,1.0,0.0
1519,15.908658363192437,59.523,41.597823843880384,52.098212571140095,0.0,1.0,0.0
2132,17.750762392979873,70.238,46.6562567495434,68.53573133379341,0.0,1.0,0.0
3875,16.264179826701728,31.3,43.13455554420957,25.54696,1.5075435449544914,1.0,0.0
2177,13.167787884097462,22.318,43.993333741999464,-8.18857995775092,0.0,1.0,0.0
1569,13.290085546541665,39.21,77.8997239002216,56.4313784062103,0.0,1.0,0.0
218,17.390402894051952,88.564,86.9895014711055,75.05830999999998,1.8914704920085672,1.0,0.0
3660,15.068140946242702,66.986,83.2140594751957,97.47065,2.7712177102342337,0.0,0.0
5454,12.650274375279254,13.677,68.44653479042742,13.87938,0.0,0.0,0.0
5450,12.538414937085085,12.837,64.9953247662283,18.90756,0.0,0.0,0.0
6663,16.52477342349167,23.76,61.2344959594946,31.1689963330477,0.053477583776125895,0.0,0.0
5676,17.469560961442802,74.673,94.72011374178273,101.01166,0.01080316186908777,1.0,0.0
4788,14.767985474324462,55.609,84.5493495606818,59.23076999999999,0.0,0.0,0.0
1275,16.87631781810751,54.82,67.1709927666991,23.9726,0.0,0.0,0.0
763,19.005093768969985,81.88,83.18355798980309,79.38370822960042,3.017679618162574,1.0,0.0
5053,15.971114210609393,39.985,78.06630377278452,43.56108,0.0,1.0,0.0
5236,15.251305307175345,32.373000000000005,81.67408009801511,25.306907578909,0.0,0.0,0.0
325,15.839676412361722,65.60600000000001,84.54551398765041,97.78402,0.22465565554856065,1.0,0.0
6702,15.849812333407568,39.456,60.6483250541333,48.856001808579904,0.0,1.0,1.0
4649,15.328031981169564,76.999,70.283358482032,112.42876,4.437246982625734,1.0,0.0
4973,18.012969389921718,48.41,69.4225738695669,74.96583000000003,0.1431868629528886,1.0,0.0
4254,16.242090464622553,3.911,25.562371579242267,15.7412775763365,0.0,0.0,0.0
655,16.051390410846277,64.194,67.76971869430879,66.1636718606598,3.2915428939081743,1.0,0.0
6349,16.94141331385581,11.913,48.95681989887842,48.025162423594104,0.12371373564801805,1.0,0.0
6117,14.717482868754654,23.268,54.18919097688831,17.70469,0.0,1.0,0.0
428,18.601914918093364,21.693,64.3906501521233,58.0006360364676,0.002083428101615368,1.0,0.0
1236,20.717132063762765,20.118,60.3260138646252,39.81672,0.0,0.0,0.0
3184,18.567979430973246,76.118,76.81594270520209,93.67339,0.0,1.0,0.0
727,18.27821671673184,52.01600000000001,76.7977560436239,33.8722318272425,0.0,1.0,0.0
2147,17.843534995156894,73.5,85.4515988938013,83.72652,0.0,1.0,0.0
5244,15.533114925722911,46.655,41.67740118267789,7.40951127172028,0.0,0.0,0.0
1763,15.437597137663214,36.122,70.6932959851186,55.518286584680396,0.0,0.0,0.0
2406,15.23635995719107,31.121,54.95416476450149,8.06496583633736,0.0,0.0,0.0
5583,17.288744126638473,40.704,64.73554459883461,43.3160428827503,0.0,1.0,0.0
4218,17.719040640404288,28.081,44.920610278041536,39.48763,0.12589992350771867,1.0,0.0
4670,13.601065316428087,34.669000000000004,19.65761511216057,0.18674,0.0,0.0,0.0
6194,14.080546634576134,9.735,43.763509052368256,33.330425782772004,4.7666003289258345,1.0,0.0
242,14.926061957626564,64.25,51.170840977524904,92.55382458426857,1.5617978386912954,1.0,0.0
1507,15.30593968381617,56.217,82.50452349807641,74.5342857585986,4.1812481124316045,1.0,0.0
4425,15.259402375419741,52.577,78.6274104597876,42.95714,0.0,1.0,0.0
4216,17.705169399360464,27.318,40.17889953791375,37.01159000000001,0.0453246041066165,1.0,0.0
6581,16.056921915906802,68.02199999999999,58.53640761206809,43.69868323875939,0.0,0.0,0.0
5082,16.159202180994505,55.666,85.4314727010032,107.60083,4.435572482561029,1.0,0.0
1990,17.03492827598186,7.5870000000000015,40.61068289192181,14.8782445946829,0.0,0.0,0.0
799,16.010671451814215,65.692,44.7767398572144,101.96866,0.0,0.0,1.0
3553,13.950824361150888,19.291,50.42782763774351,18.1744704147208,0.0,0.0,0.0
5422,15.499388930129118,54.96,80.4234953951638,91.92504,4.628296894861967,1.0,0.0
562,12.366310475297082,3.999,47.5244215829471,-17.0578516063893,0.0,0.0,0.0
4321,16.500976783404482,67.513,84.4913743053827,115.81229,0.15323909254540827,1.0,0.0
95,14.91169456741403,46.731,65.8099177802217,79.22522,3.889327959906191,1.0,0.0
1050,17.177045342190002,77.152,66.7450679192267,104.05707,1.7313672003346807,1.0,0.0
4632,15.239224973562706,71.31,68.62965452678381,97.20004,0.9244502384710324,1.0,0.0
461,16.029645676046368,92.46,53.8157034289075,34.891304980348,0.0,1.0,0.0
314,15.840879024190032,65.34100000000001,56.6322197950918,62.61545660063211,0.0,1.0,0.0
6165,13.854497589970087,11.175999999999998,77.30265718443201,55.66813000000001,0.0,1.0,0.0
1620,16.1395248957711,73.877,84.7732563093994,95.52971,4.232657119226186,1.0,0.0
2531,14.079218534630648,37.482,43.26192368136618,40.6119178969421,0.0,1.0,0.0
3981,17.754386689172932,58.229,80.7873142063744,51.0682347897244,0.0,0.0,0.0
2966,15.084829994318204,57.265,89.28371144330342,102.99358,0.8063387758137777,1.0,0.0
3234,14.557120229967186,58.98,79.15880590389527,76.41141999999998,0.0,0.0,0.0
5033,17.45846569992914,61.676,83.6981448417896,105.24392,3.839299272578464,1.0,0.0
4086,14.755320922073318,63.535,43.403684449109925,89.87002,3.4428347792489,1.0,0.0
6229,15.973925004513402,60.362,70.46586465455509,48.44384,0.02582776435121962,1.0,0.0
2894,16.109860031147534,56.154,79.14213305567371,35.3949903167295,0.0,0.0,0.0
1177,16.111026724868427,76.528,77.1342771342771,55.23087,0.0,1.0,0.0
5373,14.600781027400027,100.0,46.81780249895122,58.8362612103787,0.0,1.0,0.0
6699,15.76723178992432,39.606,62.255670275138904,19.72153,0.0,1.0,0.0
4848,14.674217938666574,36.735,55.6954694251141,52.746109329879296,0.0,0.0,0.0
4386,15.188846317919774,85.9,84.570665587609,115.97381,4.1401652257200565,1.0,0.0
3132,14.537924750626345,45.1,68.0549538000032,60.04373,0.0,1.0,0.0
4100,16.58285976538791,34.477,51.3611244296011,45.0685094381592,0.0,0.0,0.0
1587,13.464097460484387,64.678,79.6653618602698,72.3753,0.0,1.0,0.0
4890,16.111223894428548,46.81100000000001,68.1294971150723,14.6467745136389,0.0,1.0,0.0
3637,15.373153787178554,75.994,69.6145711091859,96.24101403110839,0.0,0.0,0.0
117,16.78465262463413,43.542,44.3931381735299,30.172690000000006,0.0,0.0,0.0
2708,16.18276806938125,64.915,45.3963374463866,86.06708,0.0,1.0,0.0
6983,17.580844929785112,24.37,63.14123112430581,70.9577507182892,4.279084488618183,1.0,0.0
3731,16.663048750877135,27.936,69.1386077975101,50.4512674171177,0.9726299063716118,1.0,0.0
7114,16.198452032507983,23.952,59.90853658536582,30.14345,3.5189069388666843,1.0,0.0
3833,15.465177905389904,11.662,44.618100064661846,24.2353697510769,0.0,0.0,0.0
3991,18.045484520868737,65.646,79.3956395743434,41.07198,0.0,0.0,0.0
1544,16.184335630045027,73.676,77.11273242278305,89.4713,0.0,1.0,0.0
1996,17.191266671029734,8.756,51.151591728704176,3.80719,0.0,0.0,0.0
1067,14.240274244788845,20.751,12.18122223527392,6.629514946798558,0.0,0.0,0.0
3683,14.55269567635097,57.527,76.8634172724814,80.13698000000002,4.0094034112991785,1.0,0.0
2655,15.137493038928252,35.435,69.0995653267806,46.6396765916931,0.0,0.0,0.0
556,15.948927724614311,40.338,62.09262873534397,36.87952160748621,2.6029248766973674,1.0,0.0
6192,14.070446531637154,10.072,50.83542915153948,85.52195,3.9409008170221327,1.0,0.0
1002,16.449524835599245,42.573,66.67798848499821,25.72873,0.019901755511640033,1.0,0.0
1176,16.09332661544779,75.883,77.5218427323272,51.68048,0.0,1.0,0.0
2700,16.176239739971958,62.65,56.72189049136181,74.93469,0.0,1.0,0.0
1012,16.713505077538635,48.541,67.80813533136491,26.63291,2.5966645522277254,1.0,0.0
2244,13.549717823002672,34.049,66.12865588052276,17.30782,0.0,1.0,0.0
5857,15.95474861396828,83.1,85.97517571407202,89.77620999999998,1.6298035758527236,1.0,0.0
7219,18.280642513413145,30.392,60.8324203782693,70.3165044502495,4.838605012162251,1.0,0.0
1471,14.862177058715467,47.26300000000001,79.19251386249609,41.6811,0.0,0.0,0.0
5154,16.939205478671695,53.922,63.269259844018094,76.29013,0.011950240669943154,1.0,0.0
3157,14.776871400323214,52.25100000000001,79.18761508290768,86.62771,3.879431077072085,1.0,0.0
1346,13.357808552520554,27.851,47.00136847206789,17.9683607777885,2.3809481115407136,0.0,0.0
953,16.221609452488785,17.683,48.28155519263451,-0.633709400159958,0.1891864836037802,0.0,0.0
788,15.990737507418823,59.428,49.66279491965489,93.8966,0.0,0.0,0.0
2647,14.889895384176246,30.93,60.90634592265489,32.783823185380605,0.0,0.0,0.0
4732,18.400462342634142,29.588,65.30271886012771,19.28398,0.0,1.0,0.0
1191,16.327684065105235,82.755,72.7337664249043,76.84746,0.0,1.0,0.0
7088,15.763272847890113,13.0,60.12496701527461,37.040602757205,3.5616785837835803,1.0,0.0
6911,14.398410301293,57.706,71.71897689668845,34.7807605327994,4.4567137637877945,1.0,0.0
203,17.18242938585991,83.759,80.6612515730466,59.04556,0.0,1.0,0.0
6095,13.78194033070494,25.71,62.286883382586915,54.67843000000001,1.2974672670119372,0.0,0.0
3281,16.567513846594945,54.111,63.660569579547996,92.59589,4.572391313009702,0.0,0.0
1005,16.53072893949743,44.348,66.1692898609449,24.56886,0.032559391427244136,1.0,0.0
5834,15.870633407761677,77.914,82.3662934355262,63.5982532060753,0.0,1.0,0.0
1424,17.27311867587699,29.35,51.625426949590924,23.87496,0.0,1.0,0.0
435,18.735537314858924,24.756,66.7218289856799,50.11424,0.5792142326721168,1.0,0.0
5794,13.186771890091169,15.037,57.9787234042553,29.2147,0.0,0.0,0.0
4030,15.107382145418516,45.803,65.5123377549565,81.59142,1.4780331538544442,0.0,0.0
817,15.856603605996778,70.932,77.98513757838191,91.37036,4.693840388697231,1.0,0.0
6478,19.220819609090476,73.682,82.3525537656918,84.99108000000003,0.0,1.0,0.0
2841,17.088643064048814,38.557,51.8167227998543,12.839327127138699,0.0,0.0,0.0
658,16.10136629233044,65.55,62.57996614622431,78.9028,3.955772213845026,1.0,0.0
1329,12.930694268049864,27.869,54.52301906748538,15.5600900304039,0.0,0.0,0.0
4937,17.159375745981762,75.803,69.5928592623921,89.2384,4.0149995377781895,1.0,0.0
