d3mIndex,log(wdi.pop),log1p(age),postcoldwar,ios.iccpr1,nld.any.1,pitfdem,I(pitfdem * nld.any.1),I(postcoldwar * nld.any.1),as.factor(fiw.cl),log1p(pol.durable),log1p(cou.tries5),nvc.start.1
1197,16.500791700259757,5.187385805840755,1,1.0,1.0,1,1.0,1.0,2.0,2.079441541679836,0.0,0.0
896,15.607887170053825,3.4657359027997265,1,0.0,0.0,0,0.0,0.0,7.0,0.0,1.3862943611198906,0.0
18,16.351941250515367,4.158883083359672,0,0.0,0.0,0,0.0,0.0,7.0,0.0,1.6094379124341005,0.0
7035,15.865240035658585,4.158883083359672,1,0.0,0.0,1,0.0,0.0,2.0,4.158883083359672,0.0,0.0
5293,16.4013016708163,3.9889840465642745,0,0.0,0.0,0,0.0,0.0,7.0,4.0943445622220995,0.0,0.0
1994,17.059708533807335,7.633853559681767,0,0.0,0.0,0,0.0,0.0,,3.0445224377234235,0.0,0.0
5868,13.633733253038399,3.0910424533583165,0,0.0,0.0,0,0.0,0.0,5.0,2.8332133440562166,0.0,0.0
1303,17.53434446419536,5.214935757608987,1,1.0,0.0,1,0.0,0.0,4.0,3.828641396489095,0.0,0.0
474,16.100985910585315,4.997212273764115,0,0.0,1.0,1,1.0,0.0,1.0,3.5263605246161616,0.0,0.0
1789,16.058030416405654,5.062595033026967,0,1.0,1.0,1,1.0,0.0,3.0,2.19722457733622,0.0,0.0
5111,16.169006232120505,6.761572768804054,1,1.0,0.0,1,0.0,0.0,1.0,3.4339872044851463,0.0,0.0
3403,15.433571187689259,2.5649493574615367,1,1.0,0.0,0,0.0,0.0,5.0,2.5649493574615367,0.6931471805599453,0.0
2133,17.736109306368046,7.024649030453637,0,0.0,1.0,1,1.0,0.0,,2.19722457733622,0.0,0.0
567,12.617380650621595,4.465908118654584,0,0.0,0.0,0,0.0,0.0,,4.174387269895637,0.0,0.0
5274,15.423472381515007,3.555348061489413,0,0.0,0.0,0,0.0,0.0,,3.7135720667043084,0.0,0.0
6730,18.259599603869244,3.49650756146648,1,0.0,0.0,0,0.0,0.0,5.0,4.007333185232471,0.0,0.0
1149,15.85988383313854,3.6635616461296463,1,1.0,0.0,0,0.0,0.0,4.0,1.9459101490553128,0.0,0.0
2831,19.200673365652012,4.007333185232471,1,0.0,1.0,1,1.0,1.0,4.0,1.6094379124341005,0.0,0.0
5999,15.6684908633945,3.218875824868201,0,0.0,1.0,0,0.0,0.0,,2.079441541679836,1.3862943611198906,0.0
3706,14.557713581683574,2.9444389791664403,1,1.0,0.0,1,0.0,0.0,3.0,2.079441541679836,0.0,0.0
3200,18.540869771775785,7.183111701743281,0,0.0,1.0,1,1.0,0.0,1.0,3.218875824868201,0.0,0.0
4946,16.916204422616268,4.727387818712341,1,1.0,1.0,1,1.0,1.0,5.0,2.4849066497880004,0.0,0.0
6294,15.992010749982553,3.6635616461296463,1,0.0,0.0,0,0.0,0.0,5.0,2.079441541679836,0.0,0.0
3731,16.08911390818593,3.218875824868201,0,1.0,0.0,0,0.0,0.0,6.0,2.302585092994046,0.0,0.0
4398,15.009190572804778,4.418840607796597,0,1.0,1.0,1,1.0,0.0,1.0,4.727387818712341,0.0,0.0
1596,13.63777765716696,3.555348061489413,1,1.0,0.0,1,0.0,0.0,1.0,3.0445224377234235,0.0,0.0
3276,15.432519735894694,4.043051267834549,1,0.0,1.0,0,0.0,1.0,5.0,2.6390573296152593,0.0,0.0
6632,16.903913166359573,1.0986122886681096,1,0.0,1.0,0,0.0,1.0,7.0,1.0986122886681096,0.0,0.0
1493,15.341876378771286,5.2417470150596435,1,1.0,1.0,1,1.0,1.0,1.0,4.51085950651685,0.0,0.0
4716,14.5618410956174,5.843544417031361,1,0.0,0.0,0,0.0,0.0,6.0,3.6375861597263857,0.0,0.0
7123,17.04248926562965,3.6375861597263857,1,0.0,0.0,1,0.0,0.0,3.0,2.9444389791664403,0.0,0.0
5958,15.655165346663196,6.53524127101366,0,0.0,0.0,1,0.0,0.0,1.0,4.8828019225863715,0.0,0.0
6691,17.047643004254418,5.153291594497778,1,1.0,0.0,1,0.0,0.0,4.0,3.5263605246161616,0.6931471805599453,0.0
2183,13.223290479993588,2.079441541679836,0,0.0,0.0,0,0.0,0.0,,2.079441541679836,0.6931471805599453,0.0
2115,15.455186265373142,4.394449154672439,1,1.0,1.0,1,1.0,1.0,1.0,4.007333185232471,0.0,0.0
1430,17.57955780278294,3.610917912644224,1,1.0,0.0,0,0.0,0.0,6.0,0.0,0.0,0.0
6145,17.94816803359361,6.478509642208568,1,0.0,1.0,1,1.0,1.0,3.0,2.19722457733622,0.0,0.0
669,15.17130138071995,2.6390573296152593,1,1.0,1.0,0,0.0,1.0,3.0,0.0,0.0,0.0
2481,15.357448127393589,3.218875824868201,0,0.0,0.0,0,0.0,0.0,7.0,3.218875824868201,0.0,0.0
3053,17.83082996823848,4.74493212836325,0,0.0,1.0,1,1.0,0.0,2.0,3.332204510175204,0.0,0.0
2902,16.241401540873373,3.7612001156935615,0,0.0,0.0,0,0.0,0.0,7.0,3.9318256327243257,0.6931471805599453,0.0
6071,16.618373421190018,2.772588722239781,0,0.0,0.0,0,0.0,0.0,6.0,2.772588722239781,0.0,0.0
829,15.595616892391059,2.6390573296152593,0,0.0,0.0,0,0.0,0.0,4.0,1.3862943611198906,0.0,0.0
3326,16.901855175570063,3.258096538021482,0,0.0,0.0,0,0.0,0.0,6.0,2.9957322735539913,0.0,0.0
453,16.07769023632328,2.772588722239781,1,1.0,0.0,0,0.0,0.0,6.0,2.3978952727983707,0.0,0.0
5932,16.008083109164538,6.175867270105761,1,1.0,0.0,1,0.0,0.0,1.0,4.465908118654584,0.0,0.0
6214,13.713779005203724,1.0986122886681096,0,0.0,0.0,1,0.0,0.0,,1.0986122886681096,0.0,0.0
1521,15.945322205524256,4.61512051684126,0,0.0,0.0,0,0.0,0.0,,2.079441541679836,0.0,0.0
5143,13.294117629722695,3.4011973816621555,1,0.0,0.0,0,0.0,0.0,6.0,3.4011973816621555,0.6931471805599453,0.0
2932,17.099182470796865,4.290459441148391,1,0.0,1.0,0,0.0,1.0,5.0,0.0,0.0,0.0
6218,13.744514968089245,1.9459101490553128,0,0.0,0.0,1,0.0,0.0,,1.9459101490553128,0.0,0.0
6227,13.854497589970087,2.772588722239781,0,0.0,0.0,1,0.0,0.0,2.0,2.772588722239781,0.0,0.0
1367,14.48966603234262,3.1780538303479458,0,1.0,1.0,0,0.0,0.0,6.0,3.0445224377234235,0.0,0.0
7225,17.660168587592565,6.253828811575472,1,1.0,0.0,1,0.0,0.0,1.0,3.5263605246161616,0.0,0.0
6453,13.960273020351586,2.4849066497880004,0,0.0,0.0,0,0.0,0.0,5.0,2.4849066497880004,0.0,0.0
5518,12.902521868343015,3.0910424533583165,1,0.0,0.0,1,0.0,0.0,2.0,3.0910424533583165,0.0,0.0
4725,14.686436073832374,5.869296913133774,1,0.0,0.0,0,0.0,0.0,5.0,3.8501476017100575,0.0,0.0
2921,16.766451877337552,4.127134385045092,1,0.0,0.0,0,0.0,0.0,7.0,4.248495242049359,1.3862943611198906,0.0
2139,17.781582371861607,7.029972911706387,0,0.0,1.0,1,1.0,0.0,2.0,1.3862943611198906,0.0,0.0
598,13.302106613183485,4.770684624465665,1,0.0,0.0,0,0.0,0.0,5.0,4.564348191467836,0.0,0.0
3526,15.247277204222918,4.189654742026425,1,0.0,1.0,1,1.0,1.0,4.0,1.3862943611198906,0.0,0.0
2590,15.208302762301265,5.068904202220232,0,0.0,0.0,0,0.0,0.0,,1.6094379124341005,0.6931471805599453,0.0
3647,15.164785840553773,3.58351893845611,0,0.0,0.0,0,0.0,0.0,6.0,3.58351893845611,0.0,0.0
2899,16.143364097724366,3.688879454113936,0,0.0,0.0,0,0.0,0.0,,3.8712010109078903,1.0986122886681096,0.0
5199,16.869217356693188,4.867534450455582,1,1.0,1.0,1,1.0,1.0,2.0,2.3978952727983707,0.0,0.0
2755,20.295455637948894,3.4339872044851463,0,0.0,0.0,1,0.0,0.0,2.0,3.332204510175204,0.0,0.0
1393,15.20059068219684,3.912023005428147,1,1.0,0.0,0,0.0,0.0,5.0,2.5649493574615367,0.0,0.0
6081,16.93024809772427,3.258096538021482,0,0.0,0.0,0,0.0,0.0,6.0,3.258096538021482,0.0,0.0
3213,18.628637558338152,7.1929342212158,0,0.0,1.0,1,1.0,0.0,1.0,3.6375861597263857,0.0,0.0
866,14.89762178317135,0.6931471805599453,0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0
2525,13.855420456651563,2.8903717578961645,1,0.0,0.0,0,0.0,0.0,5.0,2.8903717578961645,0.0,0.0
5761,16.402070861478773,1.0986122886681096,0,0.0,0.0,1,0.0,0.0,3.0,3.2958368660043287,0.0,0.0
6740,16.622756410941307,2.19722457733622,1,0.0,1.0,0,0.0,1.0,6.0,1.791759469228055,0.0,0.0
5191,16.929352213917756,4.804021044733257,1,1.0,0.0,1,0.0,0.0,2.0,1.0986122886681096,0.0,0.0
3517,14.965039636817787,4.043051267834549,1,0.0,1.0,0,0.0,1.0,5.0,0.0,0.0,0.0
5724,17.385908373080326,6.182084906716633,0,0.0,0.0,0,0.0,0.0,5.0,0.0,0.0,0.0
1194,16.451590459436275,5.170483995038151,1,1.0,0.0,1,0.0,0.0,2.0,1.6094379124341005,0.0,0.0
6095,17.342474194789347,3.688879454113936,1,0.0,0.0,0,0.0,0.0,4.0,1.791759469228055,0.0,0.0
3895,16.264179826701728,3.80666248977032,1,1.0,0.0,1,0.0,0.0,2.0,2.5649493574615367,0.0,0.0
710,14.421247372858286,3.6375861597263857,1,0.0,1.0,1,1.0,1.0,2.0,3.6375861597263857,0.0,0.0
5902,15.91184756405786,6.1114673395026795,0,1.0,0.0,1,0.0,0.0,1.0,4.043051267834549,0.0,0.0
1556,16.23551648769526,4.9126548857360515,1,0.0,0.0,0,0.0,0.0,7.0,3.7612001156935615,0.0,0.0
1431,17.601480356448953,3.6375861597263857,1,1.0,0.0,0,0.0,0.0,6.0,0.0,0.0,0.0
6212,15.631060932553895,3.912023005428147,1,1.0,1.0,0,0.0,1.0,4.0,2.8332133440562166,0.6931471805599453,0.0
1390,15.10932031856817,3.8501476017100575,1,1.0,1.0,0,0.0,1.0,5.0,2.302585092994046,0.0,0.0
3305,16.133426431691138,1.6094379124341005,0,0.0,0.0,0,0.0,0.0,,1.6094379124341005,0.0,0.0
1223,20.574800630806585,7.6934816408351745,0,0.0,0.0,0,0.0,0.0,7.0,3.1780538303479458,0.0,0.0
64,14.757962482074218,4.204692619390967,0,0.0,0.0,0,0.0,0.0,7.0,3.4657359027997265,0.0,0.0
5365,16.292466853944394,3.8712010109078903,1,1.0,0.0,1,0.0,0.0,3.0,2.079441541679836,0.0,0.0
5098,16.114556896947654,6.746412128573375,1,1.0,0.0,1,0.0,0.0,1.0,2.8903717578961645,0.0,0.0
1395,16.565196182663588,0.6931471805599453,0,0.0,0.0,0,0.0,0.0,,0.0,0.6931471805599453,0.0
5488,14.504679837154994,2.3978952727983707,1,1.0,1.0,1,1.0,1.0,2.0,2.3978952727983707,0.0,0.0
7279,16.00437764187465,3.7135720667043084,1,0.0,0.0,0,0.0,0.0,6.0,3.7135720667043084,0.0,0.0
7154,14.846118058259066,5.8888779583328805,1,0.0,0.0,0,0.0,0.0,5.0,3.9889840465642745,0.0,0.0
1272,16.901091990692542,5.030437921392434,0,1.0,0.0,1,0.0,0.0,,2.7080502011022096,0.0,0.0
3539,14.03155617846163,2.5649493574615367,0,0.0,0.0,0,0.0,0.0,5.0,2.19722457733622,0.6931471805599453,0.0
2972,15.093770275575867,4.290459441148391,1,1.0,0.0,1,0.0,0.0,2.0,4.304065093204168,0.0,0.0
1619,16.14328209281446,2.079441541679836,1,1.0,0.0,1,0.0,0.0,2.0,2.079441541679836,0.0,0.0
3913,14.041714222352848,2.6390573296152593,0,0.0,0.0,0,0.0,0.0,6.0,2.4849066497880004,0.0,0.0
4292,16.55099478128906,5.375278407684165,0,0.0,0.0,0,0.0,0.0,4.0,1.0986122886681096,0.0,0.0
2915,16.606790935206835,4.02535169073515,0,0.0,0.0,0,0.0,0.0,7.0,4.158883083359672,0.6931471805599453,0.0
2608,15.554561872713,5.17614973257383,0,0.0,0.0,0,0.0,0.0,6.0,3.1354942159291497,0.0,0.0
5679,18.613249617197873,3.688879454113936,0,0.0,0.0,0,0.0,0.0,,3.688879454113936,0.0,0.0
3858,15.519996434008856,2.079441541679836,0,0.0,0.0,0,0.0,0.0,,2.079441541679836,0.0,0.0
6974,15.495099710717025,4.532599493153255,1,1.0,0.0,1,0.0,0.0,1.0,4.204692619390967,0.0,0.0
2584,13.548110736333012,3.7135720667043084,1,1.0,0.0,1,0.0,0.0,3.0,2.7080502011022096,0.0,0.0
5422,14.563571969401613,1.9459101490553128,0,0.0,1.0,0,0.0,0.0,,1.9459101490553128,0.0,0.0
4381,14.881565219072211,4.189654742026425,0,0.0,0.0,1,0.0,0.0,1.0,4.564348191467836,0.0,0.0
5634,17.197714398931392,2.9444389791664403,0,0.0,1.0,1,1.0,0.0,,1.3862943611198906,0.0,0.0
491,16.129589641241118,5.105945473900579,1,1.0,1.0,1,1.0,1.0,1.0,3.9318256327243257,0.0,0.0
2240,13.279632048383975,2.7080502011022096,0,0.0,0.0,1,0.0,0.0,2.0,2.7080502011022096,0.0,0.0
4002,17.78557863514615,5.010635294096256,0,0.0,0.0,0,0.0,0.0,,3.7135720667043084,0.0,0.0
5525,13.083092262980927,3.3672958299864737,1,0.0,0.0,1,0.0,0.0,3.0,1.0986122886681096,0.0,0.0
2604,15.472120182723751,5.153291594497778,0,0.0,0.0,0,0.0,0.0,6.0,2.9444389791664403,0.0,0.0
463,16.069725133724795,4.919980925828125,0,0.0,0.0,1,0.0,0.0,,3.1354942159291497,0.0,0.0
6925,18.000686999476272,3.970291913552122,1,1.0,1.0,1,1.0,1.0,6.0,1.9459101490553128,0.6931471805599453,0.0
4055,15.09510656447431,2.7080502011022096,1,0.0,0.0,1,0.0,0.0,4.0,2.7080502011022096,0.0,0.0
1767,15.466620023941147,4.9126548857360515,0,0.0,0.0,0,0.0,0.0,,1.6094379124341005,0.6931471805599453,0.0
2847,17.142376773335982,6.150602768446278,0,0.0,0.0,0,0.0,0.0,,2.7080502011022096,0.0,0.0
6412,16.91038778553188,3.58351893845611,1,1.0,0.0,0,0.0,0.0,4.0,1.6094379124341005,0.0,0.0
6899,17.342026188197995,4.969813299576002,1,1.0,0.0,1,0.0,0.0,1.0,4.812184355372417,0.0,0.0
6031,16.64841067649991,4.043051267834549,1,0.0,1.0,0,0.0,1.0,7.0,3.688879454113936,0.0,0.0
5766,16.48772630605727,2.079441541679836,0,0.0,0.0,1,0.0,0.0,3.0,3.4657359027997265,0.0,0.0
2201,13.624380318388924,3.258096538021482,0,0.0,1.0,0,0.0,0.0,6.0,3.258096538021482,0.0,0.0
6995,16.227259783684545,5.187385805840755,1,1.0,0.0,1,0.0,0.0,2.0,3.58351893845611,0.0,0.0
5928,15.996817338934216,6.1675164908883415,1,1.0,0.0,1,0.0,0.0,1.0,4.418840607796597,0.0,0.0
3891,16.143819633942375,3.7135720667043084,1,0.0,0.0,1,0.0,0.0,3.0,2.19722457733622,0.0,0.0
1989,16.93660304328823,7.631431664576906,0,0.0,0.0,0,0.0,0.0,,2.772588722239781,0.6931471805599453,0.0
7027,18.151813137523575,6.238324625039509,1,0.0,1.0,0,0.0,1.0,6.0,2.19722457733622,0.0,0.0
1203,16.576755304929474,5.220355825078325,1,1.0,0.0,1,0.0,0.0,1.0,2.6390573296152593,0.0,0.0
1418,17.191168876397768,3.218875824868201,0,1.0,0.0,0,0.0,0.0,7.0,2.9444389791664403,0.0,0.0
3119,16.376683177135074,3.49650756146648,1,0.0,0.0,0,0.0,0.0,4.0,3.49650756146648,0.6931471805599453,0.0
5644,17.394812924719062,3.3672958299864737,0,0.0,0.0,0,0.0,0.0,6.0,1.6094379124341005,0.0,0.0
4569,16.289669743439298,2.7080502011022096,0,0.0,0.0,0,0.0,0.0,,2.7080502011022096,0.0,0.0
6298,16.04909920803642,3.7612001156935615,1,0.0,1.0,0,0.0,1.0,5.0,2.4849066497880004,0.0,0.0
1519,15.908658363192437,4.59511985013459,0,0.0,0.0,0,0.0,0.0,,1.791759469228055,0.0,0.0
2132,17.726442388277327,7.023758954738443,0,0.0,0.0,1,0.0,0.0,,2.079441541679836,0.0,0.0
4901,15.407130875620876,5.225746673713202,1,1.0,0.0,1,0.0,0.0,3.0,1.6094379124341005,0.6931471805599453,0.0
2177,13.129859213299255,0.6931471805599453,0,0.0,0.0,0,0.0,0.0,,0.6931471805599453,0.0,0.0
1569,13.290085546541665,2.079441541679836,0,0.0,1.0,0,0.0,0.0,,0.0,0.0,0.0
218,17.43378944715874,5.225746673713202,1,1.0,0.0,1,0.0,0.0,3.0,2.9444389791664403,0.0,0.0
3552,14.302801398596602,3.258096538021482,1,0.0,0.0,0,0.0,0.0,4.0,3.0910424533583165,0.6931471805599453,0.0
4284,16.370488519735392,5.337538079701318,0,0.0,0.0,0,0.0,0.0,5.0,2.772588722239781,0.0,0.0
7002,16.227983602294728,3.9889840465642745,1,1.0,0.0,1,0.0,0.0,5.0,0.6931471805599453,1.0986122886681096,0.0
4948,16.954552170089027,4.74493212836325,1,1.0,0.0,1,0.0,0.0,5.0,0.0,0.6931471805599453,0.0
5738,17.47371101239973,6.210600077024652,0,1.0,0.0,1,0.0,0.0,1.0,2.4849066497880004,0.0,0.0
