d3mIndex,log(wdi.pop),log1p(age),postcoldwar,ios.iccpr1,nld.any.1,pitfdem,I(pitfdem * nld.any.1),I(postcoldwar * nld.any.1),as.factor(fiw.cl),log1p(pol.durable),log1p(cou.tries5),nvc.start.1
52,14.46500517923262,4.007333185232471,0,0.0,0.0,0,0.0,0.0,,2.9957322735539913,0.0,0.0
53,14.491307082687573,4.02535169073515,0,0.0,0.0,0,0.0,0.0,,3.0445224377234235,0.0,0.0
54,14.519732189792464,4.043051267834549,0,0.0,0.0,0,0.0,0.0,,3.0910424533583165,0.0,0.0
55,14.548693023669788,4.060443010546419,0,0.0,1.0,0,0.0,0.0,,3.1354942159291497,0.0,0.0
56,14.57420153545272,4.07753744390572,0,0.0,0.0,0,0.0,0.0,,3.1780538303479458,0.0,0.0
57,14.59843125562351,4.0943445622220995,0,0.0,0.0,0,0.0,0.0,,3.218875824868201,0.0,0.0
58,14.623380986690538,4.110873864173311,0,0.0,0.0,0,0.0,0.0,7.0,3.258096538021482,0.0,0.0
59,14.647006508929026,4.127134385045092,0,0.0,1.0,0,0.0,0.0,7.0,3.2958368660043287,0.0,0.0
60,14.669978650685715,4.143134726391533,0,0.0,0.0,0,0.0,0.0,7.0,3.332204510175204,0.0,0.0
61,14.692990188782654,4.158883083359672,0,0.0,0.0,0,0.0,0.0,7.0,3.3672958299864737,0.0,0.0
62,14.71507254133241,4.174387269895637,0,0.0,0.0,0,0.0,0.0,7.0,3.4011973816621555,0.0,0.0
63,14.737205063120966,4.189654742026425,0,0.0,1.0,0,0.0,0.0,7.0,3.4339872044851463,0.0,0.0
64,14.757962482074218,4.204692619390967,0,0.0,0.0,0,0.0,0.0,7.0,3.4657359027997265,0.0,0.0
65,14.777857052269932,4.219507705176107,0,0.0,0.0,0,0.0,0.0,7.0,3.49650756146648,0.0,0.0
66,14.798336690883554,4.23410650459726,0,0.0,0.0,0,0.0,0.0,7.0,3.5263605246161616,0.0,0.0
67,14.818366433947642,4.248495242049359,0,0.0,1.0,0,0.0,0.0,,3.555348061489413,0.0,0.0
68,14.839499151772973,4.262679877041316,0,0.0,0.0,0,0.0,0.0,7.0,3.58351893845611,0.0,0.0
69,14.860708005108751,4.276666119016055,0,0.0,0.0,0,0.0,0.0,7.0,3.610917912644224,0.0,0.0
70,14.881747371288952,4.290459441148391,0,0.0,0.0,0,0.0,0.0,7.0,3.6375861597263857,0.0,0.0
71,14.902307317377666,4.304065093204168,0,0.0,0.0,0,0.0,0.0,7.0,3.6635616461296463,0.0,0.0
72,14.92163952548604,4.31748811353631,0,0.0,1.0,0,0.0,0.0,7.0,3.688879454113936,0.0,0.0
73,14.941609925047315,4.330733340286331,0,0.0,0.0,0,0.0,0.0,7.0,3.7135720667043084,0.0,0.0
74,14.960477030336106,4.343805421853683,0,0.0,0.0,0,0.0,0.0,7.0,3.737669618283368,0.0,0.0
75,14.987355650223508,4.356708826689592,0,0.0,0.0,0,0.0,0.0,7.0,3.7612001156935615,0.0,1.0
76,15.005346506156824,4.3694478524670215,0,0.0,1.0,1,1.0,0.0,6.0,0.0,0.0,0.0
77,14.999318409362026,4.382026634673881,1,0.0,1.0,1,1.0,1.0,4.0,0.0,0.0,0.0
78,14.993254062100007,4.394449154672439,1,0.0,0.0,1,0.0,0.0,3.0,0.0,0.0,0.0
79,14.987152404172704,4.4067192472642525,1,0.0,0.0,1,0.0,0.0,4.0,0.6931471805599453,0.0,0.0
80,14.98101359910341,4.418840607796597,1,0.0,0.0,1,0.0,0.0,4.0,1.0986122886681096,0.0,0.0
81,14.974836562519041,4.430816798843313,1,0.0,1.0,1,1.0,1.0,4.0,1.3862943611198906,0.0,0.0
82,14.968621448528864,4.442651256490317,1,0.0,1.0,0,0.0,1.0,4.0,0.0,0.0,0.0
83,14.962367147559867,4.4543472962535064,1,0.0,0.0,1,0.0,0.0,4.0,0.0,0.0,0.0
84,14.956073803634608,4.465908118654584,1,0.0,0.0,1,0.0,0.0,5.0,0.6931471805599453,0.6931471805599453,0.0
85,14.949740280894735,4.477336814478207,1,0.0,0.0,1,0.0,0.0,5.0,1.0986122886681096,0.6931471805599453,0.0
86,14.943366712555301,4.48863636973214,1,0.0,1.0,1,1.0,1.0,5.0,1.3862943611198906,0.6931471805599453,0.0
87,14.935268036340478,4.499809670330264,1,0.0,0.0,1,0.0,0.0,4.0,1.6094379124341005,0.6931471805599453,0.0
88,14.931119908019548,4.51085950651685,1,0.0,0.0,1,0.0,0.0,3.0,1.791759469228055,0.6931471805599453,0.0
89,14.925280039693375,4.5217885770490405,1,0.0,0.0,1,0.0,0.0,3.0,1.9459101490553128,0.0,0.0
90,14.918970743235981,4.532599493153255,1,0.0,1.0,1,1.0,1.0,3.0,2.079441541679836,0.0,0.0
91,14.91169456741403,4.543294782270004,1,0.0,0.0,1,0.0,0.0,3.0,2.19722457733622,0.0,0.0
92,14.903408317187171,4.553876891600541,1,0.0,0.0,1,0.0,0.0,3.0,2.302585092994046,0.0,0.0
93,14.894219414255545,4.564348191467836,1,1.0,0.0,1,0.0,0.0,3.0,2.3978952727983707,0.0,0.0
94,14.884542634161642,4.574710978503383,1,1.0,1.0,1,1.0,1.0,3.0,2.4849066497880004,0.0,0.0
95,14.874793834281624,4.584967478670572,1,1.0,0.0,1,0.0,0.0,3.0,2.5649493574615367,0.0,0.0
96,16.311717369747598,0.6931471805599453,0,0.0,1.0,0,0.0,0.0,,0.6931471805599453,0.0,0.0
97,16.336682837791308,1.0986122886681096,0,0.0,0.0,0,0.0,0.0,,1.0986122886681096,0.0,0.0
98,16.362694110858694,1.3862943611198906,0,0.0,0.0,0,0.0,0.0,,1.3862943611198906,0.6931471805599453,0.0
99,16.3898702680722,1.6094379124341005,0,0.0,0.0,0,0.0,0.0,,1.6094379124341005,0.6931471805599453,0.0
100,16.41794665570246,1.791759469228055,0,0.0,0.0,0,0.0,0.0,,1.791759469228055,1.0986122886681096,0.0
101,16.446466949116967,1.9459101490553128,0,0.0,0.0,0,0.0,0.0,,1.9459101490553128,1.0986122886681096,0.0
102,16.47484841186923,2.079441541679836,0,0.0,0.0,0,0.0,0.0,,2.079441541679836,1.0986122886681096,0.0
103,16.502735749315427,2.19722457733622,0,0.0,0.0,0,0.0,0.0,,2.19722457733622,0.6931471805599453,0.0
104,16.530086884178036,2.302585092994046,0,0.0,0.0,0,0.0,0.0,,2.302585092994046,0.6931471805599453,0.0
105,16.55711751352866,2.3978952727983707,0,0.0,0.0,0,0.0,0.0,6.0,2.3978952727983707,0.0,0.0
106,16.584065781574346,2.4849066497880004,0,0.0,0.0,0,0.0,0.0,6.0,2.4849066497880004,0.0,0.0
107,16.611246247680697,2.5649493574615367,0,0.0,0.0,0,0.0,0.0,6.0,2.5649493574615367,0.0,0.0
108,16.63888245700375,2.6390573296152593,0,0.0,1.0,0,0.0,0.0,6.0,2.6390573296152593,0.0,0.0
109,16.666879094609634,2.7080502011022096,0,0.0,1.0,0,0.0,0.0,6.0,2.7080502011022096,0.0,0.0
110,16.695188450876483,2.772588722239781,0,0.0,0.0,0,0.0,0.0,6.0,2.772588722239781,0.0,0.0
111,16.724078806514882,2.8332133440562166,0,0.0,1.0,0,0.0,0.0,6.0,2.8332133440562166,0.0,0.0
112,16.75386204589672,2.8903717578961645,0,0.0,0.0,0,0.0,0.0,6.0,2.8903717578961645,0.0,0.0
113,16.78465262463413,2.9444389791664403,0,0.0,0.0,0,0.0,0.0,6.0,2.9444389791664403,0.0,0.0
114,16.81642592604687,2.9957322735539913,0,0.0,1.0,0,0.0,0.0,,2.9957322735539913,0.0,0.0
115,16.848854943874432,3.0445224377234235,0,0.0,0.0,0,0.0,0.0,6.0,3.0445224377234235,0.0,0.0
116,16.881388012175254,3.0910424533583165,0,0.0,1.0,0,0.0,0.0,6.0,3.0910424533583165,0.0,0.0
117,16.91336986008675,3.1354942159291497,0,0.0,0.0,0,0.0,0.0,6.0,3.1354942159291497,0.0,0.0
118,16.944349502711407,3.1780538303479458,0,0.0,0.0,0,0.0,0.0,6.0,3.1780538303479458,0.0,0.0
119,16.974185448747715,3.218875824868201,0,0.0,1.0,0,0.0,0.0,6.0,3.218875824868201,0.0,0.0
120,17.002926592457396,3.258096538021482,0,0.0,1.0,0,0.0,0.0,6.0,3.258096538021482,0.0,0.0
121,17.030576373957675,3.2958368660043287,0,0.0,0.0,0,0.0,0.0,6.0,3.2958368660043287,0.0,0.0
122,17.057188272546956,3.332204510175204,0,1.0,0.0,0,0.0,0.0,4.0,0.0,0.0,0.0
123,17.082784393929465,3.3672958299864737,0,1.0,1.0,0,0.0,0.0,4.0,0.6931471805599453,0.0,0.0
124,17.107401240611456,3.4011973816621555,1,1.0,0.0,0,0.0,0.0,4.0,1.0986122886681096,0.0,0.0
125,17.130973964593228,3.4339872044851463,1,1.0,0.0,0,0.0,0.0,6.0,0.0,0.0,0.0
126,17.153326437772712,3.4657359027997265,1,1.0,0.0,0,0.0,0.0,6.0,0.6931471805599453,0.0,0.0
127,17.174243938027885,3.49650756146648,1,1.0,1.0,0,0.0,1.0,7.0,1.0986122886681096,0.0,0.0
128,17.193625682217863,3.5263605246161616,1,1.0,0.0,0,0.0,0.0,6.0,0.0,0.0,0.0
129,17.2115348489022,3.555348061489413,1,1.0,1.0,0,0.0,1.0,6.0,0.6931471805599453,0.0,0.0
130,17.228157673865105,3.58351893845611,1,1.0,0.0,0,0.0,0.0,6.0,1.0986122886681096,0.0,0.0
131,17.243688501968187,3.610917912644224,1,1.0,1.0,0,0.0,1.0,5.0,1.3862943611198906,0.0,0.0
132,17.258371020334508,3.6375861597263857,1,1.0,0.0,0,0.0,0.0,5.0,1.6094379124341005,0.0,0.0
133,17.272440583836037,3.6635616461296463,1,1.0,0.0,0,0.0,0.0,5.0,1.791759469228055,0.0,0.0
134,17.285929167260353,3.688879454113936,1,1.0,1.0,0,0.0,1.0,5.0,1.9459101490553128,0.0,0.0
135,17.298993576207117,3.7135720667043084,1,1.0,0.0,0,0.0,0.0,5.0,2.079441541679836,0.0,0.0
136,17.312122417021875,3.737669618283368,1,1.0,1.0,0,0.0,1.0,5.0,2.19722457733622,0.0,0.0
137,17.325901449965514,3.7612001156935615,1,1.0,0.0,0,0.0,0.0,5.0,0.0,0.0,0.0
138,17.34072050915992,3.7841896339182615,1,1.0,0.0,0,0.0,0.0,5.0,0.6931471805599453,0.0,0.0
139,17.356678961592202,3.80666248977032,1,1.0,1.0,0,0.0,1.0,5.0,1.0986122886681096,0.0,0.0
140,17.37362743987304,3.828641396489095,1,1.0,0.0,0,0.0,0.0,5.0,1.3862943611198906,0.0,0.0
141,17.391371834558676,3.8501476017100575,1,1.0,1.0,0,0.0,1.0,5.0,1.6094379124341005,0.0,0.0
142,17.409620491091562,3.8712010109078903,1,1.0,0.0,0,0.0,0.0,5.0,1.791759469228055,0.0,0.0
143,15.73371661088968,0.6931471805599453,0,0.0,0.0,0,0.0,0.0,6.0,0.6931471805599453,0.0,0.0
144,15.75992673445526,1.0986122886681096,0,0.0,0.0,0,0.0,0.0,7.0,1.0986122886681096,0.6931471805599453,0.0
145,15.787428691063292,1.3862943611198906,0,0.0,0.0,0,0.0,0.0,7.0,1.3862943611198906,0.6931471805599453,0.0
146,15.816882984821026,1.6094379124341005,0,0.0,0.0,0,0.0,0.0,7.0,1.6094379124341005,0.6931471805599453,0.0
147,15.848533876447238,1.791759469228055,0,0.0,0.0,0,0.0,0.0,7.0,1.791759469228055,0.6931471805599453,0.0
148,15.882609998286885,1.9459101490553128,0,0.0,0.0,0,0.0,0.0,,1.9459101490553128,0.6931471805599453,0.0
149,15.918435811076135,2.079441541679836,0,0.0,0.0,0,0.0,0.0,7.0,2.079441541679836,0.0,0.0
150,15.954383539313525,2.19722457733622,0,0.0,0.0,0,0.0,0.0,7.0,2.19722457733622,0.0,0.0
151,15.98852816310107,2.302585092994046,0,0.0,0.0,0,0.0,0.0,7.0,2.302585092994046,0.0,0.0
152,16.019782025322698,2.3978952727983707,0,0.0,0.0,0,0.0,0.0,7.0,2.3978952727983707,0.0,0.0
153,16.04774593079697,2.4849066497880004,0,0.0,0.0,0,0.0,0.0,7.0,2.4849066497880004,0.0,0.0
154,16.073205183079473,2.5649493574615367,0,0.0,0.0,0,0.0,0.0,7.0,2.5649493574615367,0.0,0.0
155,16.09769445455539,2.6390573296152593,0,0.0,0.0,0,0.0,0.0,7.0,2.6390573296152593,0.0,0.0
156,16.123195922433506,2.7080502011022096,0,0.0,0.0,0,0.0,0.0,7.0,2.7080502011022096,0.0,0.0
157,16.150934891915053,2.772588722239781,0,0.0,0.0,0,0.0,0.0,7.0,2.772588722239781,0.0,0.0
158,16.181326473680908,2.8332133440562166,1,0.0,1.0,0,0.0,1.0,4.0,0.0,0.0,0.0
159,16.213656526608542,2.8903717578961645,1,1.0,0.0,0,0.0,0.0,6.0,0.0,0.0,0.0
160,16.24667846956256,2.9444389791664403,1,1.0,0.0,0,0.0,0.0,7.0,0.0,0.0,0.0
161,16.27880466354419,2.9957322735539913,1,1.0,0.0,0,0.0,0.0,7.0,0.0,0.0,0.0
162,16.30912518304284,3.0445224377234235,1,1.0,0.0,0,0.0,0.0,6.0,0.0,0.0,0.0
163,16.33738739357275,3.0910424533583165,1,1.0,0.0,0,0.0,0.0,6.0,0.0,0.0,0.0
164,16.364282689949945,3.1354942159291497,1,1.0,0.0,0,0.0,0.0,6.0,0.0,0.0,0.0
165,16.390984491117514,3.1780538303479458,1,1.0,0.0,0,0.0,0.0,6.0,0.6931471805599453,0.0,0.0
166,16.418986304751847,3.218875824868201,1,1.0,0.0,0,0.0,0.0,6.0,1.0986122886681096,0.0,0.0
167,16.449191316835005,3.258096538021482,1,1.0,0.0,0,0.0,0.0,6.0,1.3862943611198906,0.0,0.0
168,16.481716228045038,3.2958368660043287,1,1.0,0.0,0,0.0,0.0,6.0,1.6094379124341005,0.0,0.0
169,16.515970290879128,3.332204510175204,1,1.0,0.0,0,0.0,0.0,5.0,1.791759469228055,0.0,0.0
170,16.551245638325792,3.3672958299864737,1,1.0,0.0,0,0.0,0.0,5.0,1.9459101490553128,0.0,0.0
171,16.586642907708278,3.4011973816621555,1,1.0,0.0,0,0.0,0.0,5.0,2.079441541679836,0.0,0.0
172,16.621556783304758,3.4339872044851463,1,1.0,0.0,0,0.0,0.0,5.0,2.19722457733622,0.0,0.0
173,16.6558986313956,3.4657359027997265,1,1.0,0.0,0,0.0,0.0,5.0,2.302585092994046,0.0,0.0
174,16.68979945498032,3.49650756146648,1,1.0,1.0,0,0.0,1.0,5.0,2.3978952727983707,0.0,0.0
175,16.723200432298743,3.5263605246161616,1,1.0,0.0,0,0.0,0.0,5.0,2.4849066497880004,0.0,0.0
176,16.756081539748845,3.555348061489413,1,1.0,0.0,0,0.0,0.0,5.0,2.5649493574615367,0.0,0.0
177,16.841965907186697,4.976733742420574,0,0.0,0.0,0,0.0,0.0,,1.3862943611198906,1.0986122886681096,0.0
178,16.85809020492939,4.9836066217083355,0,0.0,1.0,0,0.0,0.0,,1.6094379124341005,1.0986122886681096,0.0
179,16.873996479466964,4.990432586778736,0,0.0,1.0,0,0.0,0.0,,1.791759469228055,1.3862943611198906,0.0
180,16.889631279350482,4.997212273764115,0,0.0,0.0,0,0.0,0.0,,1.9459101490553128,1.6094379124341005,0.0
181,16.904913121984233,5.003946305945459,0,0.0,1.0,0,0.0,0.0,,2.079441541679836,1.6094379124341005,0.0
182,16.91981993341143,5.010635294096256,0,0.0,0.0,0,0.0,0.0,,2.19722457733622,1.3862943611198906,0.0
183,16.934295823197647,5.017279836814924,0,0.0,0.0,0,0.0,0.0,,0.0,1.3862943611198906,0.0
184,16.948457052945948,5.0238805208462765,0,0.0,0.0,0,0.0,0.0,,0.6931471805599453,1.0986122886681096,0.0
185,16.962645539125973,5.030437921392434,0,0.0,0.0,0,0.0,0.0,,1.0986122886681096,0.6931471805599453,0.0
186,16.977294202093187,5.0369526024136295,0,0.0,0.0,0,0.0,0.0,,1.3862943611198906,0.6931471805599453,0.0
187,16.992669488008367,5.043425116919247,0,0.0,0.0,0,0.0,0.0,,1.6094379124341005,1.0986122886681096,0.0
188,17.008890507713122,5.049856007249537,0,0.0,0.0,0,0.0,0.0,,1.791759469228055,1.3862943611198906,0.0
189,17.025782676872872,5.056245805348309,0,0.0,1.0,0,0.0,0.0,3.0,1.9459101490553128,1.3862943611198906,0.0
190,17.04296262153844,5.062595033026967,0,0.0,0.0,1,0.0,0.0,2.0,0.0,1.3862943611198906,0.0
191,17.05991895475334,5.068904202220232,0,0.0,0.0,1,0.0,0.0,4.0,0.6931471805599453,1.3862943611198906,0.0
192,17.076312778477238,5.0751738152338275,0,0.0,0.0,1,0.0,0.0,4.0,1.0986122886681096,1.0986122886681096,0.0
193,17.092045104830756,5.081404364984463,0,0.0,0.0,0,0.0,0.0,5.0,0.0,0.6931471805599453,1.0
194,17.107256251709696,5.087596335232384,0,0.0,0.0,0,0.0,0.0,6.0,0.6931471805599453,0.6931471805599453,0.0
195,17.122144224481357,5.093750200806762,0,0.0,0.0,0,0.0,0.0,5.0,1.0986122886681096,0.6931471805599453,0.0
196,17.13699394458764,5.0998664278242,0,0.0,0.0,0,0.0,0.0,5.0,1.3862943611198906,0.6931471805599453,0.0
197,17.1519964257487,5.105945473900579,0,0.0,0.0,0,0.0,0.0,5.0,1.6094379124341005,0.6931471805599453,0.0
198,17.167171802288188,5.111987788356544,0,0.0,0.0,0,0.0,0.0,,1.791759469228055,0.0,0.0
199,17.18242938585991,5.1179938124167546,0,0.0,1.0,0,0.0,0.0,5.0,1.9459101490553128,0.0,0.0
200,17.197708725507436,5.123963979403259,0,0.0,0.0,1,0.0,0.0,3.0,0.0,0.0,0.0
201,17.212919572817913,5.1298987149230735,0,0.0,1.0,1,1.0,0.0,2.0,0.6931471805599453,0.0,0.0
202,17.227991341940918,5.135798437050261,0,0.0,0.0,1,0.0,0.0,2.0,1.0986122886681096,0.0,0.0
203,17.24291098816965,5.14166355650266,0,1.0,1.0,1,1.0,0.0,1.0,1.3862943611198906,0.0,1.0
204,17.257676291435935,5.147494476813453,0,1.0,0.0,1,0.0,0.0,1.0,1.6094379124341005,0.0,0.0
205,17.272241884731223,5.153291594497778,0,1.0,1.0,1,1.0,0.0,1.0,1.791759469228055,0.0,0.0
206,17.28655755067388,5.159055299214528,0,1.0,0.0,1,0.0,0.0,2.0,1.9459101490553128,0.0,0.0
207,17.300585561530713,5.1647859739235145,0,1.0,1.0,1,1.0,0.0,3.0,2.079441541679836,0.6931471805599453,0.0
208,17.314294133405387,5.170483995038151,1,1.0,0.0,1,0.0,0.0,3.0,2.19722457733622,0.6931471805599453,0.0
209,17.327676789138476,5.17614973257383,1,1.0,1.0,1,1.0,1.0,3.0,2.302585092994046,0.6931471805599453,0.0
210,17.34075124991947,5.181783550292085,1,1.0,1.0,1,1.0,1.0,3.0,2.3978952727983707,0.6931471805599453,0.0
211,17.35354802332403,5.187385805840755,1,1.0,1.0,1,1.0,1.0,3.0,2.4849066497880004,0.6931471805599453,0.0
212,17.366080594278287,5.1929568508902095,1,1.0,0.0,1,0.0,0.0,3.0,2.5649493574615367,0.0,0.0
213,17.378375156519976,5.198497031265826,1,1.0,1.0,1,1.0,1.0,3.0,2.6390573296152593,0.0,0.0
214,17.390402894051952,5.204006687076795,1,1.0,0.0,1,0.0,0.0,3.0,2.7080502011022096,0.0,0.0
215,17.402062170988472,5.2094861528414205,1,1.0,1.0,1,1.0,1.0,3.0,2.772588722239781,0.0,0.0
216,17.413221588348545,5.214935757608987,1,1.0,0.0,1,0.0,0.0,3.0,2.8332133440562166,0.0,0.0
217,17.423805222087932,5.220355825078325,1,1.0,1.0,1,1.0,1.0,2.0,2.8903717578961645,0.0,0.0
218,17.43378944715874,5.225746673713202,1,1.0,0.0,1,0.0,0.0,3.0,2.9444389791664403,0.0,0.0
219,17.443246919941767,5.231108616854587,1,1.0,1.0,1,1.0,1.0,3.0,2.9957322735539913,0.0,0.0
220,17.452317756484405,5.236441962829949,1,1.0,0.0,1,0.0,0.0,2.0,3.0445224377234235,0.0,0.0
221,17.46118964459492,5.2417470150596435,1,1.0,1.0,1,1.0,1.0,2.0,3.0910424533583165,0.0,0.0
222,17.470001807523467,5.247024072160486,1,1.0,0.0,1,0.0,0.0,2.0,3.1354942159291497,0.0,0.0
223,17.478788138109973,5.25227342804663,1,1.0,1.0,1,1.0,1.0,2.0,3.1780538303479458,0.0,0.0
224,17.487532646736756,5.2574953720277815,1,1.0,0.0,1,0.0,0.0,2.0,3.218875824868201,0.0,0.0
225,17.49625912079059,5.2626901889048865,1,1.0,1.0,1,1.0,1.0,2.0,3.258096538021482,0.0,0.0
226,17.50498086249172,5.267858159063328,1,1.0,0.0,1,0.0,0.0,2.0,3.2958368660043287,0.0,0.0
227,15.053738981276664,0.6931471805599453,1,0.0,0.0,1,0.0,0.0,3.0,0.6931471805599453,0.0,0.0
228,15.030326264979625,1.0986122886681096,1,1.0,0.0,1,0.0,0.0,4.0,1.0986122886681096,0.0,0.0
229,15.006380797363509,1.3862943611198906,1,1.0,1.0,1,1.0,1.0,4.0,1.3862943611198906,0.0,0.0
230,14.98587683605576,1.6094379124341005,1,1.0,1.0,1,1.0,1.0,4.0,0.0,0.6931471805599453,0.0
231,14.97032200423685,1.791759469228055,1,1.0,0.0,0,0.0,0.0,4.0,0.0,0.6931471805599453,0.0
232,14.958985307463836,1.9459101490553128,1,1.0,1.0,0,0.0,1.0,4.0,0.6931471805599453,0.6931471805599453,0.0
