d3mIndex,sftpcons,sftptv2a3,sftptv2a4,sftptv2a5,sftptv2a2,sftptv2a6,logim,maccat,disp4cat,stratidc,log_gdpc,logtpop,logmtn,feanctig,floil,sftpdur2,ethherf,relhrel,anocracy,democracy
89,1,0,1,0,0,0,0.354810386896133,0,0,196312,5.42811679840088,6.93634271621704,0.0,0,0,0,0.42579385638237,0.363158643245697,1,0
308,0,0,0,0,1,0,-2.03642892837524,0,0,196731,7.91036319732666,9.416948318481447,0.0,1,0,0,0.913843274116516,0.363628000020981,0,1
93,0,0,0,0,1,0,-0.15758335590362502,0,0,196641,6.76159572601318,7.33432912826538,3.14415216445923,0,0,0,0.8448913097381591,0.8415751457214359,0,1
302,0,0,0,0,0,0,0.9217234253883358,0,1,199012,6.670056343078611,8.87863636016846,1.13140213489532,0,0,0,0.28624290227890004,0.7758859992027279,0,0
282,0,0,0,0,0,0,0.427424311637878,0,0,196721,5.26325988769531,9.303831100463867,4.31347990036011,0,0,0,0.349140405654907,0.7749451398849491,0,0
255,0,0,0,1,0,0,1.0424904823303198,0,0,199711,6.45760154724121,9.2150297164917,2.28238248825073,0,0,1,0.187764793634415,0.236804366111755,0,1
92,1,0,1,0,0,0,0.9858543872833248,0,0,199711,7.240563869476321,7.98480319976807,0.0,0,1,0,0.32755547761917103,0.3756645917892461,1,0
18,0,0,0,0,1,0,-1.7273451089859,0,0,197121,8.34970188140869,9.415971755981447,1.13140213489532,1,0,0,0.992379248142242,0.5248206853866579,0,1
145,0,0,0,0,0,0,0.8104511499404911,0,0,196111,6.5796818733215305,8.02943325042725,1.43508458137512,0,0,0,0.296394616365433,0.486000001430511,0,0
158,1,0,1,0,0,0,0.827010095119476,0,0,199941,7.64076709747314,8.948065757751461,2.7972812652587904,0,0,0,0.905028820037842,0.630008101463318,0,1
150,0,0,0,0,0,0,0.960689127445221,0,0,199611,7.836255073547361,8.86756801605225,1.43508458137512,0,0,0,0.26494434475898704,0.591225504875183,1,0
229,0,0,0,0,0,0,0.6168070435523989,0,0,195951,6.45833826065063,7.0950641632080105,1.95469844341278,0,1,0,0.8235512375831601,0.9607999920845028,0,0
210,0,0,0,0,0,0,0.0697094574570656,0,1,198311,6.5732331275939915,9.74102783203125,3.3068866729736297,0,0,0,0.16720344126224498,0.21914355456829104,0,0
188,0,0,0,0,0,0,0.385045647621155,0,1,197212,6.808509349823001,8.61631393432617,0.336472243070602,0,0,0,0.165374308824539,0.404144167900085,0,0
394,0,0,0,0,0,0,0.00727981887757778,0,0,197052,6.18183708190918,8.69684410095215,1.85629796981812,0,1,0,0.8325999975204471,0.472442001104355,0,0
66,0,1,0,0,0,0,0.6846571564674381,0,1,199411,7.02286815643311,9.42173480987549,2.92852354049683,0,1,1,0.16565828025341,0.255940109491348,1,0
283,0,0,0,0,0,0,0.466148138046265,0,0,197121,5.42093324661255,9.38160133361816,4.31347990036011,0,0,0,0.349140405654907,0.7749451398849491,0,0
208,0,0,0,0,1,0,-2.24626660346985,0,1,199721,10.041818618774402,11.739837646484402,2.7536606788635294,1,0,0,0.978174209594727,0.363553732633591,0,1
140,0,1,0,0,0,0,-0.7741631269454959,0,1,195631,6.517597198486331,8.98293781280518,3.12676048278809,1,0,0,0.6797809004783629,0.956628024578094,1,0
101,1,0,0,0,0,0,-1.47229862213135,0,1,196831,6.52062129974365,9.56381034851074,1.94591009616852,0,0,0,0.525615096092224,0.5047230720520021,0,0
367,0,0,0,0,0,0,0.0,0,1,198151,8.788745880126951,9.11074066162109,2.52572870254517,0,1,0,0.9759776592254642,0.745000004768372,0,0
444,0,0,0,0,0,0,0.7189439535140991,0,0,198651,7.22183561325073,9.10275554656982,3.33932209014893,0,0,0,0.978130519390106,0.5,0,0
374,1,0,0,0,0,0,1.2363100051879898,0,1,199112,6.97364616394043,8.291796684265138,0.993251800537109,0,0,0,0.25242537260055503,0.409000009298325,0,0
17,0,0,0,0,1,0,-1.68417024612427,0,0,196921,8.15614318847656,9.37830924987793,1.13140213489532,1,0,0,0.992379248142242,0.5248206853866579,0,1
146,0,0,0,0,0,0,0.533367574214935,0,0,196411,6.728652477264402,8.09223937988281,1.43508458137512,0,0,0,0.296394616365433,0.486000001430511,0,0
438,1,0,0,0,1,0,-0.658980846405029,0,0,197141,7.442645072937009,7.9352297782897905,0.0,0,0,0,0.904999971389771,0.493098706007004,0,1
418,0,0,1,0,0,0,-0.735064446926117,0,0,197341,7.36822605133057,6.88857269287109,0.0,0,1,0,0.351772427558899,0.293364524841309,0,1
30,1,0,1,0,0,0,0.583598613739014,0,0,198011,5.85653209686279,8.781862258911131,0.0,0,0,1,0.334885388612747,0.43628191947937,1,0
114,1,0,1,0,0,0,1.07172894477844,0,0,199911,6.39757966995239,11.0131549835205,4.26268005371094,0,0,1,0.273788541555405,0.43823829293251,1,0
449,1,0,0,0,0,0,0.616221010684967,0,0,198651,5.948034763336179,7.65869951248169,3.33932209014893,0,0,0,0.907661318778992,0.4990015029907229,0,0
103,0,0,0,0,1,0,-1.83057951927185,0,0,199131,9.79370880126953,8.542666435241701,0.0,1,0,0,0.9780718684196468,0.885142028331757,0,1
231,0,0,0,0,0,0,0.0116055458784103,0,0,198052,7.595890045166018,7.9309253692627,1.95469844341278,0,1,0,0.868684113025665,0.980199992656708,0,0
284,0,1,0,0,0,0,0.538100063800812,0,0,198321,6.34971570968628,9.62911605834961,4.31347990036011,0,0,1,0.4064962863922121,0.8158723711967472,1,0
176,0,0,0,0,1,0,-1.02186739444733,0,1,195751,6.91323041915894,7.46622753143311,0.993251800537109,0,0,0,0.810486197471619,0.7774918079376221,0,1
407,0,0,0,0,0,0,0.765852153301239,0,0,199212,6.07212257385254,10.168463706970199,3.12236499786377,0,0,0,0.188585698604584,0.259784549474716,0,0
116,1,0,0,1,0,0,-0.951927185058594,0,0,198721,7.99557638168335,6.563855648040769,0.336472243070602,1,0,0,0.5010409355163571,0.31383317708969105,0,1
168,0,0,0,0,1,0,-1.5868546962738002,0,0,197131,7.64617681503296,7.982074737548831,0.0,0,0,0,0.952239632606506,0.9173740148544308,0,1
378,0,1,0,0,0,0,-1.7991396188736,0,0,198821,9.200906753540039,7.925518989562991,0.0,0,0,0,0.61929726600647,0.3632175922393801,1,0
120,0,0,0,0,1,0,-1.63661623001099,0,0,197131,8.14174556732178,10.827667236328098,2.44234704971313,1,0,1,0.801021695137024,0.7258301377296451,0,1
230,0,0,0,0,0,0,0.306311279535294,0,0,196551,6.55250787734985,7.31654834747314,1.95469844341278,0,1,0,0.8235512375831601,0.9607999920845028,0,0
112,0,0,1,0,0,0,-1.06839847564697,0,1,199631,8.79157257080078,7.29641342163086,0.0,0,0,0,0.495692580938339,0.457131922245026,0,1
295,1,0,0,0,0,1,0.33145689964294395,0,0,198012,6.49381446838379,11.009009361267099,1.2237753868103,0,1,1,0.178482830524445,0.306575745344162,0,0
357,0,0,0,0,0,0,0.768976211547852,0,1,198411,6.55616760253906,8.60263633728027,4.30945587158203,0,0,0,0.7422000169754029,0.3908939957618711,0,0
136,0,0,0,0,0,0,0.305469512939453,0,0,198511,6.70595741271973,9.416948318481447,0.0,0,0,1,0.170302093029022,0.222141116857529,0,0
190,0,0,0,0,0,0,0.673666059970856,0,1,198411,7.4453592300415,9.12858772277832,0.336472243070602,0,0,0,0.165393382310867,0.39180609583854703,0,0
318,0,0,0,0,0,0,-0.346050679683685,0,1,196642,6.25477075576782,7.61579084396362,0.741937339305878,0,0,0,0.907849311828613,0.927753508090973,0,0
233,0,0,0,0,1,0,-0.93826961517334,0,0,199431,8.72143936157227,8.21419429779053,0.0,0,0,0,0.676987111568451,0.575521767139435,0,1
126,0,0,0,0,0,0,0.419395685195923,0,0,199112,8.8967866897583,6.82762908935547,0.0676586478948593,0,1,0,0.20710533857345606,0.448527991771698,0,0
386,0,0,0,1,0,0,-0.6612083315849301,0,1,196922,5.91206932067871,9.35244750976562,2.1162555217742898,0,0,0,0.565543234348297,0.48058944940567,0,1
271,0,1,0,0,0,0,0.584730088710785,0,0,195851,5.59340953826904,9.25032997131348,3.85439395904541,0,0,0,0.5024983286857599,0.960618019104004,1,0
343,0,0,0,0,0,0,-0.122024178504944,0,0,197552,9.64717483520508,4.99043273925781,0.0,0,1,0,0.727979123592377,0.8967403173446659,0,0
325,1,0,1,0,0,0,0.203787177801132,0,0,198241,7.99342775344849,9.759847640991213,3.8836236000061,0,0,1,0.410728931427002,0.8920400142669681,0,1
133,0,0,0,0,0,0,-0.235452800989151,0,0,196711,5.98798370361328,8.96392822265625,0.0,0,0,0,0.29893285036087,0.290851682424545,0,0
33,0,0,0,0,0,0,0.6252307295799261,0,1,195621,5.192956924438481,6.67834234237671,4.557029724121089,0,0,0,0.380461990833282,0.596877574920654,0,0
433,1,0,0,1,0,0,0.16899324953556102,1,1,196611,4.9444241523742685,8.95376968383789,2.34180569648743,0,0,0,0.17508462071418804,0.30872184038162204,0,1
162,0,0,0,0,1,0,-1.0986123085022,0,0,199431,8.94052219390869,9.2399959564209,0.0,0,0,1,0.801177978515625,0.3914159238338471,0,1
34,0,0,0,0,0,0,0.715208888053894,0,1,196021,5.28320360183716,6.72982406616211,4.557029724121089,0,0,0,0.380461990833282,0.596877574920654,0,0
44,0,0,1,0,0,0,0.33784931898117104,0,0,198441,7.54935646057129,8.62944984436035,3.608211517333981,0,1,1,0.312033474445343,0.8572580218315121,0,1
97,0,0,0,0,0,0,-0.640359699726105,0,0,196641,7.38523101806641,8.93524551391602,1.69410693645477,0,0,0,0.569849610328674,0.606031239032745,0,0
85,1,0,0,1,0,0,-0.200492069125175,0,1,198441,7.92702484130859,10.299541473388699,3.64021420478821,1,0,0,0.3313497006893161,0.8942043781280521,0,1
61,0,0,0,0,0,0,0.0879926234483719,0,0,196511,5.32300996780396,8.63728427886963,2.92852354049683,0,0,0,0.15913835167884802,0.322367995977402,0,0
167,1,0,1,0,0,0,0.505280315876007,0,1,198321,6.630313873291018,13.4635400772095,2.63188886642456,1,0,0,0.200186431407928,0.684159815311432,0,1
199,1,0,0,0,0,0,-0.135969817638397,0,0,197051,6.53130006790161,7.2541780471801784,2.72129535675049,0,0,0,0.956773340702057,0.855472207069397,0,0
173,1,0,0,0,0,0,0.26599332690239,0,1,197751,7.85192966461182,10.4149026870728,3.6712245941162096,0,1,0,0.300243228673935,0.78773033618927,0,0
241,0,1,0,0,0,0,0.35811275243759205,0,0,197212,6.1114673614502,8.8449125289917,3.52046084403992,0,0,0,0.20094183087348896,0.324904233217239,1,0
250,0,0,0,0,1,0,-0.7841189503669742,0,0,199411,9.16165828704834,6.986566543579099,0.0,0,0,0,0.537551283836365,0.362431049346924,0,1
447,0,0,0,0,0,0,0.449267745018005,0,0,197751,5.1059455871582005,7.4324836730957,3.33932209014893,0,0,0,0.9065269827842708,0.4990015029907229,0,0
391,0,0,0,0,0,0,0.35595005750656106,0,0,199411,7.79358673095703,6.78784513473511,2.7850112915039102,0,0,0,0.7702215313911441,0.27686849236488303,0,0
347,0,0,1,0,0,0,-0.789636135101318,0,0,196721,6.07479429244995,10.258711814880401,2.29253482818604,1,0,1,1.0,0.4913768470287321,1,0
108,0,0,0,0,0,0,0.446038633584976,0,1,195951,5.83311319351196,10.1618051528931,0.6931471824645999,0,0,0,0.946918249130249,0.849060893058777,0,0
349,0,0,0,0,0,0,-0.788150191307068,0,0,198322,8.01945114135742,10.563129425048801,2.29253482818604,1,0,1,1.0,0.24073371291160606,1,0
218,1,0,0,0,1,0,0.535544753074646,1,0,196021,5.924255847930911,7.64060401916504,3.60549783706665,0,1,1,0.503336012363434,0.470285534858704,0,1
46,0,0,0,1,0,0,-0.26980671286582897,0,0,199111,8.472461700439451,7.18235206604004,0.0,0,0,0,0.629644513130188,0.366751372814178,0,1
368,0,0,0,0,0,0,-0.1281598508358,0,1,198751,9.025575637817381,9.46591281890869,2.52572870254517,0,1,0,0.9758040308952328,0.745000004768372,0,0
238,0,0,0,0,0,0,0.7761669754981991,0,1,199811,7.1436018943786594,7.7672638893127415,0.0,0,0,0,0.399513870477676,0.996007978916168,0,0
393,0,0,0,0,1,0,-2.07821536064148,0,1,199631,10.063316345214801,8.86460494995117,4.21803617477417,0,0,0,0.475169986486435,0.43187004327774,0,1
73,0,0,0,0,0,0,0.7129890918731691,0,0,199111,7.12648105621338,7.96415567398071,1.68639898300171,0,0,0,0.245345935225487,0.230111598968506,0,0
137,0,0,0,0,0,0,0.350035309791565,0,0,198812,6.8317594528198216,9.52098178863525,0.0,0,0,0,0.170302093029022,0.222141116857529,0,0
436,0,0,0,1,0,0,-0.51794308423996,0,0,199532,8.72785949707031,10.8566112518311,1.74419033527374,0,0,0,0.600305378437042,0.458246022462845,0,1
35,0,0,0,0,0,0,0.477002203464508,0,1,196721,5.37989711761475,6.86380338668823,4.557029724121089,0,0,0,0.380461990833282,0.596877574920654,0,0
263,1,0,0,0,0,0,1.03364133834839,0,0,199011,6.428686618804929,9.058004379272461,0.336472243070602,0,0,0,0.244085475802422,0.68860000371933,0,0
29,0,0,0,0,0,0,0.555602431297302,0,0,196611,5.1050968170166,8.47574615478516,0.0,0,0,0,0.401472538709641,0.577274680137634,0,0
181,0,0,0,1,0,0,-1.4188826084136998,0,1,197851,8.34429836273193,8.14525985717773,0.993251800537109,0,0,0,0.7200577259063721,0.752607524394989,0,1
332,1,0,0,0,0,1,0.319446295499802,0,1,197121,5.77237510681152,11.624734878539998,3.78418970108032,1,0,1,0.36386895179748496,0.5633394718170172,0,0
312,0,0,0,0,0,0,0.5308234691619871,0,0,196251,6.280395984649661,6.33682584762573,1.3350011110305802,0,1,0,0.7816240191459659,0.66650652885437,0,0
51,1,0,0,0,0,0,0.422476440668106,0,1,198811,6.51290369033813,8.52357292175293,4.32413244247437,0,0,0,0.736682415008545,0.472694098949432,0,0
387,1,0,1,0,0,0,-0.7008573412895199,0,1,198323,7.023652076721191,9.59906578063965,2.1162555217742898,0,0,0,0.5680654644966129,0.488102108240128,0,1
405,0,0,0,0,0,0,0.4935567378997801,0,0,198012,5.9264192581176784,9.782392501831053,3.12236499786377,0,0,0,0.207745283842087,0.266842067241669,0,0
217,0,0,0,0,0,0,0.33888477087020896,0,0,199451,7.86748838424683,8.40469646453857,4.04522466659546,0,0,0,0.410795986652374,0.34913820028305104,1,0
446,1,0,0,0,0,0,-0.7114006280899051,0,1,199831,8.60648536682129,9.26662635803223,2.66722822189331,0,0,0,0.564400017261505,0.274109810590744,0,0
27,1,1,0,0,0,0,0.5491367578506471,0,0,197211,5.88496446609497,7.90285730361938,0.0,0,0,1,0.17780812084674802,0.490513265132904,1,0
2,1,0,0,0,0,0,0.805741012096405,0,0,197851,5.92958927154541,9.5923318862915,4.19870471954346,0,0,0,0.391428232192993,0.616317629814148,0,0
232,0,0,0,0,0,0,-0.0556271113455296,0,0,199151,8.49801063537598,8.3459300994873,1.95469844341278,0,1,0,0.8599500060081479,0.980199992656708,0,0
268,0,0,0,0,0,0,0.464612782001495,0,0,198321,7.305188179016111,7.443078517913821,3.61899328231812,0,0,0,0.711328029632568,0.487136006355286,0,0
156,0,0,0,0,0,0,0.461886197328568,0,0,197741,5.904162406921389,8.501063346862791,2.7972812652587904,0,0,0,0.904445767402649,0.7376880049705509,0,0
306,0,0,0,0,1,0,-2.07819080352783,0,0,199531,9.93976402282715,8.36892509460449,3.4144425392150897,0,1,0,0.8867340087890621,0.9133106470108028,0,1
431,0,0,0,0,0,0,-0.6752718091011051,0,0,199151,9.55619716644287,7.56992769241333,0.0,0,0,0,0.503738880157471,0.416431367397308,0,0
235,0,0,0,0,0,0,0.294756382703781,0,1,196911,6.06777715682983,7.06902360916138,0.0,0,0,0,0.4047518968582151,0.941799998283386,0,0
316,1,0,1,0,0,0,-0.484664797782898,0,1,196841,6.7277312278747585,7.20117092132568,2.56494927406311,0,0,0,0.5310348868370061,0.7915387153625492,1,0
138,0,0,0,0,0,0,0.8138275146484379,0,0,198311,6.12424564361572,6.70441436767578,0.0,0,0,0,0.235195994377136,0.419999986886978,0,0
212,0,1,0,0,0,0,0.7634636759758,0,1,200311,7.18254947662354,10.343836784362802,3.3068866729736297,0,0,0,0.181441068649292,0.24518294632434806,1,0
104,1,0,0,0,0,1,-0.0213957671076059,0,1,196341,5.90290641784668,8.114025115966799,2.85647010803223,0,0,1,0.5707031488418579,0.946950018405914,0,0
385,0,0,0,1,0,0,-0.683844804763794,0,1,196621,5.8233122825622585,9.28191661834717,2.1162555217742898,0,0,0,0.565543234348297,0.48058944940567,0,1
317,0,0,0,0,0,0,-0.351487010717392,0,1,196341,6.1456437110900906,7.54221343994141,0.741937339305878,0,0,0,0.907849311828613,0.927753508090973,0,0
322,0,0,1,0,0,0,-0.0620033256709576,0,1,199141,8.18987464904785,8.3172779083252,0.741937339305878,0,0,1,0.905248641967773,0.916225016117096,1,0
215,0,0,0,0,0,0,-0.8793673515319821,0,0,198051,9.48044395446777,7.10987949371338,0.0,0,1,0,0.7888500094413761,0.525712490081787,0,0
352,1,0,0,0,0,0,0.0532724671065807,0,1,198931,8.31448173522949,10.042292594909698,2.89037179946899,0,0,0,0.7611023187637329,0.6270023584365839,0,0
189,0,0,0,0,0,0,0.537422955036163,0,1,198111,7.55624485015869,8.99429702758789,0.336472243070602,0,0,0,0.165374308824539,0.404144167900085,0,0
214,0,0,0,0,0,0,-0.827956140041351,0,0,197151,8.9219913482666,6.5366916656494105,0.0,0,1,0,0.7888500094413761,0.525712490081787,0,0
204,0,0,0,0,1,0,-0.97974169254303,0,1,196021,6.7806487083435085,11.4341526031494,2.7536606788635294,1,0,0,0.975273847579956,0.406203001737595,0,1
234,0,0,0,0,0,0,0.177228167653084,0,1,196312,5.212432861328121,6.931471824646,0.0,0,0,0,0.4047518968582151,0.941799998283386,1,0
259,0,1,0,0,0,0,-0.280207395553589,0,0,198441,8.650844573974611,11.1673746109009,3.4719665050506605,0,1,0,0.412421643733978,0.8993227481842041,1,0
67,0,1,0,0,0,0,0.674074769020081,0,1,199711,7.07640027999878,9.50405406951904,2.92852354049683,0,0,0,0.16565828025341,0.255940109491348,1,0
24,0,0,0,0,1,0,-0.9265572428703308,0,0,195631,7.28877735137939,9.0902042388916,0.0,1,0,0,0.477626293897629,0.859525978565216,0,1
216,0,0,0,0,0,0,-1.12960839271545,0,0,198751,9.48143577575684,7.450079441070559,0.0,0,1,0,0.731850028038025,0.515250623226166,0,0
223,1,0,0,0,0,0,0.877136766910553,0,0,198511,6.7393364906311,7.63867998123169,0.470003634691238,0,0,0,0.192021518945694,0.29931104183196994,0,0
129,1,0,0,0,1,0,0.7897740006446842,0,0,199411,7.009526252746579,6.91373729705811,0.0,0,0,0,0.264151781797409,0.7807921767234799,0,1
111,1,0,0,0,0,0,0.417785584926605,0,0,199251,7.91080713272095,10.928955078125,0.6931471824645999,0,0,0,0.904534995555878,0.849060893058777,0,0
166,0,0,0,1,0,0,0.4131597280502321,0,1,197421,5.84101963043213,13.272067070007301,2.63188886642456,1,0,0,0.200186997652054,0.693214178085327,0,1
380,0,0,0,1,0,0,0.6809837222099301,0,0,196411,5.86363124847412,7.9909152984619105,2.6100697517395,0,0,0,0.680000007152557,1.0,0,1
360,0,1,0,0,0,0,-0.3901770412921911,0,1,196711,7.17317628860474,9.89505195617676,2.16332292556763,0,0,0,0.172524139285088,0.32042127847671503,1,0
40,1,0,1,0,0,0,0.478582292795181,0,1,197421,5.66663408279419,11.152357101440401,0.0,0,0,0,0.9485074877738948,0.7566363215446469,0,1
328,1,0,1,0,0,0,-0.334041118621826,0,0,196922,6.41365575790405,10.4195098876953,3.10458660125732,1,0,0,0.309080302715302,0.574260950088501,1,0
79,1,0,1,0,0,0,-0.21198545396328,0,0,197341,7.4637360572814915,9.17678356170654,4.07073450088501,0,0,0,0.6137576699256899,0.723928034305573,0,1
287,0,0,0,0,1,0,-1.36796498298645,0,1,196022,7.72961664199829,7.72973537445068,3.3775875568389906,1,0,0,0.8691948056221009,0.35743236541748,0,1
289,0,0,0,0,1,0,-1.70069944858551,0,1,196921,8.139682769775389,7.90248727798462,3.3775875568389906,1,0,0,0.8691948056221009,0.35743236541748,0,1
13,1,0,0,1,0,0,-0.299854308366776,1,0,199531,7.803635120391848,8.14293575286865,2.8055646419525098,0,0,0,0.8725352287292479,0.484715968370438,0,1
375,0,1,0,0,0,0,-1.56762337684631,0,0,197121,7.18723392486572,7.61923360824585,0.0,0,0,0,0.606218457221985,0.3669860661029821,1,0
450,1,0,0,0,0,0,0.624287545681,0,1,197711,5.9330139160156214,10.0798749923706,1.64865863323212,0,0,0,0.174007892608643,0.323328465223312,0,0
228,1,0,1,0,0,0,0.8681205511093141,0,0,199812,7.18535661697388,7.441906929016111,4.4212474822998,0,0,0,0.88087797164917,0.3806779682636261,0,1
161,1,0,0,0,0,0,-0.357509076595306,0,1,195631,6.96885061264038,9.1926851272583,0.0,0,0,0,0.813318014144897,0.440842002630234,0,0
83,0,0,0,1,0,0,-0.0226852837949991,0,1,196641,6.50022315979004,9.85308837890625,3.64021420478821,1,0,0,0.34989723563194297,0.925891995429993,0,1
453,1,0,1,0,0,0,0.9597497582435608,0,0,199612,6.72646141052246,9.120415687561039,0.182321563363075,0,0,0,0.223557993769646,0.20465967059135395,0,1
430,0,0,0,0,0,0,-0.6290442943573,0,0,198651,9.988701820373539,7.27793836593628,0.0,0,0,0,0.503738880157471,0.416431367397308,0,0
110,0,0,0,0,0,0,0.342671662569046,0,0,197551,6.65955018997192,10.536114692688,0.6931471824645999,0,0,0,0.904711961746216,0.849060893058777,0,0
149,0,0,0,0,0,0,0.8654323220252991,0,0,199211,7.74933099746704,8.71964454650879,1.43508458137512,0,0,0,0.26494434475898704,0.591225504875183,0,0
152,0,1,0,0,0,0,-0.328504055738449,0,1,196841,6.469482898712161,6.4922399520874,1.19392251968384,0,0,0,0.37564995884895297,0.26259884238243103,1,0
16,0,0,0,0,1,0,-1.7281275987625102,0,1,196521,7.96387052536011,9.30072975158691,1.13140213489532,1,0,0,0.992379248142242,0.5248206853866579,0,1
310,0,0,0,0,1,0,-1.99309837818146,0,0,199132,9.67740440368652,9.60589027404785,0.0,1,0,0,0.844091951847076,0.32008397579193104,0,1
109,0,0,0,0,0,0,0.217766657471657,0,1,197151,6.42136192321777,10.4495258331299,0.6931471824645999,0,0,0,0.946918249130249,0.849060893058777,0,0
451,0,0,0,0,0,0,0.80814391374588,0,1,198511,6.1744108200073216,10.321769714355499,1.64865863323212,0,0,0,0.17664183676242806,0.342064023017883,0,0
139,1,0,1,0,0,0,1.1416025161743202,0,0,199811,6.692542552948001,7.10987949371338,0.0,0,0,1,0.22965991497039806,0.408199995756149,1,0
237,0,0,0,0,0,0,0.7953738570213321,0,1,199511,7.11463928222656,7.6889133453369105,0.0,0,0,0,0.399513870477676,0.996007978916168,0,0
260,0,1,0,0,0,0,-0.28835028409957897,0,0,199141,8.69375514984131,11.3103561401367,3.4719665050506605,0,1,1,0.412421643733978,0.8993227481842041,1,0
329,1,0,1,0,0,0,0.428593337535858,0,1,195821,5.22912788391113,11.329963684082001,3.78418970108032,1,0,1,0.36386895179748496,0.5633394718170172,0,1
366,0,0,0,0,0,0,0.0740215480327606,0,1,197851,8.60318756103516,8.9420690536499,2.52572870254517,0,1,0,0.9759776592254642,0.745000004768372,0,0
248,0,0,0,1,0,0,-0.382829904556274,0,0,197011,6.84025764465332,6.6833610534668,0.0,0,0,0,0.5230758786201479,0.362291485071182,0,1
353,1,0,1,0,0,0,-0.6692796945571899,0,0,199431,9.0446834564209,11.910270690917999,2.72129535675049,1,1,0,0.659946799278259,0.424072265625,0,1
19,0,0,0,0,1,0,-1.61719214916229,0,0,197421,8.53269290924072,9.480978012084961,1.13140213489532,1,0,0,0.983378469944,0.482401311397552,0,1
296,0,0,0,0,0,0,0.552506744861603,0,1,199212,6.89064979553223,11.362312316894501,1.2237753868103,0,1,0,0.18929806351661704,0.312540709972382,1,0
269,0,0,0,0,0,0,0.5183444619178771,0,0,198921,7.56268119812012,7.61775970458984,3.61899328231812,0,0,0,0.711328029632568,0.487136006355286,0,0
226,1,0,1,0,0,0,-0.546104073524475,0,1,197551,6.9920964241027805,7.894690990448001,4.0621657371521005,0,0,0,0.8862000107765201,0.253917127847672,1,0
351,0,0,0,1,0,0,-1.4998490810394298,0,0,200021,9.51944255828857,10.7401285171509,2.29253482818604,1,0,0,1.0,0.195502251386642,0,1
3,0,0,0,0,0,0,0.5344307422637941,0,0,197431,6.55677843093872,7.71512365341187,2.2705233097076403,0,0,0,0.896722912788391,0.346206724643707,0,0
320,0,0,0,0,0,0,-0.338317811489105,0,1,197641,6.98771190643311,7.85825395584106,0.741937339305878,0,0,0,0.905403733253479,0.916214942932129,0,0
125,0,0,0,0,0,0,0.4852130413055421,0,0,197311,7.75757265090942,6.29156923294067,0.0676586478948593,0,1,0,0.207307264208794,0.471902012825012,0,0
280,0,0,0,1,0,0,0.7848385572433471,0,0,200311,8.53719234466553,7.5652751922607395,2.47653841972351,0,0,0,0.33407399058342,0.347209066152573,0,1
286,0,0,0,0,1,0,-1.43411219120026,0,1,195622,7.66455316543579,7.66669034957886,3.3775875568389906,1,0,0,0.8691948056221009,0.35743236541748,0,1
