d3mIndex,sftpcons,log_gdpc,logtpop,logmtn,feanctig,floil,sftpdur2,ethherf,relhrel,anocracy,democracy,stratidc
394,0,6.181837000000002,8.696844,1.856298,0,1,0,0.8326,0.472442,0,0,197052
66,0,7.022867999999999,9.421735,2.9285240000000003,0,1,1,0.16565829999999998,0.2559401,1,0,199411
283,0,5.420933,9.381601,4.31348,0,0,0,0.3491404,0.7749451,0,0,197121
208,0,10.04182,11.73984,2.753661,1,0,0,0.9781742,0.3635537,0,1,199721
140,0,6.517597,8.982938,3.12676,1,0,0,0.6797809,0.956628,1,0,195631
101,1,6.520621,9.56381,1.94591,0,0,0,0.5256151,0.5047231,0,0,196831
367,0,8.788746000000002,9.110741,2.525729,0,1,0,0.9759777,0.745,0,0,198151
444,0,7.221836,9.102756,3.339322,0,0,0,0.9781305,0.5,0,0,198651
374,1,6.9736460000000005,8.291797,0.9932518,0,0,0,0.2524254,0.409,0,0,199112
17,0,8.156143,9.378309,1.131402,1,0,0,0.9923792,0.5248206999999999,0,1,196921
146,0,6.728652,8.092239,1.435085,0,0,0,0.2963946,0.486,0,0,196411
438,1,7.442645,7.935230000000002,0.0,0,0,0,0.905,0.4930987,0,1,197141
418,0,7.368225999999999,6.888572999999999,0.0,0,1,0,0.35177240000000004,0.2933645,0,1,197341
30,1,5.856532,8.781862,0.0,0,0,1,0.3348854,0.4362819000000001,1,0,198011
114,1,6.3975800000000005,11.01315,4.2626800000000005,0,0,1,0.27378850000000005,0.4382383,1,0,199911
449,1,5.948035,7.6587,3.339322,0,0,0,0.9076613,0.4990015,0,0,198651
103,0,9.793709,8.542666,0.0,1,0,0,0.9780719,0.885142,0,1,199131
231,0,7.59589,7.930925,1.954698,0,1,0,0.8686841000000001,0.9802,0,0,198052
284,0,6.349716,9.629116,4.31348,0,0,1,0.4064963,0.8158724,1,0,198321
176,0,6.91323,7.466228,0.9932518,0,0,0,0.8104861999999999,0.7774918000000001,0,1,195751
407,0,6.072123,10.16846,3.1223650000000003,0,0,0,0.1885857,0.2597845,0,0,199212
116,1,7.995576,6.563856,0.3364722,1,0,0,0.5010409,0.31383320000000003,0,1,198721
168,0,7.6461770000000016,7.982075,0.0,0,0,0,0.9522396,0.917374,0,1,197131
378,0,9.200907,7.925519,0.0,0,0,0,0.6192973,0.3632176,1,0,198821
120,0,8.141746000000001,10.82767,2.4423470000000003,1,0,1,0.8010217,0.7258300999999999,0,1,197131
230,0,6.552508,7.316547999999999,1.954698,0,1,0,0.8235511999999999,0.9608,0,0,196551
112,0,8.791573,7.296413,0.0,0,0,0,0.4956925999999999,0.4571319,0,1,199631
295,1,6.493814,11.00901,1.223775,0,1,1,0.1784828,0.3065757,0,0,198012
357,0,6.556168,8.602636,4.309456,0,0,0,0.7422,0.390894,0,0,198411
136,0,6.7059570000000015,9.416948,0.0,0,0,1,0.17030209999999998,0.2221411,0,0,198511
190,0,7.445359,9.128588,0.3364722,0,0,0,0.1653934,0.3918061,0,0,198411
318,0,6.254771,7.6157910000000015,0.7419373,0,0,0,0.9078493,0.9277535,0,0,196642
233,0,8.721439,8.214194,0.0,0,0,0,0.6769871000000001,0.5755218000000001,0,1,199431
126,0,8.896787,6.827628999999999,0.06765865,0,1,0,0.2071053,0.448528,0,0,199112
386,0,5.912069,9.352448,2.116256,0,0,0,0.5655432,0.4805894,0,1,196922
271,0,5.59341,9.25033,3.854394,0,0,0,0.5024983000000001,0.960618,1,0,195851
343,0,9.647175,4.990433,0.0,0,1,0,0.7279791,0.8967403,0,0,197552
325,1,7.993428,9.759848,3.883624,0,0,1,0.4107289000000001,0.8920399999999999,0,1,198241
133,0,5.987984,8.963928,0.0,0,0,0,0.2989329,0.29085170000000005,0,0,196711
33,0,5.192957,6.678342,4.55703,0,0,0,0.380462,0.5968776,0,0,195621
433,1,4.944424,8.95377,2.341806,0,0,0,0.1750846,0.3087218,0,1,196611
162,0,8.940522,9.239996,0.0,0,0,1,0.801178,0.3914159,0,1,199431
34,0,5.2832040000000005,6.729824000000002,4.55703,0,0,0,0.380462,0.5968776,0,0,196021
44,0,7.549355999999999,8.62945,3.608212,0,1,1,0.3120335,0.857258,0,1,198441
97,0,7.385231,8.935246000000003,1.694107,0,0,0,0.5698496,0.6060312,0,0,196641
85,1,7.927025,10.29954,3.640214,1,0,0,0.3313497,0.8942044,0,1,198441
61,0,5.32301,8.637284,2.9285240000000003,0,0,0,0.1591384,0.322368,0,0,196511
167,1,6.630314,13.46354,2.631889,1,0,0,0.2001864,0.6841598000000001,0,1,198321
199,1,6.5313,7.254178,2.721295,0,0,0,0.9567733,0.8554722,0,0,197051
173,1,7.85193,10.4149,3.671225,0,1,0,0.30024320000000004,0.7877303000000001,0,0,197751
241,0,6.111467,8.844913,3.520461,0,0,0,0.2009418,0.3249042,1,0,197212
250,0,9.161658,6.986567,0.0,0,0,0,0.5375513000000001,0.362431,0,1,199411
447,0,5.105946,7.432484,3.339322,0,0,0,0.906527,0.4990015,0,0,197751
391,0,7.793587,6.787845,2.785011,0,0,0,0.7702215,0.2768685,0,0,199411
347,0,6.074794,10.25871,2.292535,1,0,1,1.0,0.4913768,1,0,196721
108,0,5.833113,10.16181,0.6931472,0,0,0,0.9469182,0.8490609,0,0,195951
349,0,8.019451,10.56313,2.292535,1,0,1,1.0,0.2407337,1,0,198322
218,1,5.924256,7.640604,3.605498,0,1,1,0.503336,0.4702855,0,1,196021
46,0,8.472462,7.182352000000002,0.0,0,0,0,0.6296444999999999,0.3667514,0,1,199111
368,0,9.025576,9.465913,2.525729,0,1,0,0.975804,0.745,0,0,198751
238,0,7.1436020000000005,7.767264,0.0,0,0,0,0.3995139,0.996008,0,0,199811
393,0,10.06332,8.864605000000003,4.218036,0,0,0,0.47517,0.43187,0,1,199631
73,0,7.126481,7.964156,1.6863990000000002,0,0,0,0.2453459,0.2301116,0,0,199111
137,0,6.831759,9.520982,0.0,0,0,0,0.17030209999999998,0.2221411,0,0,198812
436,0,8.727859,10.85661,1.74419,0,0,0,0.6003054,0.458246,0,1,199532
35,0,5.379897,6.863803,4.55703,0,0,0,0.380462,0.5968776,0,0,196721
263,1,6.428687,9.058004,0.3364722,0,0,0,0.2440855,0.6886,0,0,199011
29,0,5.105097,8.475746000000001,0.0,0,0,0,0.4014725,0.5772746999999999,0,0,196611
181,0,8.344298,8.14526,0.9932518,0,0,0,0.7200576999999999,0.7526075,0,1,197851
332,1,5.772375,11.62473,3.78419,1,0,1,0.363869,0.5633395,0,0,197121
312,0,6.280396,6.336826,1.335001,0,1,0,0.781624,0.6665065,0,0,196251
51,1,6.512904,8.523572999999999,4.324132,0,0,0,0.7366824000000001,0.4726941,0,0,198811
387,1,7.023652,9.599066,2.116256,0,0,0,0.5680655,0.4881021,0,1,198323
405,0,5.926419,9.782393,3.1223650000000003,0,0,0,0.2077453,0.2668421,0,0,198012
217,0,7.867488000000002,8.404696000000001,4.045225,0,0,0,0.410796,0.3491382,1,0,199451
446,1,8.606485000000001,9.266626,2.667228,0,0,0,0.5644,0.2741098,0,0,199831
27,1,5.884964,7.902857000000001,0.0,0,0,1,0.17780810000000002,0.4905133,1,0,197211
2,1,5.929589,9.592332,4.198705,0,0,0,0.3914282,0.6163175999999999,0,0,197851
232,0,8.498011,8.345930000000001,1.954698,0,1,0,0.85995,0.9802,0,0,199151
268,0,7.305188,7.443078999999999,3.618993,0,0,0,0.711328,0.487136,0,0,198321
156,0,5.904162,8.501063,2.7972810000000004,0,0,0,0.9044458,0.737688,0,0,197741
306,0,9.939764,8.368925,3.414443,0,1,0,0.886734,0.9133106,0,1,199531
431,0,9.556197,7.569928,0.0,0,0,0,0.5037389,0.4164314,0,0,199151
235,0,6.067777,7.0690240000000015,0.0,0,0,0,0.4047519,0.9418,0,0,196911
316,1,6.727731,7.201171,2.5649490000000004,0,0,0,0.5310349,0.7915386999999999,1,0,196841
138,0,6.124246,6.704414,0.0,0,0,0,0.235196,0.42,0,0,198311
212,0,7.182549000000002,10.34384,3.306887,0,0,0,0.1814411,0.2451829,1,0,200311
104,1,5.902906,8.114025,2.8564700000000003,0,0,1,0.5707031,0.94695,0,0,196341
385,0,5.8233120000000005,9.281917,2.116256,0,0,0,0.5655432,0.4805894,0,1,196621
317,0,6.145644,7.542213,0.7419373,0,0,0,0.9078493,0.9277535,0,0,196341
322,0,8.189875,8.317278,0.7419373,0,0,1,0.9052485999999998,0.916225,1,0,199141
215,0,9.480444,7.1098789999999985,0.0,0,1,0,0.78885,0.5257125,0,0,198051
352,1,8.314482,10.04229,2.890372,0,0,0,0.7611023,0.6270024000000001,0,0,198931
189,0,7.556245,8.994297,0.3364722,0,0,0,0.1653743,0.4041442,0,0,198111
214,0,8.921991,6.536692,0.0,0,1,0,0.78885,0.5257125,0,0,197151
204,0,6.780649,11.43415,2.753661,1,0,0,0.9752738,0.406203,0,1,196021
234,0,5.212433,6.931472,0.0,0,0,0,0.4047519,0.9418,1,0,196312
259,0,8.650845,11.16737,3.471967,0,1,0,0.4124216,0.8993226999999999,1,0,198441
67,0,7.0764,9.504054,2.9285240000000003,0,0,0,0.16565829999999998,0.2559401,1,0,199711
24,0,7.288777,9.090204,0.0,1,0,0,0.4776263,0.859526,0,1,195631
216,0,9.481436,7.450079,0.0,0,1,0,0.73185,0.5152505999999999,0,0,198751
223,1,6.739336,7.63868,0.4700036,0,0,0,0.1920215,0.299311,0,0,198511
129,1,7.009525999999998,6.9137369999999985,0.0,0,0,0,0.2641518,0.7807921999999999,0,1,199411
111,1,7.910807000000001,10.92896,0.6931472,0,0,0,0.904535,0.8490609,0,0,199251
166,0,5.8410199999999985,13.27207,2.631889,1,0,0,0.200187,0.6932142,0,1,197421
380,0,5.863631,7.990914999999998,2.61007,0,0,0,0.68,1.0,0,1,196411
360,0,7.173176,9.895052,2.163323,0,0,0,0.1725241,0.3204213,1,0,196711
40,1,5.666633999999998,11.15236,0.0,0,0,0,0.9485075,0.7566363,0,1,197421
328,1,6.413656,10.41951,3.104587,1,0,0,0.3090803,0.574261,1,0,196922
79,1,7.463736,9.176784,4.070735,0,0,0,0.6137577,0.723928,0,1,197341
287,0,7.729617,7.729735000000002,3.377588,1,0,0,0.8691948,0.3574324,0,1,196022
289,0,8.139683,7.902487,3.377588,1,0,0,0.8691948,0.3574324,0,1,196921
13,1,7.803635000000001,8.142936,2.805565,0,0,0,0.8725351999999998,0.484716,0,1,199531
375,0,7.187233999999999,7.619234,0.0,0,0,0,0.6062185,0.3669861,1,0,197121
450,1,5.933014,10.07987,1.648659,0,0,0,0.1740079,0.3233285,0,0,197711
228,1,7.1853570000000015,7.441907,4.421247,0,0,0,0.880878,0.380678,0,1,199812
161,1,6.968851,9.192685,0.0,0,0,0,0.813318,0.440842,0,0,195631
83,0,6.500223,9.853088,3.640214,1,0,0,0.3498972,0.925892,0,1,196641
453,1,6.7264610000000005,9.120416,0.1823216,0,0,0,0.223558,0.20465970000000006,0,1,199612
430,0,9.988702,7.277938000000002,0.0,0,0,0,0.5037389,0.4164314,0,0,198651
110,0,6.65955,10.53611,0.6931472,0,0,0,0.904712,0.8490609,0,0,197551
149,0,7.749331,8.719645,1.435085,0,0,0,0.2649443,0.5912255,0,0,199211
152,0,6.469483,6.49224,1.1939229999999998,0,0,0,0.37565,0.2625988,1,0,196841
16,0,7.963871000000001,9.30073,1.131402,1,0,0,0.9923792,0.5248206999999999,0,1,196521
310,0,9.677404,9.60589,0.0,1,0,0,0.844092,0.32008400000000004,0,1,199132
109,0,6.421362,10.44953,0.6931472,0,0,0,0.9469182,0.8490609,0,0,197151
451,0,6.174411,10.32177,1.648659,0,0,0,0.1766418,0.342064,0,0,198511
139,1,6.692543,7.1098789999999985,0.0,0,0,1,0.22965990000000006,0.4082,1,0,199811
237,0,7.114639,7.688913,0.0,0,0,0,0.3995139,0.996008,0,0,199511
260,0,8.693755,11.31036,3.471967,0,1,1,0.4124216,0.8993226999999999,1,0,199141
329,1,5.229128,11.32996,3.78419,1,0,1,0.363869,0.5633395,0,1,195821
366,0,8.603188000000001,8.942069,2.525729,0,1,0,0.9759777,0.745,0,0,197851
248,0,6.840258,6.683361,0.0,0,0,0,0.5230759,0.3622915,0,1,197011
353,1,9.044683,11.91027,2.721295,1,1,0,0.6599468000000001,0.4240723,0,1,199431
19,0,8.532693,9.480978,1.131402,1,0,0,0.9833785,0.4824013,0,1,197421
296,0,6.89065,11.36231,1.223775,0,1,0,0.1892981,0.3125407,1,0,199212
269,0,7.562680999999999,7.61776,3.618993,0,0,0,0.711328,0.487136,0,0,198921
226,1,6.992096000000001,7.894691000000001,4.062166,0,0,0,0.8862,0.2539171,1,0,197551
351,0,9.519443,10.74013,2.292535,1,0,0,1.0,0.1955023,0,1,200021
3,0,6.556778,7.715124,2.270523,0,0,0,0.8967229,0.3462067,0,0,197431
320,0,6.987711999999998,7.858254,0.7419373,0,0,0,0.9054037,0.9162149,0,0,197641
125,0,7.757573,6.291569,0.06765865,0,1,0,0.2073073,0.471902,0,0,197311
280,0,8.537192,7.565275,2.476538,0,0,0,0.334074,0.3472091,0,1,200311
286,0,7.664553,7.666689999999999,3.377588,1,0,0,0.8691948,0.3574324,0,1,195622
77,0,6.866319,8.999989999999997,2.251292,0,0,0,0.23973000000000005,0.4269781,1,0,200311
184,0,7.746658999999998,10.86805,3.144152,1,0,0,0.90137,0.860532,0,1,196831
345,0,5.697227,9.972174,2.292535,1,0,0,1.0,0.4913768,1,0,195622
434,1,8.12783,10.90847,0.5877866999999999,1,0,0,0.6958622,0.6123835999999999,0,1,197131
275,1,4.317488,9.959679,3.600048,0,0,0,0.6036379,0.7396834,0,1,196121
294,1,5.346012,10.5787,1.223775,0,0,0,0.1943414,0.2986,0,1,196411
414,0,6.03263,7.724888000000001,0.0,0,0,0,0.1860205,0.394006,0,0,197711
182,0,8.595044,8.213382000000001,0.9932518,0,0,0,0.7200576999999999,0.7526075,0,1,198151
409,0,5.24254,10.06326,1.856298,0,0,1,0.3564415,0.8553796,1,0,195822
80,1,4.828874,13.319579999999998,3.648057,0,0,0,0.9224895,0.3275046,0,0,195621
307,0,7.47865,9.295692,0.0,1,0,0,0.9138433,0.363628,0,1,195831
258,0,7.902261999999999,10.98695,3.471967,0,0,0,0.412423,0.9106013,0,0,197741
11,1,8.231261,10.15136,3.3809949999999995,0,0,1,0.6336476,0.8545109000000001,0,1,197641
342,0,6.591674,9.766809,2.26457,0,0,0,1.0,0.5272815,0,0,198322
86,0,7.091226,5.918894,3.401197,0,0,0,1.0,0.7441180000000001,1,0,198111
266,0,6.257668,6.840547,3.618993,0,0,0,0.7239558,0.495442,0,0,196121
36,0,5.480639,6.923628999999999,4.55703,0,0,0,0.380462,0.5968776,0,0,197021
437,0,7.2330070000000015,7.85205,0.0,0,0,0,0.905,0.4930987,0,1,196341
58,0,7.611089999999999,9.663707,2.7972810000000004,0,0,0,0.2406033,0.4135261,0,1,195631
41,0,7.271836,11.72324,0.0,0,0,0,0.9737067,0.7566363,0,1,199721
270,0,7.3819,7.768956,3.618993,0,0,1,0.7078605,0.323272,0,1,199621
50,0,8.636436,11.89341,1.410987,0,0,0,0.3699856,0.7797437,0,1,199141
209,0,6.3722949999999985,9.627603,3.306887,0,0,0,0.1921343,0.1984371,0,0,198011
363,0,6.950585,8.119697,2.424803,0,0,0,0.87274,0.945084,1,0,197041
362,1,8.574154,10.33022,2.163323,0,0,0,0.1705247,0.303438,1,0,198411
379,0,9.044796,8.580544,2.139088,0,0,0,0.7158,0.4985136,0,1,199532
123,0,6.567558,6.190315,0.06765865,0,0,0,0.38875,0.459066,0,0,196311
222,0,6.285998,7.380878999999998,0.4700036,0,0,0,0.1923828,0.3313257,0,0,197711
62,0,6.118097,8.931024,2.9285240000000003,0,0,0,0.177672,0.25598200000000004,0,0,197711
346,1,5.835863,10.097,2.292535,1,0,0,1.0,0.4913768,1,0,196122
130,0,6.951351,7.050122999999999,0.0,0,0,1,0.2641518,0.7807921999999999,0,0,199811
187,0,6.113638,8.276902999999999,0.3364722,0,0,0,0.1757164,0.4170146,0,0,196312
23,0,8.43988,5.513429,0.0,0,1,1,0.790916,0.4739995,0,0,197551
43,0,7.1828,8.492080999999999,3.608212,0,0,0,0.311947,0.8788244000000001,0,0,197841
0,0,5.030437999999998,9.106534,4.198705,0,0,0,0.3617776,0.6163175999999999,0,0,195751
201,0,7.207497,7.647309,2.721295,0,0,0,0.9562785,0.8554722,0,0,198051
439,1,9.080232,12.56806,2.70805,0,1,0,0.4347965,0.444744,1,0,199131
98,0,7.9796809999999985,9.149847,1.694107,0,0,0,0.5665638000000001,0.385824,0,0,197842
304,0,7.527003,8.148446,3.414443,0,0,0,0.976288,0.976216,0,1,195831
443,0,6.580639,8.644882,3.339322,0,0,0,0.9782146,0.4990015,1,0,197851
178,0,7.4968020000000015,7.778212,0.9932518,0,0,0,0.8104861999999999,0.7774918000000001,0,1,196551
256,0,6.804403999999999,10.48635,3.471967,0,0,0,0.41465,0.9286268,0,0,196141
94,0,7.176467999999999,7.531552,3.144152,0,0,0,0.7924659000000001,0.8153600999999999,0,1,197341
423,0,7.6004770000000015,8.720134,1.335001,0,1,0,0.96065,0.9608,0,0,198052
95,0,7.399912,7.601402,3.144152,0,0,0,0.7924659000000001,0.8153600999999999,0,1,197641
426,1,6.937324,10.47209,4.280824,0,0,0,0.6533893,0.7375891,0,1,197151
169,0,9.585248,8.175548,0.0,0,0,0,0.95085,0.896098,0,1,199531
69,0,6.131596,7.351158,1.6863990000000002,0,0,0,0.3876108,0.310542,0,0,196311
305,0,7.963414999999999,8.230310000000001,3.414443,0,0,0,0.976288,0.976216,0,1,196831
48,0,7.12852,11.4963,1.410987,0,0,0,0.3602012,0.8219837,0,0,197341
341,0,5.805135,9.574775,2.26457,0,0,0,1.0,0.417992,0,0,197221
207,0,9.550305,11.70744,2.753661,1,0,0,0.9705453000000002,0.3879519,0,1,198821
279,0,8.394176,7.467371000000001,2.476538,0,0,0,0.3313571,0.3432211,0,1,199911
227,1,5.474411,6.896694,4.421247,0,0,0,0.8815757,0.3337173,0,1,197011
148,0,7.586048,8.606485000000001,1.435085,0,0,0,0.2737502,0.5424,0,0,198812
143,0,6.3860199999999985,8.256088,3.763523,0,0,0,0.4877938,0.941334,1,0,196141
334,0,7.011214,10.3647,0.5877866999999999,0,0,0,0.9767647,0.7737095,0,0,196831
180,0,8.165797999999999,8.061172000000001,0.9932518,0,0,0,0.7200576999999999,0.7526075,0,1,197551
356,0,6.100386,8.486527,4.309456,0,0,0,0.7422,0.3298972,0,0,198012
131,0,7.292337,9.684149,1.098612,0,0,0,1.0,0.4695705,0,0,196331
410,1,5.778921,10.28507,1.856298,0,0,0,0.3564415,0.8553796,0,0,196521
454,1,6.625061,8.550628,1.360977,0,0,0,0.5158845999999999,0.3146938,1,0,197213
262,0,5.36373,8.584291,0.3364722,0,0,0,0.2493928,0.6306,0,0,197011
324,0,7.197780000000002,9.459463,3.883624,0,0,1,0.4108560000000001,0.92418,0,0,197141
203,0,8.000634,8.042378,2.721295,0,0,1,0.95666,0.8554722,1,0,199151
84,0,7.397475999999998,10.16477,3.640214,1,0,0,0.33138379999999995,0.9143367,0,1,197841
121,0,8.388104,10.85093,2.4423470000000003,1,0,0,0.7792281999999999,0.6721629,0,1,197431
397,0,5.496143,9.094593,3.862833,0,0,0,1.0,0.4470231,0,0,195622
420,0,9.012288,7.022867999999999,0.0,0,1,0,0.3739916,0.2905478,0,1,198441
91,0,7.308435,7.755767,0.0,0,1,0,0.298969,0.3697194,0,0,199011
82,1,7.116183,13.89872,3.648057,0,0,0,0.9175253,0.639532,0,0,198821
267,0,6.440947,7.079185000000002,3.618993,0,0,0,0.7239558,0.495442,0,0,197021
119,0,7.811329,10.79462,2.4423470000000003,1,0,0,0.8010217,0.7258300999999999,1,0,196731
358,1,6.722341,8.810310000000003,4.309456,0,0,0,0.7422,0.390894,0,0,199012
291,0,9.802862,8.221210000000001,3.377588,1,0,0,0.7867401999999999,0.3779918,0,1,200021
57,0,7.610050999999999,9.432524,0.6931472,0,0,1,0.7378528,0.7258003000000001,1,0,200021
321,0,7.787158,8.043663,0.7419373,0,0,0,0.9052485999999998,0.916225,0,0,198241
257,0,7.0594800000000015,10.64094,3.471967,0,0,0,0.41465,0.9286268,0,0,196642
376,0,7.641175,7.674617,0.0,0,0,0,0.6062185,0.3669861,1,0,197421
408,0,6.155707,10.3648,3.1223650000000003,0,0,1,0.1885857,0.2597845,1,0,199812
42,0,6.16892,8.094989,3.608212,0,0,0,0.3097225,0.937426,1,0,196141
105,0,6.347704,8.365672,2.8564700000000003,0,0,0,0.5707031,0.94695,1,0,197141
388,1,6.5666720000000005,9.903888,2.014903,0,0,0,0.3609368,0.618728,0,0,198311
422,0,7.051821,8.59951,1.335001,0,0,0,0.96065,0.9608,0,0,197552
273,0,6.347564,9.581903,3.854394,0,0,0,0.5024983000000001,0.960618,0,0,197052
406,0,6.28488,10.03797,3.1223650000000003,0,0,0,0.1934839,0.2526689,0,0,198812
38,0,7.457459,7.487174,4.55703,0,0,0,0.465954,0.557606,0,0,199621
389,1,6.79794,6.122493,2.785011,0,0,0,0.8377051,0.269298,1,0,197311
53,0,5.8406410000000015,8.506132000000001,0.6931472,0,0,1,0.7514495,0.8125593000000001,0,0,195821
399,0,5.986628,9.367173,3.862833,0,0,0,1.0,0.4470231,0,0,196521
128,0,6.212366,6.150603,0.0,0,0,0,0.2968918,0.737512,0,1,197211
290,0,9.083648,8.049108,3.377588,1,0,0,0.8088039,0.35796880000000003,0,1,198322
28,0,5.033896,8.421783,0.0,0,0,0,0.4014725,0.5772746999999999,0,0,196311
183,1,9.048536,8.319473,0.9932518,0,0,0,0.7201055000000001,0.7361416999999999,0,1,198751
370,0,6.1689620000000005,8.195886,0.0,0,0,1,0.2470617,0.804952,0,0,196711
163,1,5.069282,12.88688,2.631889,1,0,0,0.1941172,0.6971676,0,1,195622
151,0,7.993289,9.001716,1.435085,0,0,0,0.259306,0.613825,1,0,200211
244,0,6.588926,9.502637,3.520461,0,0,1,0.201043,0.3032141,0,1,199611
202,0,7.975802000000002,7.865572,2.721295,0,0,0,0.95666,0.8554722,0,0,198651
31,0,6.521136,8.980675999999997,0.0,0,0,0,0.3350106,0.3966926,0,0,198811
32,0,6.590796000000001,9.067047,0.0,0,0,0,0.3350106,0.3966926,0,0,199111
127,0,8.930161,6.982863,0.06765865,0,1,0,0.2028781,0.4352735,1,0,199611
185,0,9.510465,10.94385,3.144152,1,0,0,0.899491,0.7366647,0,1,198931
427,1,7.706932000000001,10.69249,4.280824,0,0,0,0.653686,0.7375891,0,1,198052
288,0,8.083397,7.856319,3.377588,1,0,0,0.8691948,0.3574324,0,1,196621
398,0,5.656167,9.195329,3.862833,0,0,0,1.0,0.4470231,0,0,196022
416,0,6.731161,8.234035,0.0,0,0,1,0.1822927,0.298514,1,0,199612
147,0,6.74202,8.267961999999999,1.435085,0,0,0,0.2738784,0.5140625,0,0,197212
285,1,7.0632199999999985,9.925885,4.31348,0,0,0,0.4517362,0.8221944999999999,1,0,199621
424,0,8.368094000000001,9.012743,1.335001,0,0,0,0.9665095,0.99005,1,0,199251
177,0,7.259503,7.656337,0.9932518,0,0,0,0.8104861999999999,0.7774918000000001,0,1,196251
99,1,6.6149,6.357842,2.302585,0,0,0,0.6431816999999999,0.6708454,0,1,196331
338,0,9.395255,9.199381,1.916923,1,0,0,0.992032,0.8384370999999999,0,1,199532
335,0,7.131699,10.38675,0.5877866999999999,0,0,0,0.9767647,0.7737095,0,0,197131
197,0,7.434433999999999,7.665285000000001,1.335001,0,0,0,0.6304554,0.5217965999999999,0,1,198241
243,0,6.670766,9.388988,3.520461,0,0,0,0.201043,0.3032141,0,0,199211
115,0,7.570186,8.403577,0.1570037,0,0,0,0.8475345,0.905484,0,1,196331
404,0,4.757032,9.31722,3.1223650000000003,0,0,0,0.2077453,0.2668421,0,0,196511
265,0,6.190315,6.7684929999999985,3.618993,0,0,0,0.7239558,0.495442,0,0,195821
72,0,7.052998,7.901377,1.6863990000000002,0,0,0,0.2453459,0.2301116,0,0,198811
333,1,7.850318,8.250098,3.600048,1,0,0,0.6727156,0.5161368,0,1,198921
25,0,9.89784,9.220786,0.0,0,0,0,0.4906867999999999,0.737924,0,1,199631
165,1,5.448201999999998,13.11263,2.631889,1,0,0,0.1941172,0.6971676,0,1,196721
337,0,8.952041,9.208639,1.916923,1,0,0,1.0,0.8980674000000001,0,1,198931
440,0,6.9252910000000005,8.970941,3.104587,0,1,0,0.5436531,0.8937796,0,1,196341
174,1,6.356108,8.742414,1.94591,0,1,0,0.6426536,0.434112,1,0,195951
442,1,5.420535,8.437717,3.339322,0,0,0,0.9774463,0.4990015,0,0,196251
39,1,8.697446000000001,9.239025,0.0,0,0,0,0.6432254,0.3834563,0,1,199532
193,1,7.614594,9.669473,0.3364722,0,0,1,0.16842200000000002,0.3783402,1,0,200211
