nvc.start.1,d3mIndex
1,435
0,5794
0,4030
0,817
0,6478
0,2841
0,658
0,1329
0,4937
0,636
0,2468
0,2323
0,245
0,5418
0,4662
0,4877
0,2735
0,253
0,1114
0,1151
0,5303
0,1737
0,4601
0,5377
0,5073
0,3338
0,3474
0,1752
0,3750
0,5775
0,500
0,726
0,5004
0,1691
0,5902
0,1119
0,2066
0,4062
0,1875
0,6640
1,2804
0,4117
0,2853
0,2923
1,1850
0,507
0,3025
0,3376
0,5499
0,2518
0,6734
0,2613
0,3429
0,3679
0,5173
1,3831
0,6708
0,6489
0,5372
0,2847
0,6442
0,2591
0,5572
0,285
0,2478
1,1225
0,4301
0,4279
0,481
0,942
0,565
0,7131
0,488
0,104
0,3725
0,4068
0,5178
0,4639
0,1464
0,5970
0,4612
0,1816
0,599
0,6765
0,2560
0,7133
0,649
0,4250
0,3490
0,1581
0,1958
0,5322
0,1285
1,6954
0,689
0,6635
0,5492
0,3417
0,3855
0,2643
0,538
0,639
0,5875
1,2818
0,1786
0,383
0,5432
0,4162
0,3447
0,1358
0,2932
0,1500
0,1542
0,2345
1,7081
0,6351
0,5693
0,5105
0,6266
0,1123
0,5770
0,1293
0,2315
0,6472
0,2728
0,6591
0,3209
0,5006
0,1141
0,6084
0,3823
0,271
0,813
0,4739
0,3582
0,7123
0,5588
0,4474
0,1680
0,57
0,4786
0,3403
0,6263
0,6314
0,6547
0,4677
0,6230
0,6157
0,1936
0,1419
1,1250
0,2851
0,1934
0,261
0,5999
0,5419
0,1706
0,4619
0,1976
1,440
0,5141
0,2104
0,5078
0,619
0,1288
0,7053
0,157
0,4640
0,1075
0,3233
0,6389
0,3000
0,6844
0,3487
0,6474
0,1165
0,3501
0,173
0,3312
0,2419
0,1754
0,4990
0,3950
0,1516
0,2382
0,211
0,628
0,410
0,3932
0,2493
0,1482
0,883
0,3684
0,7117
0,5476
0,906
0,1084
0,3645
0,1109
0,1559
0,3643
0,3013
0,4442
0,6078
0,3784
0,345
0,2946
0,2909
0,5981
0,5931
0,2268
0,3689
0,2142
0,4167
0,4388
0,5513
0,792
0,3699
0,3460
0,3162
0,3119
0,45
0,6877
0,87
0,1744
0,2203
0,3369
0,2527
0,2464
0,5976
0,5234
0,4885
0,1081
0,5571
0,4913
0,1505
0,4465
0,7205
0,3055
0,2998
0,4426
0,1998
0,5900
0,2210
0,5002
0,2843
0,985
0,1069
0,1755
0,2154
0,4247
0,4318
0,2533
0,5098
0,2440
0,4026
0,6353
0,3297
0,3786
0,3554
0,4362
1,2032
0,996
0,4118
0,5135
0,6144
0,5687
0,1698
0,6771
0,5032
0,892
0,4156
0,5812
1,4127
0,5175
0,135
0,4284
0,384
1,4138
0,7178
1,5161
0,4806
0,2706
0,2939
0,3239
0,3706
0,108
0,1318
0,576
0,4400
0,1298
0,4402
0,6537
0,1969
0,5031
0,320
0,6063
0,6363
0,5119
0,2216
0,6378
0,4597
0,1061
0,3779
0,4252
0,6680
0,5948
0,4715
0,3027
0,4488
0,3690
1,5180
0,5922
0,1567
0,3433
0,646
0,3294
0,6756
0,2636
0,5926
0,5978
0,3434
0,2379
0,5263
0,6660
0,1986
0,5080
1,5591
1,7021
0,6497
0,668
0,4315
0,6060
0,1721
0,2592
0,1475
0,5325
0,2564
0,4077
0,4771
0,6782
0,2574
0,2044
0,4923
0,3807
0,2106
0,2689
0,2729
0,4836
0,1813
0,1485
0,5205
0,2071
1,6656
0,5991
0,3166
0,2351
0,1115
0,1049
0,2790
1,2829
0,2118
0,4660
0,4311
0,522
0,2108
0,4101
0,3975
0,3711
0,7155
0,7051
0,6778
0,246
0,6788
0,6008
0,5783
0,6470
0,2892
0,4957
0,1295
0,4694
0,4774
0,4766
0,4113
0,6386
0,3427
0,6587
0,3147
0,6041
1,6850
0,514
0,1678
1,1011
1,7220
0,6459
0,4035
0,2088
0,4050
0,406
0,4561
0,2080
0,2959
0,1878
0,2846
0,5040
0,1184
0,3136
0,4459
0,5606
0,630
0,3043
1,5183
0,3565
0,3705
0,3180
0,633
0,1458
0,3664
0,4817
0,921
0,1931
0,3913
0,37
0,3978
0,4945
0,3260
0,1304
1,4986
1,4136
0,6184
0,7122
0,1765
0,4458
0,3539
0,913
0,720
0,122
0,4036
1,1853
0,7029
0,5093
0,4556
0,3440
0,5545
0,545
0,3266
0,6486
0,1673
0,6717
0,2311
0,6807
0,2836
0,1047
0,1902
0,3672
0,3943
0,890
1,7041
0,1709
1,4747
0,118
0,3788
0,2895
0,3110
0,1708
0,3269
0,5060
0,471
0,4582
0,6206
0,6542
0,1349
0,3379
0,984
0,6672
0,1410
0,4181
0,5355
0,1276
0,6331
0,3069
0,3900
0,4240
0,5225
0,1309
0,775
0,3656
0,1480
0,4367
0,5138
0,1313
0,6936
0,3380
0,4553
0,2204
0,6381
0,5706
0,4818
0,569
0,5066
0,1509
0,22
0,3890
0,2849
0,5880
0,5307
0,7078
0,5523
0,1406
0,1491
0,6321
0,6698
0,5592
0,1658
0,6152
0,3873
0,856
0,5076
0,7223
0,6565
0,6969
0,7169
0,6329
0,7215
0,2374
0,2300
0,3345
0,5714
0,6777
0,581
0,2490
0,6614
0,2848
0,2215
0,4109
0,844
1,7097
0,3944
0,5306
0,6299
0,468
0,1444
0,4686
0,6822
0,2936
0,1839
0,365
0,6989
0,5554
0,6662
0,3104
0,1683
0,4278
0,2472
0,6673
0,2629
0,7189
0,7180
0,850
0,1089
0,3482
0,6340
1,3826
0,3618
0,1279
0,2239
1,7196
0,5635
0,7031
0,3284
0,6375
0,616
0,5842
0,5027
0,6147
0,2013
0,3092
0,3028
0,4700
0,6768
0,3862
0,2357
0,6713
0,7089
0,1274
0,5621
0,1951
0,3907
0,1753
0,1499
0,1761
0,5785
0,3473
0,5096
0,1649
0,3840
0,6130
0,3744
0,1265
0,7011
0,1636
0,6133
0,3164
1,6359
0,3856
0,4313
0,6015
0,4121
0,230
0,1389
0,7105
0,4234
0,4714
0,3046
0,7073
0,1470
0,6396
0,6883
0,1665
0,5856
0,6999
0,760
0,4922
0,3358
0,3079
0,2388
0,204
0,7227
0,4655
0,5567
0,1368
0,4045
0,955
0,1489
0,7140
0,4606
1,1852
0,6024
0,2740
0,6170
0,648
0,3780
0,995
0,5878
0,2720
0,366
0,1972
0,4430
0,1118
0,2942
0,6432
0,1432
0,4257
1,1240
0,2718
0,5888
0,5811
0,3864
0,4288
0,3609
0,3996
0,1803
0,4603
1,2832
0,5293
0,3065
0,3408
0,3235
0,1791
0,4324
0,900
0,2693
0,2858
0,2483
0,6907
0,6198
0,4587
0,3937
0,5546
0,4385
0,3225
0,1800
0,3424
0,1478
0,353
0,4920
0,498
0,5527
0,2399
0,1104
0,1942
0,2373
0,2393
0,6048
0,3908
0,23
0,2049
0,4936
0,7160
0,708
0,983
0,1497
0,3183
0,5786
0,6975
0,3858
0,3009
0,1405
0,6222
0,793
0,6061
0,6602
0,4646
0,5617
0,2984
0,6018
0,5308
0,6860
0,3485
0,3030
0,5469
0,4098
0,1338
0,3663
0,1738
0,3315
0,3509
0,3150
0,5232
0,927
0,5514
0,5336
0,1490
0,868
0,5022
0,2528
0,1112
1,2772
0,803
0,4915
0,536
0,3071
0,5383
0,4330
1,4974
0,774
0,1577
0,6231
0,5447
1,1239
0,2840
0,1960
0,839
0,7058
0,1474
0,5683
0,390
0,787
0,6272
0,6360
0,3006
0,2347
0,2314
0,638
0,5655
0,185
0,6953
0,6319
0,1927
0,4145
0,680
0,5054
0,4543
0,2953
0,3296
0,2230
0,485
0,5565
0,3584
0,5195
0,1814
0,3603
0,2094
0,904
0,2421
0,2510
0,3777
0,1101
0,53
0,1266
0,4457
0,4115
0,6476
0,2255
0,1420
0,2857
0,1919
0,5466
0,6148
0,3029
0,5321
0,553
0,3154
1,6038
0,3175
0,5850
0,354
0,4258
0,3874
0,1027
0,4846
0,2334
0,2513
0,4760
0,2085
0,1105
0,3367
0,2332
0,1898
0,5803
0,4804
0,1202
0,6686
0,622
0,6195
0,3207
0,3520
0,1759
0,3571
0,4160
1,2751
0,5274
0,5147
0,3993
0,4341
0,4627
0,7017
0,5367
0,2328
0,5300
0,1727
0,3559
1,408
0,6847
0,1428
0,4245
0,6317
0,1077
0,3639
1,6647
1,5157
0,1912
0,5199
0,6115
1,1256
0,2477
1,7070
0,1999
0,3917
0,3930
0,3985
0,5574
0,6641
1,2809
0,1127
0,1387
0,5921
0,6943
0,2523
0,5540
0,5328
0,3641
0,1760
0,67
0,4266
0,5360
0,3365
0,2409
0,1366
0,357
0,1376
0,5506
0,3756
0,4550
0,85
0,4898
0,248
0,4230
0,6200
0,4784
0,1780
0,5428
0,6168
0,712
1,3325
0,6831
0,5254
0,5559
0,930
0,809
0,5658
1,724
0,1437
0,501
0,5473
0,2275
0,3283
0,6087
0,1997
0,4672
0,2690
0,6338
0,1068
0,5020
0,6858
0,3847
0,1872
0,368
0,5117
0,3687
0,6020
0,2669
0,4395
0,1768
1,426
0,5242
0,364
0,5950
0,3370
0,1199
0,748
0,3925
0,5625
0,1834
0,2507
0,685
0,190
0,747
0,221
0,3542
0,4897
0,1009
0,1787
0,1412
0,2084
0,5348
0,3573
0,1385
0,6219
0,6617
0,5417
0,4630
1,4139
0,1271
0,1021
0,4270
0,5792
0,4869
0,5988
1,2762
1,1232
0,2016
0,3696
0,6645
0,3987
0,2624
0,836
0,1148
0,3658
0,6452
0,2617
0,6297
0,1439
0,1784
0,2730
0,4337
0,4874
0,182
0,382
0,2844
0,1487
0,4834
0,3243
0,1695
0,2001
0,3956
1,6851
0,706
0,1423
0,6420
0,1970
0,6268
0,3145
0,4624
0,5668
0,4391
0,3681
0,1774
0,1476
0,2969
0,5561
0,3790
0,5121
0,1757
0,6572
0,457
0,358
1,441
0,1640
0,3063
0,1058
0,2072
0,4374
0,929
0,2979
0,663
0,3567
0,3566
0,6852
0,482
0,6426
0,1723
0,5331
0,1879
0,4220
0,6163
1,2816
0,2866
0,3615
0,1888
0,4861
1,2747
0,6191
0,5133
0,5682
0,4676
0,2618
0,3496
0,4346
0,3601
1,421
0,5830
0,5577
0,3491
0,6269
0,4111
0,767
0,6469
0,2889
0,3581
0,6302
0,2859
0,4504
0,6415
0,3651
0,4168
0,2878
0,1404
0,2896
0,4255
0,6436
0,1496
0,857
0,4146
0,4527
0,3351
0,925
0,3111
0,2184
0,1150
0,6424
0,7033
0,4592
0,1503
1,6838
0,3974
0,2717
0,3545
0,5616
0,6367
0,2651
0,2112
0,5716
0,1073
0,4064
1,3321
0,6173
0,4656
0,5568
0,4001
0,4016
0,7036
0,4048
0,2974
0,7201
0,2951
0,5401
0,1522
0,687
0,3177
0,4589
1,4746
0,6666
0,6225
0,5326
0,4772
0,672
0,6526
0,2575
1,6651
1,1230
0,3229
0,5656
0,6251
0,3179
0,2842
0,5742
0,4053
0,3617
1,4132
0,3263
1,4536
0,3067
0,3548
0,5378
0,4839
0,1530
0,1793
0,853
0,4805
0,4428
0,4701
0,5904
0,7037
0,1280
0,1992
0,5283
0,618
0,1324
0,5564
0,5056
0,2594
0,615
0,369
0,3210
0,2794
0,3121
0,3771
0,3405
0,4551
0,3008
1,1441
0,1103
0,3438
0,6275
0,5679
0,6405
0,2324
0,1046
0,6528
0,5749
0,6276
0,331
0,3064
0,4031
0,4401
0,3562
0,5413
0,723
0,1359
1,4749
0,5223
0,6732
0,5762
0,7023
0,149
0,7085
0,5435
0,4446
0,4316
0,4879
0,3461
0,6714
0,3095
0,7010
0,4778
0,3040
0,5938
0,3888
0,1943
0,6795
0,7016
1,6981
0,393
0,2101
0,516
0,4084
0,3915
0,2940
0,3033
0,6443
0,5669
0,4616
0,1173
0,2530
0,5835
0,4995
0,5925
0,7095
0,6904
0,6608
0,946
0,6320
0,1652
0,2466
0,5036
0,692
0,6052
0,289
0,4847
0,5005
0,4917
0,3355
0,6611
0,4024
0,5478
0,3719
0,2343
0,61
0,4734
0,3141
0,4887
0,323
0,832
1,2758
0,2552
0,4141
0,1907
0,6218
0,934
0,4360
0,3076
0,2415
0,3848
0,5316
0,3564
0,4269
0,3036
0,6411
0,589
0,2566
0,3512
0,590
0,6327
0,3442
0,1144
0,5280
0,4502
0,4667
0,4991
0,1413
0,6828
0,258
0,1991
0,5543
0,503
0,4629
0,607
0,5504
0,7049
0,587
0,3253
0,566
0,1382
0,5386
0,11
0,6589
1,2807
0,5855
0,6025
0,4046
0,5483
0,4696
0,6762
0,196
0,6984
0,133
0,235
1,2749
0,321
0,2166
0,5673
0,4857
0,7035
0,5315
0,7146
0,905
0,6142
0,1639
0,5843
0,1978
1,1251
0,1697
0,229
0,1056
0,3861
0,2370
0,5371
0,3385
0,4510
0,2069
0,3126
0,579
0,5264
0,1860
0,4837
0,114
1,2810
0,2150
0,5598
0,5275
0,1190
0,4381
0,943
0,3653
0,4392
0,3693
0,226
0,1557
0,17
0,6846
0,2338
0,2612
0,145
0,7135
0,2925
0,3254
0,1729
0,6554
0,418
0,688
0,988
0,4872
0,1062
0,950
0,6817
0,4213
0,2620
0,2277
0,6178
0,86
0,3606
0,2488
0,3052
0,5122
0,3475
0,2487
0,1844
0,288
0,477
0,6362
1,1300
0,2125
0,7004
0,2290
0,5152
0,4154
0,4712
1,422
0,2639
0,5190
0,5255
0,4692
0,6533
0,3172
0,1775
0,2281
0,1182
0,998
0,4185
0,4302
0,2713
0,2992
0,6284
0,935
0,1396
0,4413
0,3636
0,1292
0,6548
0,4507
0,3044
0,6039
0,2394
0,2606
0,990
0,3926
0,838
1,2743
0,2219
0,1504
0,5822
0,6124
0,865
0,3605
0,3196
0,6149
0,3341
0,2906
0,7184
0,6457
0,249
0,3048
0,3001
0,2519
0,1113
0,305
0,273
0,4299
0,5456
0,5151
0,4711
0,4952
0,2888
0,1473
0,4610
0,2358
0,3561
0,4622
0,1704
0,109
1,4133
0,1445
0,2263
0,1621
0,3697
0,92
0,166
0,6166
0,5962
0,6731
0,5790
0,2486
0,5711
0,1566
0,234
0,2318
0,5409
0,4956
0,6562
0,897
0,3362
0,2645
0,961
0,5957
0,466
0,3031
0,3960
0,5916
0,3640
0,4396
0,6031
0,1269
0,3936
0,7193
0,3620
0,7209
0,6890
0,4304
0,3633
0,1120
0,5169
0,4473
0,2498
0,6081
0,2367
0,7059
0,4271
0,338
0,2916
0,5858
0,6819
0,4613
0,4643
0,389
0,4029
0,5867
0,3521
0,6691
1,436
0,3368
0,3572
0,5
0,5158
0,2160
0,6531
0,4759
0,2157
0,3082
0,583
0,4174
0,7091
1,2882
0,3058
0,3655
0,1283
0,1699
0,2491
0,4246
0,5338
0,3045
0,3138
0,5660
0,643
0,570
0,6101
0,5258
0,1070
0,3791
0,6520
0,5954
0,5407
0,5947
0,3652
0,1618
0,3034
0,3080
0,3
0,7124
1,2771
0,989
0,306
0,10
0,2062
0,6546
0,1426
0,4713
0,2052
0,682
0,2577
0,4666
0,4041
0,1088
0,5779
0,332
0,1619
0,6500
0,5953
0,6770
0,473
0,1894
0,6841
0,459
0,5392
0,6538
0,5515
0,5861
0,5605
0,6323
0,5937
0,2287
0,6889
0,506
0,7008
0,2961
0,6236
0,2473
0,5530
0,6605
0,1993
0,3647
1,2034
1,2872
0,6884
0,290
0,6449
0,3947
1,2777
0,1048
0,6737
0,1060
0,6406
0,3649
0,4027
0,6136
0,2962
0,2869
0,5153
0,2076
1,749
0,7202
0,2557
0,2114
0,6220
0,1794
0,219
0,3452
1,1242
0,1836
0,4801
0,835
0,1501
0,6736
1,3324
0,3787
0,4574
0,6529
0,1129
0,596
0,3332
0,758
0,1930
1,654
0,3544
0,2063
1,6092
0,743
0,5482
0,4106
0,879
0,5595
0,3256
0,4407
0,6123
0,2452
0,5919
0,3536
0,3108
0,6733
0,1877
0,5685
0,782
0,1174
0,2736
0,2365
0,5697
0,2024
0,2439
0,5607
0,3824
0,4668
0,6454
0,1018
0,1436
0,177
0,4844
0,4934
0,7050
0,7019
0,1980
0,399
0,3817
0,2692
1,3830
0,5049
0,1214
0,6044
0,5220
0,4865
0,3870
0,2947
0,5101
0,386
0,4394
0,5113
0,1451
1,4750
0,336
0,5644
0,5578
0,4340
0,3201
0,2922
0,6488
0,4599
0,7005
0,5932
0,3288
0,5740
0,1287
0,4880
0,1574
0,4037
0,766
0,959
0,3816
0,71
0,2438
0,3949
0,169
0,4994
0,5614
0,1342
0,1895
0,4725
0,4479
0,97
0,2047
0,1183
0,5356
0,6798
0,5062
0,4398
0,5048
0,4916
0,5563
0,1583
0,1093
0,3038
0,5510
0,316
0,1693
0,132
0,1770
0,2666
0,1494
0,3979
0,1667
0,299
0,2185
0,3675
0,3228
0,1059
0,2053
0,3541
0,6532
0,3392
0,2231
0,703
0,1128
0,4000
0,7161
0,5791
0,3295
0,5459
0,6398
0,6460
0,4919
0,2722
0,3758
0,1646
0,940
0,3499
0,3941
0,2451
0,1078
0,1135
0,46
0,4813
0,2901
0,796
1,4540
0,6483
0,2991
0,4462
0,2567
0,4941
0,936
0,351
0,954
0,5667
0,5788
0,1015
0,3135
0,4512
0,4584
1,744
0,686
0,677
0,5472
0,4499
0,1719
0,5980
0,341
1,6075
0,4970
0,6664
0,4501
0,3394
0,3763
0,1449
0,5601
0,6181
0,5739
0,458
0,924
0,6616
0,5949
1,3390
0,3837
0,3174
0,1195
0,1074
0,2123
0,4322
0,5196
1,47
0,5484
0,3843
0,1553
1,6945
0,4615
0,6575
0,3068
0,3173
0,6126
0,3011
0,1032
0,6079
0,5829
0,547
0,1572
0,870
0,4486
0,330
0,5945
0,4410
0,4951
0,5351
0,2445
0,6760
0,1713
0,6628
0,5057
0,6433
0,4583
0,4418
0,4482
0,889
1,2748
0,3061
0,493
0,5898
0,4165
0,2361
0,5986
0,5165
0,3764
0,1535
0,175
0,981
0,4687
0,3718
0,6703
1,1254
0,4227
0,2010
0,5114
0,3144
0,764
0,1600
0,3340
0,2
0,786
0,674
0,4716
0,4569
0,6258
0,6626
1,2803
0,3722
0,4334
1,6076
0,427
0,4300
0,4336
1,652
0,6279
0,670
0,3120
0,5282
0,6722
0,694
0,3155
0,1023
0,5047
0,7086
0,1378
0,259
0,2307
0,5859
0,3713
0,6665
0,2996
0,163
1,6290
0,2907
0,264
0,6866
0,3364
0,385
0,3773
0,231
0,2336
0,701
0,5600
0,4368
0,1126
0,3961
0,7222
0,2383
0,1886
1,5182
0,1446
0,6401
0,4932
0,3314
0,5920
0,2143
1,2808
0,1094
0,6830
0,964
0,5964
0,179
0,5164
0,4963
0,5341
0,105
0,2471
0,999
0,4717
0,2077
0,2744
1,5728
0,715
0,1602
0,1157
0,4523
0,2673
0,4380
0,1052
0,1762
0,1296
1,2778
0,68
0,6560
0,2042
0,2863
0,2327
0,1660
0,4769
0,2928
0,1548
0,3349
0,6864
0,975
0,6718
0,3259
0,76
0,3845
0,1560
0,4249
0,1899
0,5757
0,7143
0,3002
0,5780
0,4871
0,1948
0,1728
0,1100
0,5085
0,2057
0,5204
0,1911
0,16
0,2834
0,1310
0,2117
0,6833
0,3328
0,7066
0,846
1,2781
0,5468
0,300
0,2540
0,2727
0,6539
0,6122
1,6839
0,2299
0,6811
0,2110
0,5462
0,5699
0,355
0,6955
0,1079
0,228
0,6875
0,3502
0,3668
0,4331
0,5128
0,3199
0,1347
0,297
0,6182
1,2770
0,6159
0,4449
0,2494
0,5677
0,2964
0,4058
0,2880
0,4902
0,1935
0,5433
0,3317
0,5702
0,4644
0,4577
1,2814
0,5646
0,3920
0,7094
0,972
1,4751
1,419
0,3237
0,411
0,3462
0,3853
0,2258
0,6919
0,791
0,1317
0,2497
0,1647
0,657
0,524
0,3948
0,7026
1,7111
0,4466
0,7179
0,2900
0,1703
0,4416
0,4483
0,2174
0,2864
0,1311
0,6549
0,4586
0,2649
0,2146
0,4091
0,4190
0,40
0,1832
0,4455
0,3839
0,2982
0,2155
1,4294
0,5969
0,3905
0,5511
0,6558
0,5481
0,6579
0,681
0,2885
0,702
0,1825
0,2605
0,5787
0,1397
0,4678
0,6161
0,4626
0,1110
0,6390
0,6334
0,3600
0,4948
0,529
0,2209
0,2952
0,4150
0,2697
0,4082
0,4509
0,3282
0,937
0,6802
0,754
0,5297
0,6995
0,4351
0,711
0,6114
0,5797
0,5761
0,1945
0,564
0,340
0,7110
0,746
0,4028
0,6906
0,6958
0,5069
0,2449
0,1137
1,425
0,4674
0,1947
0,6196
0,1348
0,5304
0,600
0,1798
0,5700
0,6377
0,2517
0,1038
0,1268
0,4264
0,3685
0,4737
0,4217
0,778
0,4533
0,4904
0,5493
0,7087
0,1764
1,5648
0,5816
0,254
0,6908
0,3529
0,5733
0,4909
0,4054
0,82
0,6505
1,6753
0,3933
0,805
1,4972
0,141
0,5059
0,5751
0,2254
0,3550
0,6097
0,4219
0,1417
0,515
1,2825
0,3244
0,2169
0,4852
0,3022
0,6719
0,5191
0,3630
0,6418
0,1739
0,7052
0,5993
0,3217
0,232
0,6339
0,5998
0,3020
0,1355
0,1462
0,1818
0,6068
0,3371
0,820
0,886
0,4489
0,6518
0,5406
0,2791
0,4572
1,4976
0,4552
0,4204
0,1883
0,762
0,2198
0,2319
0,4107
0,1138
0,3692
0,5569
0,5075
0,5451
0,1944
0,1905
0,2025
0,6050
0,3741
0,588
0,4014
0,77
0,2638
0,3469
0,3785
0,2362
0,4215
0,2248
0,3556
0,6876
0,6706
0,5363
0,3245
0,5558
0,6571
0,3230
0,2879
0,215
0,3819
0,392
0,27
0,752
0,1810
0,478
0,4892
0,5994
0,909
0,7057
0,4946
0,1558
0,5319
0,2485
0,5847
0,2151
0,6108
0,2180
0,2331
0,6887
0,563
0,5018
0,4838
0,4195
0,969
0,6757
0,6685
0,4176
0,5352
0,5030
0,5849
0,4693
0,3386
0,4102
0,997
0,3227
0,6414
0,1017
0,5773
0,6676
1,653
0,5201
0,6307
0,4144
0,4414
0,919
0,3400
0,1609
0,2788
0,2715
0,1950
0,3133
0,2926
0,4436
0,7127
0,3738
0,3236
0,3798
0,6927
0,5766
0,5129
0,5542
0,3265
0,1215
1,6093
1,5640
0,3056
0,518
0,1724
0,5872
0,2342
0,3301
0,1375
0,4570
0,2954
0,5622
0,6870
0,2886
0,268
0,5461
0,6763
0,107
0,3477
0,6536
0,3129
0,5170
1,2779
0,2573
0,4377
0,3226
0,632
0,3206
0,602
0,3489
0,5808
0,4901
0,4965
0,1694
0,1158
0,2558
0,4895
0,5227
0,4947
1,438
1,3820
0,7183
0,4012
0,609
0,2855
0,2835
0,3231
0,5396
0,6077
0,1055
0,6199
0,1354
0,3127
0,7001
0,1603
0,3589
0,6146
1,1808
0,5889
0,5014
0,4555
0,4350
0,2981
0,3889
0,1920
0,303
0,676
0,1550
0,4005
1,2802
0,4094
0,3576
0,2192
1,6648
0,41
0,4371
0,1549
1,1264
0,1663
0,7022
0,2924
0,5029
0,5982
0,5738
0,1612
0,344
0,3106
0,4283
0,932
0,5893
0,251
1,5187
0,4453
0,278
0,1717
0,1463
0,3624
0,6164
0,2280
0,1923
0,610
0,5984
0,1374
0,328
0,2985
0,781
0,7149
0,3041
0,1962
0,3238
0,6207
0,6724
0,6058
0,4607
0,3832
1,1851
0,3846
0,6455
0,784
0,5256
0,5210
0,4618
0,5094
0,3346
0,1210
0,1403
0,5431
0,3195
0,3422
0,1689
1,1244
0,6604
0,4241
0,4104
0,540
0,80
0,6109
0,5707
0,6348
0,359
0,5434
0,1915
0,486
0,1187
0,13
0,6812
0,4223
0,4647
0,2427
0,1610
0,2226
0,757
0,6407
0,7142
0,4767
0,3103
0,5936
0,3275
0,966
1,4541
0,4155
0,4741
0,4073
0,1918
0,3621
1,6880
0,3122
0,6305
0,2688
0,6741
0,7182
0,4828
1,6948
0,2935
0,4573
0,4529
0,1117
0,4811
0,5332
0,2074
0,3959
1,2741
0,6766
0,2054
0,3770
0,7207
0,1372
0,6046
0,2479
0,2330
0,391
0,3089
0,58
0,568
0,5276
0,4621
0,5092
0,26
0,1897
0,5213
0,1626
0,717
0,1025
0,2432
0,3602
0,4684
1,442
0,1477
0,6312
0,3772
0,5084
0,2556
0,855
0,1099
0,2168
0,7139
0,859
0,5420
0,819
0,3023
0,5524
0,1650
0,3342
0,1925
0,455
0,52
0,5313
0,5729
0,4116
0,6675
0,4290
0,2064
0,1217
0,2312
0,5573
0,7115
0,55
0,3077
0,2341
0,2366
0,3707
0,2627
0,3015
0,5694
0,2096
0,3887
0,1756
0,6773
0,1735
0,1809
0,3934
0,2271
0,585
0,3610
0,360
0,603
0,5809
1,4980
0,4785
0,4868
0,1599
0,3012
0,4564
0,3659
0,1147
0,1686
1,1222
0,1714
0,6261
0,3530
0,6429
0,7170
0,3278
0,2145
0,6721
0,795
0,3815
0,5067
0,5172
0,4653
1,7055
0,6204
0,7186
0,315
0,1604
