d3mIndex,pmid,py,py2,py3,minpol,rbal,lnkmdist,mido
280,1,30,900,27000.0,5.0,0.5990141220357049,7.539027055824,0
2705,0,4,16,64.0,-4.0,0.19245868711768505,7.827240901752808,0
24733,0,35,1225,42875.0,8.0,0.228243211882107,6.58340922215876,0
25525,0,31,961,29791.0,4.0,0.00111200428724544,8.36053938137086,0
24902,0,23,529,12167.0,4.0,0.3412060301507539,7.90470391387375,0
21601,0,55,3025,166375.0,-3.0,0.0316157292850933,7.226209010100669,0
20415,0,46,2116,97336.0,-8.0,0.0193894098568709,8.685584842676692,0
12469,0,21,441,9261.0,-6.0,0.932411674347158,7.65396918047877,0
19848,0,19,361,6859.0,-3.0,0.385909868796349,7.378383712996711,0
24193,1,13,169,2197.0,-7.0,0.0104566929133858,7.880804344674899,0
26434,0,74,5476,405224.0,6.0,0.505040713454827,6.3578422665081,0
5114,0,48,2304,110592.0,2.0,0.0069680380452433795,8.98907006504365,0
1946,1,6,36,216.0,-4.0,0.407912923289565,7.207118856207759,1
21879,0,86,7396,636056.0,-8.0,0.0119854492711134,8.39185670010494,0
18850,0,7,49,343.0,-6.0,0.0282931867645431,8.626944055375361,0
8261,0,15,225,3375.0,-5.0,0.7416921142446559,7.71199650704767,0
7424,0,3,9,27.0,2.0,0.0523097206024035,8.21093973337902,0
19739,0,37,1369,50653.0,-8.0,0.14188987354376198,7.65964295456468,0
17402,0,6,36,216.0,-10.0,0.120194647201946,8.19808924895612,0
22013,0,80,6400,512000.0,-8.0,0.8694404591104731,8.405367376233983,0
12965,0,23,529,12167.0,-8.0,0.4676710608914,8.56044423341055,0
13264,0,21,441,9261.0,10.0,0.7615606936416179,7.08086789669078,0
17475,0,64,4096,262144.0,-1.0,0.29790269653302903,7.521317980199242,0
4683,1,2,4,8.0,-1.0,0.00346474232056336,8.369620826949099,0
15733,0,6,36,216.0,1.0,0.208,8.24538446812075,0
22073,0,70,4900,343000.0,-7.0,0.124488558872556,8.4690528160883,0
17274,0,80,6400,512000.0,-1.0,0.10801667207967998,7.4882935151594285,0
25661,0,26,676,17576.0,8.0,0.00470739636954755,8.5143892640835,0
2448,0,13,169,2197.0,-3.0,0.374145333121323,8.40020983593042,0
2782,0,81,6561,531441.0,-8.0,0.103256457287188,7.827240901752808,0
20946,0,13,169,2197.0,-10.0,0.0564410954934067,7.85205020726589,0
26697,0,93,8649,804357.0,-3.0,0.127722918201916,7.96485088744731,0
3073,1,9,81,729.0,-3.0,0.0458006602408271,7.686162303492909,0
11220,0,28,784,21952.0,-10.0,0.415573770491803,7.1876571641149605,0
23961,0,20,400,8000.0,6.0,0.112393261020078,7.454719949364001,0
4884,1,84,7056,592704.0,7.0,0.180702273179758,8.81314100828505,0
8319,0,73,5329,389017.0,-7.0,0.78566575163754,7.71199650704767,0
24237,0,88,7744,681472.0,-7.0,0.184427425237053,7.029972911706389,0
11821,0,32,1024,32768.0,-9.0,0.831168831168831,8.52218073292728,0
2260,0,5,25,125.0,-3.0,0.15136068074175196,8.23403420769204,0
19147,0,34,1156,39304.0,-9.0,0.122995887815922,8.62479120201426,0
8640,0,21,441,9261.0,-3.0,0.172585377519016,8.6447065117152,0
20396,0,27,729,19683.0,-10.0,0.0218624423397465,8.685584842676692,0
12727,0,62,3844,238328.0,-7.0,0.545665891730322,7.2936977206014415,0
6643,0,4,16,64.0,-3.0,0.837992142675447,8.89316082873538,0
10731,0,17,289,4913.0,-9.0,0.4050286963651271,6.17378610390194,0
23948,0,19,361,6859.0,7.0,0.0570729193506828,7.49609734517596,0
22007,0,74,5476,405224.0,-8.0,0.894072769953052,8.405367376233983,0
22031,0,28,784,21952.0,-3.0,0.0228301592257259,8.4690528160883,0
26770,0,94,8836,830584.0,6.0,0.746857142857143,8.70731756027321,0
24936,0,34,1156,39304.0,8.0,0.0055714444898414,8.490849216076631,0
5065,0,89,7921,704969.0,-8.0,0.00206692184714383,8.90693533905917,0
13757,0,14,196,2744.0,-8.0,0.47636423950904,7.91095738284559,0
10342,0,47,2209,103823.0,-9.0,0.640619793402199,8.26539293085222,0
26733,0,93,8649,804357.0,6.0,0.862450957765982,8.55313931818971,0
18425,0,66,4356,287496.0,-7.0,0.788586635127144,6.93537044601511,0
19323,0,30,900,27000.0,-6.0,0.23315690320265506,8.758726607842041,0
23456,0,72,5184,373248.0,2.0,0.0293904617811328,8.99156227817161,0
20410,0,41,1681,68921.0,-8.0,0.0189006879048955,8.685584842676692,0
15702,0,85,7225,614125.0,-8.0,0.0232346618157764,7.78945456608667,0
21383,0,30,900,27000.0,0.0,0.0877666409663326,8.65172408437384,0
7938,0,4,16,64.0,-4.0,0.000552101467296692,8.58372971521648,0
27089,0,98,9604,941192.0,8.0,0.0470345302282895,8.56978564153541,0
1157,0,7,49,343.0,-3.0,0.5764983248541999,7.973155433444131,0
8865,0,78,6084,474552.0,-8.0,0.11323758773069903,8.69767973226446,0
27073,0,94,8836,830584.0,8.0,0.0917007750587825,8.4690528160883,0
629,0,55,3025,166375.0,-5.0,0.701771097939599,8.34450508359052,0
8953,0,82,6724,551368.0,-7.0,0.8383690856534309,8.75904072752422,0
20423,0,54,2916,157464.0,-9.0,0.0278426029596255,8.685584842676692,0
23657,0,81,6561,531441.0,8.0,0.0367992076083033,8.24852912480022,0
1168,0,18,324,5832.0,-6.0,0.7249717514124291,7.973155433444131,0
2248,0,83,6889,571787.0,-8.0,0.28882811205039,8.18479265416508,0
15045,0,27,729,19683.0,-3.0,0.935510963523833,8.90123035211078,0
17594,0,3,9,27.0,-3.0,0.0129970726407597,8.60116662519242,0
10618,0,43,1849,79507.0,-9.0,0.5002134623594711,8.71719093322313,0
5903,1,17,289,4913.0,-3.0,0.00399994103281033,8.0040315078527,0
23256,0,30,900,27000.0,10.0,0.00010830541848515,8.11072758297449,0
16357,0,22,484,10648.0,2.0,0.870286848277106,8.345930261979019,0
24810,0,82,6724,551368.0,6.0,0.974301675977654,7.65396918047877,0
20661,0,62,3844,238328.0,-8.0,0.904260192395786,6.715383386334679,0
12599,0,69,4761,328509.0,-8.0,0.398971444038436,7.5416830998821105,0
9331,0,14,196,2744.0,-7.0,0.00871062144947495,7.880804344674899,0
3571,1,26,676,17576.0,-9.0,0.695408734602464,7.299797366758161,0
24154,1,34,1156,39304.0,-7.0,0.379752943447211,7.230563153409292,0
8911,0,40,1600,64000.0,2.0,0.959831460674157,8.75904072752422,0
23655,0,79,6241,493039.0,8.0,0.0314738062344179,8.24852912480022,0
10683,1,7,49,343.0,-9.0,0.6717827626918539,5.505331535932361,0
23774,0,25,625,15625.0,9.0,0.0489517504263216,8.42551640284433,0
18905,0,62,3844,238328.0,-3.0,0.0216232540581351,8.626944055375361,0
5168,0,12,144,1728.0,1.0,0.0282522195695569,9.02617712030286,0
2055,0,70,4900,343000.0,-9.0,0.0450905716112749,8.23747928861363,0
14674,0,16,256,4096.0,-10.0,0.6786902052961921,8.82702806850915,0
3014,0,43,1849,79507.0,0.0,0.744586981605919,8.08147504013705,0
20579,1,1,1,1.0,-8.0,0.322897196261682,5.82008293035236,0
2359,0,14,196,2744.0,-3.0,0.0948196668929984,8.37124213593193,0
4236,0,15,225,3375.0,2.0,0.5082867039701571,7.204892510204671,0
8455,0,4,16,64.0,-3.0,0.3639245929734361,7.8648040033284605,0
19257,0,54,2916,157464.0,-9.0,0.0363680511526892,8.7371316117815,0
13405,0,17,289,4913.0,-5.0,0.398909058392202,7.711548979629152,0
25369,0,35,1225,42875.0,9.0,0.8050458715596329,7.5994013334158215,0
13223,0,7,49,343.0,-8.0,0.8139240506329108,7.09589322109753,0
17321,0,37,1369,50653.0,-6.0,0.170466991934681,7.72090525193678,0
21742,0,19,361,6859.0,-9.0,0.0479381795801135,7.76302130901852,0
25865,0,20,400,8000.0,7.0,0.004220168806752271,7.795234929002169,0
8217,0,3,9,27.0,10.0,0.0605581885202738,7.49776170062257,0
17898,0,37,1369,50653.0,-3.0,0.0826534060734804,8.61920811682297,0
2111,0,36,1296,46656.0,-1.0,0.9375422468568342,7.66199755890189,0
16725,0,30,900,27000.0,2.0,0.523818067641518,8.7827830173932,0
20262,0,73,5329,389017.0,-8.0,0.803088803088803,8.55313931818971,0
19595,0,69,4761,328509.0,-7.0,0.819457659372027,7.07496319796604,0
778,0,24,576,13824.0,-5.0,0.9647418101054972,8.45574322910002,0
14765,0,17,289,4913.0,-10.0,0.0853743876836949,8.55929436743487,0
10166,0,10,100,1000.0,-3.0,0.575356590479464,8.14554963178358,0
11767,0,60,3600,216000.0,-4.0,0.9918728553368248,8.25478892614873,0
11955,0,2,4,8.0,-3.0,0.0304714291616742,8.693328989123112,0
19157,0,44,1936,85184.0,-9.0,0.125652393512543,8.62479120201426,0
65,1,63,3969,250047.0,6.0,0.596851624427822,6.89871453432999,0
25119,0,37,1369,50653.0,9.0,0.5931198102016609,6.947937068614969,0
9770,0,1,1,1.0,3.0,0.0484927916120577,7.29709100516042,0
1273,0,33,1089,35937.0,-9.0,0.820903361344538,8.30251371851416,0
15070,0,52,2704,140608.0,-9.0,0.912913121330317,8.90123035211078,0
24456,0,34,1156,39304.0,7.0,0.34238758274366604,6.17378610390194,0
9712,0,28,784,21952.0,-3.0,0.0879925159586177,7.164720378771862,0
4926,0,40,1600,64000.0,-5.0,0.0035263742582603602,8.72745411689943,0
13069,0,19,361,6859.0,8.0,0.340609258815064,7.52617891334615,0
18894,0,51,2601,132651.0,-6.0,0.0227303869808081,8.626944055375361,0
8573,0,38,1444,54872.0,2.0,0.8065363770734109,8.28223006329669,0
13403,0,15,225,3375.0,-5.0,0.515359701639022,7.711548979629152,0
16617,0,12,144,1728.0,-9.0,0.0602064581104047,8.76139348525606,0
18265,1,14,196,2744.0,-8.0,0.7263157894736841,5.50938833662798,0
4617,0,0,0,0.0,-1.0,0.00193618257137812,8.369620826949099,0
17360,0,76,5776,438976.0,-1.0,0.0756922814353373,7.72090525193678,0
8399,1,5,25,125.0,-7.0,0.392457718341209,7.68937110752969,0
7514,0,23,529,12167.0,-3.0,0.008908565720918929,8.197814032221201,0
1805,0,10,100,1000.0,-6.0,0.0407808424879475,7.888334500738652,0
2269,0,14,196,2744.0,-3.0,0.17693310974473606,8.23403420769204,0
23402,0,23,529,12167.0,4.0,0.00544808274024922,8.47949132423223,0
25830,0,87,7569,658503.0,0.0,0.0235220361338859,7.78945456608667,0
12614,0,2,4,8.0,-3.0,0.4520486267447101,7.4916454736051294,0
5292,0,46,2116,97336.0,0.0,0.00249705759853885,9.03384182848502,0
3501,0,81,6561,531441.0,-7.0,0.0282592765305443,7.73061406606374,0
13208,0,19,361,6859.0,-10.0,0.269500854052002,7.24136628332232,0
3535,1,0,0,0.0,-3.0,0.339302398006851,7.299797366758161,0
14326,0,65,4225,274625.0,-6.0,0.458672989257299,8.06117135969092,0
22200,0,57,3249,185193.0,4.0,0.276282376841036,8.59081533128685,0
19405,1,12,144,1728.0,-6.0,0.516417910447761,5.880532986400699,0
5651,1,24,576,13824.0,6.0,0.0052115822027572105,7.76556908109732,0
4175,1,31,961,29791.0,2.0,0.24613637881520106,7.03085747611612,0
198,1,39,1521,59319.0,0.0,0.22235399536158496,6.55819780281227,0
4625,0,8,64,512.0,-3.0,0.0020069579134330802,8.369620826949099,0
22870,0,94,8836,830584.0,8.0,0.116662758559715,8.025189321890839,0
6620,0,51,2601,132651.0,-7.0,0.221211889010924,8.75998249497728,0
8482,0,31,961,29791.0,-1.0,0.378238341968912,7.8648040033284605,0
4527,0,37,1369,50653.0,-6.0,0.00499901443308001,8.1164170727942,0
6723,0,14,196,2744.0,2.0,0.175573890104956,8.83419131820207,0
7729,0,28,784,21952.0,10.0,0.00706753065243631,8.29629711264251,0
18579,0,43,1849,79507.0,-9.0,0.233668596972468,7.80180040190897,0
1437,0,17,289,4913.0,-6.0,0.0992801166393293,8.5131851700187,0
11215,0,23,529,12167.0,-3.0,0.172332481823541,7.1876571641149605,0
9637,0,37,1369,50653.0,-9.0,0.15438220316269102,7.140453043101162,0
16974,1,3,9,27.0,-9.0,0.409202338299076,6.2709884318583,0
6005,1,58,3364,195112.0,5.0,0.0038157155070444,7.98002359231065,0
12518,0,70,4900,343000.0,-6.0,0.6264321875832671,7.65396918047877,0
21054,0,51,2601,132651.0,-9.0,0.0111437247533789,8.49515206053936,0
5070,0,4,16,64.0,3.0,0.0114317694772877,8.98907006504365,0
10769,0,1,1,1.0,-9.0,0.0431761786600496,7.31121838441963,0
20173,0,74,5476,405224.0,-8.0,0.4204963235294121,8.22335889947926,0
24917,0,39,1521,59319.0,6.0,0.116403359370412,7.60339933974067,0
18765,0,12,144,1728.0,-6.0,0.263014602755548,8.061486866871329,0
14310,0,49,2401,117649.0,-6.0,0.397022178885948,8.06117135969092,0
24137,0,96,9216,884736.0,-7.0,0.3737962837379629,8.8446246833853,0
14009,0,10,100,1000.0,-8.0,0.0476331360946746,8.35537989525363,0
5880,1,41,1681,68921.0,2.0,0.0014397746752633199,8.0040315078527,0
8719,0,16,256,4096.0,2.0,0.310103139780044,8.43988008831357,0
15907,0,59,3481,205379.0,-5.0,0.137442200048674,7.651595573857598,0
7552,0,61,3721,226981.0,-10.0,0.0347518749947153,8.197814032221201,0
9482,0,50,2500,125000.0,-10.0,0.324755265499852,7.1514854639047405,0
9844,0,19,361,6859.0,-3.0,0.0319748536743984,7.37963215260955,0
15808,0,1,1,1.0,-10.0,0.0337981564641929,5.9427993751267,0
1036,0,66,4356,287496.0,5.0,0.35502958579881705,7.89692465626886,0
14754,0,6,36,216.0,-9.0,0.085452140502635,8.55929436743487,0
2035,0,50,2500,125000.0,2.0,0.0556100778054315,8.23747928861363,0
14690,0,32,1024,32768.0,-10.0,0.541926008811805,8.82702806850915,0
2065,0,80,6400,512000.0,-4.0,0.0495320712976148,8.23747928861363,0
23001,0,93,8649,804357.0,8.0,0.18114100734449495,7.204892510204671,0
1817,0,8,64,512.0,-8.0,0.0156320926009986,8.04622910107538,0
17943,0,82,6724,551368.0,-10.0,0.149621613975529,8.61920811682297,0
25088,0,30,900,27000.0,6.0,0.3624474544605321,7.09589322109753,0
21741,0,18,324,5832.0,-9.0,0.0499397889069916,7.76302130901852,0
8915,0,44,1936,85184.0,2.0,0.889257754434645,8.75904072752422,0
17035,1,64,4096,262144.0,-8.0,0.452047693105236,6.2709884318583,0
7194,1,20,400,8000.0,-9.0,0.0294187870932533,7.999342952713278,0
1619,0,7,49,343.0,-5.0,0.0768337975858867,7.7844732357364705,0
11035,0,26,676,17576.0,-8.0,0.42837492631165297,7.5352967024440884,0
26856,0,76,5776,438976.0,9.0,0.157603954637976,7.14834574390007,0
19647,1,20,400,8000.0,-3.0,0.0619513671677934,7.362010551259731,0
17675,0,84,7056,592704.0,-3.0,0.0193149999379604,8.60116662519242,0
27058,0,91,8281,753571.0,7.0,0.7756862745098041,8.405367376233983,0
22493,1,0,0,0.0,6.0,0.9323741007194252,5.83188247728352,0
8143,0,1,1,1.0,7.0,0.402816901408451,7.29301767977278,0
2183,0,18,324,5832.0,-3.0,0.533169533169533,8.18479265416508,0
15365,0,71,5041,357911.0,-6.0,0.0302668181640089,7.23705902612474,0
21919,0,56,3136,175616.0,-3.0,0.38252349530094,8.02551638648901,0
9312,0,22,484,10648.0,-7.0,0.10408978620879,7.872455150063982,0
1978,1,1,1,1.0,7.0,0.34231729459827503,7.207118856207759,0
26665,0,31,961,29791.0,6.0,0.164156242021956,8.05610965954506,0
2787,0,86,7396,636056.0,-8.0,0.0975219824140687,7.827240901752808,0
6893,0,44,1936,85184.0,5.0,0.215350894359858,9.073947747070633,0
19190,0,77,5929,456533.0,-7.0,0.163385471227829,8.62479120201426,0
16860,1,47,2209,103823.0,-3.0,0.6226746226746229,5.843544417031361,0
14569,0,1,1,1.0,-9.0,0.215706314003638,8.357259153499909,0
12878,0,17,289,4913.0,-10.0,0.0469061560373477,8.112527763478639,0
930,0,50,2500,125000.0,-3.0,0.17379036215526505,7.43248380791712,0
1370,0,40,1600,64000.0,-5.0,0.584644004735329,8.477412321404389,0
9824,0,55,3025,166375.0,-7.0,0.0899529879319537,7.29709100516042,0
24031,0,16,256,4096.0,-7.0,0.0259661469392708,8.15651022607997,0
1846,0,9,81,729.0,-8.0,0.0667396061269147,7.94129557090653,0
18636,0,11,121,1331.0,-1.0,0.189254919301349,8.15593633797239,0
15909,0,61,3721,226981.0,-5.0,0.123580313683072,7.651595573857598,0
4730,0,24,576,13824.0,-9.0,0.00639573170972156,8.63958779962984,0
24364,0,81,6561,531441.0,-10.0,0.144840599301566,8.14554963178358,0
13198,0,9,81,729.0,0.0,0.489565843127848,7.24136628332232,0
11772,0,65,4225,274625.0,-7.0,0.93248683803035,8.25478892614873,0
2959,0,78,6084,474552.0,-9.0,0.4990873450470611,8.03300949859667,0
5854,1,15,225,3375.0,2.0,0.0025189983011114398,8.0040315078527,0
15810,0,3,9,27.0,6.0,0.0314775160599572,5.9427993751267,0
5829,0,2,4,8.0,-9.0,0.0036558317546933,8.0040315078527,0
496,0,12,144,1728.0,-5.0,0.199845141308556,8.23244015847034,0
20480,0,21,441,9261.0,-3.0,0.129652546406473,8.70731756027321,0
3125,1,36,1296,46656.0,-10.0,0.0358097631396033,7.686162303492909,0
17642,0,51,2601,132651.0,-3.0,0.0118730000080604,8.60116662519242,0
2656,1,33,1089,35937.0,-5.0,0.463126843657817,6.97447891102505,0
1084,0,24,576,13824.0,-9.0,0.0790537294027868,8.16394095475501,0
17987,0,36,1296,46656.0,-8.0,0.0239246978404377,8.726318950962241,0
21714,0,61,3721,226981.0,-1.0,0.268797260664859,6.910750787961942,0
26902,0,74,5476,405224.0,7.0,0.6810457516339872,8.48652777710535,0
863,1,4,16,64.0,-7.0,0.0157700596816976,6.94889722231331,0
20037,0,28,784,21952.0,-10.0,0.0164351150262512,8.56063574925907,0
7071,0,13,169,2197.0,7.0,0.00312027735798738,7.7591874385078,0
6314,1,4,16,64.0,-6.0,0.0020953969509352396,8.10922495308995,0
21643,0,11,121,1331.0,-7.0,0.2809320643255661,7.772752716468741,0
12861,0,27,729,19683.0,9.0,0.111841122890847,7.60339933974067,0
7878,0,6,36,216.0,0.0,0.126829268292683,7.90248743716286,0
20830,0,5,25,125.0,1.0,0.349342770475227,7.970049304976139,0
11808,0,19,361,6859.0,-3.0,0.7809606481481479,8.52218073292728,0
12422,0,56,3136,175616.0,-10.0,0.39500567536889897,7.554334823725751,0
3736,1,21,441,9261.0,-9.0,0.0692223110755698,7.70210434005105,0
2798,0,7,49,343.0,2.0,0.349085838239851,7.793586803371579,0
286,1,36,1296,46656.0,-7.0,0.660480959886115,7.539027055824,0
26692,0,100,10000,1000000.0,8.0,0.25931059419067104,7.378383712996711,0
19953,0,34,1156,39304.0,-3.0,0.0966893225169919,7.96485088744731,0
26061,0,93,8649,804357.0,3.0,0.175280534080071,7.651595573857598,0
1078,0,18,324,5832.0,-6.0,0.0547573968890374,8.16394095475501,0
8388,0,58,3364,195112.0,-7.0,0.303849254026432,7.68937110752969,0
15237,0,31,961,29791.0,-6.0,0.0889883975010002,6.9707300781435295,0
3923,0,57,3249,185193.0,-9.0,0.131823157093228,7.34923082461333,0
18529,0,83,6889,571787.0,-10.0,0.139032242791535,7.56682847920833,0
21451,1,26,676,17576.0,-3.0,0.877528089887641,6.25958146406492,0
20654,0,55,3025,166375.0,-8.0,0.967263427109974,6.715383386334679,0
10692,1,3,9,27.0,-9.0,0.7503258238689259,5.505331535932361,0
18598,0,62,3844,238328.0,-3.0,0.0440364715469656,7.80180040190897,0
13725,0,9,81,729.0,0.0,0.5436880542514351,8.01994168767737,0
25858,0,13,169,2197.0,8.0,0.00312056737588652,7.795234929002169,0
16680,0,75,5625,421875.0,-3.0,0.0949825865258036,8.76139348525606,0
422,0,28,784,21952.0,-5.0,0.422421474715972,7.783224016336041,0
15647,0,30,900,27000.0,-6.0,0.0101778623152134,7.78945456608667,0
17007,1,36,1296,46656.0,-9.0,0.232904642409034,6.2709884318583,0
12605,0,75,5625,421875.0,-5.0,0.7807534597642242,7.5416830998821105,0
15026,0,8,64,512.0,-9.0,0.97713066016161,8.90123035211078,0
19639,1,12,144,1728.0,-10.0,0.0986588921282799,7.362010551259731,0
24524,0,73,5329,389017.0,-7.0,0.911717815862893,7.42297125104942,0
9211,0,24,576,13824.0,-9.0,0.140956709716756,7.230563153409292,0
13360,0,9,81,729.0,1.0,0.111573688592839,6.293419278846482,0
12633,0,21,441,9261.0,-9.0,0.231519810762862,7.4916454736051294,0
12886,0,25,625,15625.0,7.0,0.0403959188200067,8.112527763478639,0
16211,0,56,3136,175616.0,-6.0,0.279420940970922,8.106816038947048,0
329,0,24,576,13824.0,-5.0,0.130955409212101,8.20275638165564,0
7450,0,29,841,24389.0,5.0,0.0495836162557463,8.21093973337902,0
2517,0,82,6724,551368.0,-7.0,0.5280870865880011,8.40020983593042,0
15068,0,50,2500,125000.0,-9.0,0.8368527588964408,8.90123035211078,0
10324,0,29,841,24389.0,-10.0,0.671864740643467,8.26539293085222,0
17291,0,7,49,343.0,-3.0,0.201762005211565,7.72090525193678,0
3828,0,52,2704,140608.0,-5.0,0.7284786903753879,7.75233516330229,0
13110,0,10,100,1000.0,-6.0,0.0195413739073879,7.76387128782022,0
13734,0,18,324,5832.0,-10.0,0.997915363769022,8.01994168767737,0
8516,0,65,4225,274625.0,-7.0,0.349581011714123,7.8648040033284605,0
17569,0,68,4624,314432.0,-1.0,0.104920127795527,8.04686951095958,0
6672,0,33,1089,35937.0,5.0,0.862657262006062,8.89316082873538,0
21927,0,64,4096,262144.0,-4.0,0.33030821917808195,8.02551638648901,0
15534,1,50,2500,125000.0,-8.0,0.0288202160817365,7.374629015218941,0
11190,0,41,1681,68921.0,-10.0,0.4950653507602029,7.37525577800975,0
18926,0,83,6889,571787.0,-10.0,0.0251460035280618,8.626944055375361,0
779,0,25,625,15625.0,-5.0,0.8927670311185871,8.45574322910002,0
2453,0,18,324,5832.0,-3.0,0.293898182693465,8.40020983593042,0
12516,0,68,4624,314432.0,-3.0,0.617982331148475,7.65396918047877,0
12863,0,2,4,8.0,5.0,0.064941607510877,8.112527763478639,0
14043,0,21,441,9261.0,-6.0,0.0083112546728124,8.56978564153541,0
15145,0,37,1369,50653.0,-6.0,0.162755875317276,8.921591063563982,0
25064,0,30,900,27000.0,6.0,0.30928656835392604,7.08924315502751,0
476,0,82,6724,551368.0,-7.0,0.220075288914629,7.783224016336041,0
13167,0,5,25,125.0,-1.0,0.585557986870897,7.08924315502751,0
13510,0,14,196,2744.0,-8.0,0.56062365234699,8.29179710504873,0
17559,0,58,3364,195112.0,-1.0,0.105934255124549,8.04686951095958,0
6685,0,46,2116,97336.0,-9.0,0.8004316763870392,8.89316082873538,0
20219,0,30,900,27000.0,-3.0,0.509342977697408,8.55313931818971,0
15799,0,8,64,512.0,9.0,0.0295445991719985,8.803574418134971,0
21755,0,32,1024,32768.0,-3.0,0.042609762748841,7.76302130901852,0
16554,0,39,1521,59319.0,-9.0,0.259648142976822,8.64909826229618,0
