d3mIndex,log(wdi.pop),log(xxxcimr),wdi.gdpchg.s,sqrt(wdi.cpi),log1p(bnn.yroff),elceleth.c,dispota4.c,cir.physint,I(cir.physint^2),nvc.start.1
7055,14.075512804292726,0.26276722334557906,2.4009911717983,8.036221199371575,1.3862943611198906,1.0,0.0,6.0,36.0,0.0
3740,15.593002055394626,-0.2986971326267621,2.3402097603339,9.758352905869478,2.3978952727983707,1.0,0.0,3.0,9.0,0.0
2039,15.775466036534338,0.07808994414823517,2.09774613370896,2.8005753632437527,2.7080502011022096,0.0,1.0,7.0,49.0,0.0
3382,14.891417009096743,-1.5894834486264515,,2.7334538400769475,1.3862943611198906,0.0,0.0,,,0.0
871,14.39400361521222,0.0016321204664838755,0.5005735377771501,6.850018237931897,1.3862943611198906,0.0,0.0,7.0,49.0,0.0
1392,15.950273152959412,-0.0865049807207753,1.63336207446426,,0.0,0.0,0.0,,,0.0
1864,16.150296881239864,-1.6649892515459743,2.49427464451262,7.4918103087655386,1.9459101490553128,0.0,0.0,5.0,25.0,0.0
4105,,0.6272129857628408,,,1.9459101490553128,0.0,0.0,,,0.0
7112,16.150456349462573,0.18280293766159086,2.17728756138154,9.61819738779142,3.0910424533583165,0.0,0.0,3.0,9.0,0.0
1042,14.918100591571596,0.3123811562651164,2.50460334604124,,1.0986122886681096,1.0,0.0,,,0.0
1116,15.790653381191175,1.1410821638229585,,,1.6094379124341005,0.0,0.0,,,0.0
2211,14.865933152144942,0.0940666959986945,,1.3715342822625762,0.0,0.0,1.0,,,0.0
7412,14.784505308686139,-0.8421002819968142,0.412866627898841,0.002488066798297206,0.0,0.0,0.0,,,0.0
2404,13.162600881143124,,3.56408529758583,2.909171585220863,,,,,,0.0
8107,17.157518110918566,-0.3797612316029175,2.72488644752706,10.0,0.6931471805599453,1.0,0.0,5.0,25.0,0.0
6523,15.95272147264383,0.08952876814993567,-1.05851232319702,0.03917687210501676,1.9459101490553128,1.0,1.0,,,0.0
828,15.17586614911211,-1.181034735576254,2.3021728866442497,,0.0,1.0,0.0,6.0,36.0,0.0
5996,15.980157763982158,0.6400585596957266,2.315917288215509,8.687683205791588,2.7080502011022096,1.0,1.0,2.0,4.0,0.0
2887,15.832285558591305,0.9778837427775444,1.99251075423341,,2.3978952727983707,1.0,0.0,5.0,25.0,0.0
6771,16.71513752068103,-0.33467744101088004,2.48997991959764,8.38655886441946,1.791759469228055,1.0,0.0,3.0,9.0,0.0
4540,18.560164725960988,-0.2426263782669709,1.1833385604018798,9.548793800880023,1.0986122886681096,0.0,0.0,2.0,4.0,0.0
8379,17.194441880572256,-0.005913139803003637,2.88097205817757,,3.0910424533583165,1.0,0.0,3.0,9.0,0.0
1965,15.500162430721645,-1.7967222583194378,0.6195410908932889,9.349594626730193,1.0986122886681096,0.0,0.0,8.0,64.0,0.0
531,12.450781974758945,,3.07101634796832,6.565826388145883,,,,,,0.0
7625,,-0.05077232537863147,,,2.6390573296152593,0.0,1.0,,,0.0
5183,,0.7348400828818826,,,2.3978952727983707,0.0,0.0,,,0.0
6709,15.77701294242639,-2.059782346630353,1.65353928020821,9.466071970888654,0.0,0.0,1.0,8.0,64.0,0.0
4763,17.75787827032219,0.8020226383445845,,9.635074773764241,2.8903717578961645,1.0,1.0,1.0,1.0,0.0
3212,18.398726892030822,0.2426391899255572,1.85781209919514,0.06124193442026549,2.772588722239781,1.0,0.0,,,0.0
951,15.959849345494778,-0.8023587350693528,,,2.9957322735539913,1.0,1.0,,,0.0
570,16.07769023632328,-1.3759067326279473,3.16195931247328,8.124282837470894,2.5649493574615367,0.0,1.0,4.0,16.0,0.0
8157,17.128764382837634,0.7078619152777329,2.2028337068989505,10.936290940555306,0.6931471805599453,0.0,0.0,,,0.0
1736,15.326830773202724,-0.8276813752510022,1.65276145332256,9.367993475836816,1.0986122886681096,0.0,0.0,7.0,49.0,0.0
4852,16.359450053561286,-2.023055968937983,2.53300889060837,4.7323917792797765,0.6931471805599453,0.0,0.0,,,0.0
1041,14.89762178317135,0.3331548094681762,2.0335701156428603,,0.6931471805599453,1.0,0.0,,,0.0
4198,15.493106807091346,0.2686086062300403,1.50700687630378,,1.0986122886681096,1.0,0.0,,,0.0
8164,15.298296219272926,-1.5288720551656412,1.52601688564519,10.21924377311399,1.3862943611198906,0.0,0.0,8.0,64.0,0.0
3363,17.12521544650714,0.6493501437366979,2.09776480854475,7.653886852722636,0.0,1.0,1.0,1.0,1.0,0.0
8261,15.503312046041515,-1.1891807869735362,1.34212713539468,10.376257615446523,2.19722457733622,0.0,0.0,,,0.0
5997,16.006079479927486,0.6600293333628414,1.41849395033393,8.80651324525181,2.772588722239781,1.0,1.0,4.0,16.0,0.0
3696,13.935956711040141,-0.14087729191126694,,,2.6390573296152593,1.0,0.0,,,0.0
114,16.3898702680722,0.14716486897124265,-2.19202439106813,,0.6931471805599453,1.0,1.0,,,0.0
1625,15.004487179510985,1.162089125887457,2.14053032248025,8.568939562341434,2.8903717578961645,1.0,1.0,2.0,4.0,0.0
872,14.408271497291086,0.0,2.46364178963788,7.119828574287433,1.6094379124341005,0.0,1.0,7.0,49.0,0.0
7864,21.019012800560173,-0.31698089337672997,3.0495712813443303,10.266977629437838,2.19722457733622,1.0,1.0,0.0,0.0,1.0
666,14.8410326640474,0.5165175671576135,1.96018764708335,,0.0,1.0,0.0,,,0.0
4772,14.40868214257091,0.3224490503906017,1.8142727160094696,,2.19722457733622,0.0,1.0,6.0,36.0,0.0
6593,13.718941285835779,0.5618939291144053,1.79616462002554,4.895839951779267,1.9459101490553128,0.0,0.0,6.0,36.0,0.0
3302,17.987722448051453,0.6142681335539711,1.39061936409277,4.6895164743069415,2.3978952727983707,0.0,1.0,0.0,0.0,0.0
6558,17.11450779510103,0.8423504575906672,1.7618443415277,6.210622380447124,0.6931471805599453,1.0,1.0,0.0,0.0,0.0
3910,15.261139297129269,0.9365289941107908,2.58932012082799,1.90252007872412,2.772588722239781,0.0,0.0,4.0,16.0,0.0
7641,,-0.7020923826523131,,,3.4011973816621555,0.0,0.0,,,0.0
4981,15.170656040841553,0.16249936746143956,-0.8404480597731049,,1.9459101490553128,1.0,0.0,3.0,9.0,0.0
6157,12.538414937085085,-0.2581416930336575,,3.1745995220755483,0.0,0.0,0.0,,,0.0
238,17.423805222087932,-0.5791981478867353,-0.8882561129299229,,0.6931471805599453,0.0,0.0,3.0,9.0,0.0
1524,17.240363494332914,-0.2403688576098437,2.4162558659384903,1.913271337676841,0.0,0.0,0.0,2.0,4.0,0.0
7902,16.168928299264753,,-0.9665061658027172,10.334897333786435,,,,,,
2165,17.40849202955171,0.2342227513685731,2.36611825688813,1.2807002015002809,0.0,1.0,1.0,,,0.0
2553,17.98531690528357,-1.9510449482012255,-1.7739981647648102,9.924384417775236,1.0986122886681096,0.0,1.0,7.0,49.0,0.0
8355,17.375080096467954,1.094977573185656,2.5730107166831697,10.894627321674433,3.258096538021482,0.0,0.0,2.0,4.0,0.0
4536,18.51035278656326,-0.23468954234998016,2.0726104919216497,8.798626378784316,1.6094379124341005,0.0,0.0,3.0,9.0,0.0
1828,13.39623958597846,-1.638901526511182,4.5018095399221,4.80345032274155,1.0986122886681096,1.0,0.0,,,0.0
2686,18.22357155102637,-1.9011175090158927,1.04076944894116,9.929747394753317,1.3862943611198906,0.0,0.0,7.0,49.0,0.0
2972,13.515817980624053,0.4102135278312039,1.72333426695985,7.351608406950781,0.0,1.0,1.0,7.0,49.0,0.0
2890,15.931341645360858,1.0203835281111702,2.27631356804909,,2.6390573296152593,1.0,0.0,4.0,16.0,0.0
7778,14.102320500221053,,2.34307490277202,10.278386121947744,,,,,,
7353,,,,,,,,,,0.0
17,16.27033396051349,0.7531794661328415,,,2.302585092994046,1.0,0.0,,,0.0
6808,,-0.9535571743988391,,,2.5649493574615367,1.0,1.0,7.0,49.0,0.0
5962,14.99899387916256,0.09314743748954782,1.7301584484850498,,0.6931471805599453,0.0,0.0,,,0.0
7776,14.072293119826591,-0.7486263329137309,1.4491455815708203,9.981760979401699,2.5649493574615367,1.0,1.0,0.0,0.0,0.0
2374,17.72239805923545,1.09288636326777,-2.67157118160477,5.015104823820097,0.0,1.0,0.0,,,0.0
3225,18.72522921071367,0.29541976762709005,2.93878634068471,1.9350414467949597,2.4849066497880004,1.0,1.0,,,0.0
2368,17.52363338988629,1.0430492854717563,-3.3383082513999103,4.164866028949502,2.19722457733622,0.0,1.0,3.0,9.0,0.0
965,16.008341832194837,-0.7541089075524458,1.63812107577877,0.15759080725811453,3.5263605246161616,1.0,1.0,2.0,4.0,0.0
6766,16.61103474014945,-0.3478930865740055,1.6561574192191597,7.596510692510799,0.0,1.0,0.0,2.0,4.0,0.0
172,16.123195922433506,1.2071779352717005,0.632455532033905,,2.3978952727983707,1.0,1.0,1.0,1.0,0.0
1428,16.55340443982014,-1.2624278916601854,2.12032851158601,,0.0,0.0,0.0,4.0,16.0,0.0
5780,13.782576124685695,-1.1543542716024595,5.11570127573453,9.072402924349893,2.4849066497880004,0.0,0.0,6.0,36.0,0.0
2433,13.60090173204606,-0.7725247734546964,2.9664793948383,8.234276104403635,0.0,1.0,0.0,7.0,49.0,1.0
483,18.28211477911088,0.8465156389746457,1.54157932582617,,0.0,1.0,1.0,4.0,16.0,0.0
7306,17.821817762513056,-1.700386563597735,1.5201858769751495,,1.3862943611198906,0.0,1.0,,,0.0
520,12.411715957018846,,2.00128690960889,4.2696198853503455,,,,,,0.0
36,16.350162709092597,1.3096172553283072,,,1.791759469228055,1.0,1.0,1.0,1.0,0.0
6126,15.496907019911713,-1.2324879744975936,2.8888419141436805,9.523255153220632,1.0986122886681096,0.0,0.0,7.0,49.0,0.0
3432,14.721750953984929,-1.3958025857604142,2.81730225027684,0.034219008615748794,0.6931471805599453,1.0,1.0,,,0.0
4919,14.951065325554099,-1.6723469964922737,1.12520589739508,4.845305719378345,1.791759469228055,0.0,0.0,,,0.0
6366,,0.37917354179901824,,,1.0986122886681096,0.0,0.0,,,0.0
5635,,0.08497936155227882,,,2.079441541679836,0.0,0.0,,,1.0
6361,,,,,,,,,,
2075,,-1.6600282571065992,,,3.0910424533583165,0.0,0.0,,,0.0
6876,16.960458942074286,0.8330281877596499,,1.947941348389928,1.0986122886681096,0.0,,6.0,36.0,0.0
2552,17.980175317053785,-2.0151093978365937,-0.284021365292076,9.920016397427213,0.6931471805599453,0.0,1.0,6.0,36.0,0.0
1155,15.78043506853384,0.2319498153784142,1.6351890686738602,2.9761084847772623,2.5649493574615367,0.0,0.0,,,0.0
7534,17.733416226550574,-0.08092672647804343,,,2.19722457733622,0.0,1.0,,,0.0
7850,,,,,,,,,,
1045,14.98957812504699,0.3553724933881355,3.7177303020253,1.2146087307394842,0.6931471805599453,1.0,1.0,,,0.0
5889,15.61825414693392,1.029374048509299,-2.8475764901026897,4.252089667235357,3.0445224377234235,1.0,1.0,1.0,1.0,0.0
3617,14.735762633346573,-0.5902628033642175,-0.337240581406529,4.9754818600522,1.6094379124341005,0.0,0.0,6.0,36.0,0.0
1083,15.8658311715217,0.9820448312470496,0.948683298050697,7.8268778308573035,0.0,0.0,0.0,3.0,9.0,0.0
6617,15.83307642996854,-2.0180625812013044,2.3835975634036,3.0676341512872867,2.772588722239781,0.0,0.0,,,0.0
4976,15.050114501993727,0.13697696522823932,-0.903527486537982,,0.6931471805599453,1.0,1.0,0.0,0.0,0.0
3114,16.176239739971958,-1.0367844825447696,1.89736659610108,1.6131851121761012,3.0445224377234235,0.0,0.0,,,0.0
4390,16.295510020512744,1.5384113233518624,2.46572389997732,9.266072707953349,1.3862943611198906,0.0,0.0,7.0,49.0,0.0
1302,14.610310037236252,0.4745253731107885,-1.57005454402542,,0.0,0.0,0.0,,,0.0
2931,14.10132764240654,1.3435428038725528,1.4139852106275002,9.148054252304537,1.0986122886681096,0.0,0.0,5.0,25.0,0.0
6674,15.554966924874714,-1.7047036802746511,,5.138451315436996,0.0,0.0,1.0,,,0.0
2058,16.092797842774033,0.038061274340720964,2.2925203257749103,9.62859691516467,1.6094379124341005,0.0,1.0,4.0,16.0,0.0
7575,,-1.4241303523552438,,,0.0,0.0,1.0,,,0.0
